TIPUS,VALASZTAS,MEGYE,TELEPULES,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,187,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,188,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,191,JOBBIK,9
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,192,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,193,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,194,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,195,JOBBIK,13
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,196,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,201,JOBBIK,40
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,202,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,203,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,204,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,205,JOBBIK,33
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,211,JOBBIK,12
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,212,JOBBIK,9
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,213,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,214,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,215,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,216,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,217,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,218,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,221,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,222,JOBBIK,30
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,223,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,224,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,225,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,231,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,232,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,233,JOBBIK,39
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,234,JOBBIK,36
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,235,JOBBIK,39
Listas,2019EP,HAJDÚ-BIHAR,Debrecen,236,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Derecske,001,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Derecske,002,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Derecske,003,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Derecske,004,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Derecske,005,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Derecske,006,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Derecske,007,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Derecske,008,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Ebes,001,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Ebes,002,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Ebes,003,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Ebes,004,JOBBIK,37
Listas,2019EP,HAJDÚ-BIHAR,Egyek,001,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Egyek,002,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Egyek,003,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Egyek,004,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Egyek,005,JOBBIK,40
Listas,2019EP,HAJDÚ-BIHAR,Egyek,006,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Egyek,007,JOBBIK,3
Listas,2019EP,HAJDÚ-BIHAR,Esztár,001,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Folyás,001,JOBBIK,11
Listas,2019EP,HAJDÚ-BIHAR,Földes,001,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Földes,002,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Földes,003,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Földes,004,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Furta,001,JOBBIK,34
Listas,2019EP,HAJDÚ-BIHAR,Fülöp,001,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Fülöp,002,JOBBIK,12
Listas,2019EP,HAJDÚ-BIHAR,Fülöp,003,JOBBIK,10
Listas,2019EP,HAJDÚ-BIHAR,Fülöp,004,JOBBIK,9
Listas,2019EP,HAJDÚ-BIHAR,Gáborján,001,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Görbeháza,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Görbeháza,002,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Görbeháza,003,JOBBIK,1
Listas,2019EP,HAJDÚ-BIHAR,Hajdúbagos,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Hajdúbagos,002,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,001,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,002,JOBBIK,40
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,003,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,004,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,005,JOBBIK,37
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,006,JOBBIK,48
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,007,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,008,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,009,JOBBIK,30
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,010,JOBBIK,36
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,011,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,012,JOBBIK,38
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,013,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,014,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,015,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,016,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,017,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,018,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,019,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,020,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,021,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,022,JOBBIK,30
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,023,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,024,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,025,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,026,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Hajdúböszörmény,027,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,001,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,002,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,003,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,004,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,005,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,006,JOBBIK,8
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,007,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Hajdúdorog,008,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,002,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,003,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,004,JOBBIK,33
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,005,JOBBIK,10
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,006,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,007,JOBBIK,52
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,008,JOBBIK,63
Listas,2019EP,HAJDÚ-BIHAR,Hajdúhadház,009,JOBBIK,1
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,001,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,002,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,003,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,004,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,005,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,006,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,007,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,008,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,009,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,010,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,011,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,012,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,013,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,014,JOBBIK,39
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,015,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,016,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,017,JOBBIK,7
Listas,2019EP,HAJDÚ-BIHAR,Hajdúnánás,018,JOBBIK,8
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,001,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,002,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,003,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,004,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,005,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,006,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,007,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,008,JOBBIK,37
Listas,2019EP,HAJDÚ-BIHAR,Hajdúsámson,009,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,001,JOBBIK,56
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,002,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,003,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,004,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,005,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,006,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,007,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,008,JOBBIK,36
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,009,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,010,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,011,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,012,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,013,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,014,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,015,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,016,JOBBIK,44
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,017,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,018,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,019,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszoboszló,020,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszovát,001,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszovát,002,JOBBIK,33
Listas,2019EP,HAJDÚ-BIHAR,Hajdúszovát,003,JOBBIK,13
Listas,2019EP,HAJDÚ-BIHAR,Hencida,001,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Hortobágy,001,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Hortobágy,002,JOBBIK,9
Listas,2019EP,HAJDÚ-BIHAR,Hosszúpályi,001,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Hosszúpályi,002,JOBBIK,11
Listas,2019EP,HAJDÚ-BIHAR,Hosszúpályi,003,JOBBIK,10
Listas,2019EP,HAJDÚ-BIHAR,Hosszúpályi,004,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Kaba,001,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Kaba,002,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Kaba,003,JOBBIK,39
Listas,2019EP,HAJDÚ-BIHAR,Kaba,004,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Kaba,005,JOBBIK,47
Listas,2019EP,HAJDÚ-BIHAR,Kismarja,001,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Kokad,001,JOBBIK,5
Listas,2019EP,HAJDÚ-BIHAR,Komádi,001,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Komádi,002,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Komádi,003,JOBBIK,9
Listas,2019EP,HAJDÚ-BIHAR,Komádi,004,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Komádi,005,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Komádi,006,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Komádi,007,JOBBIK,4
Listas,2019EP,HAJDÚ-BIHAR,Komádi,008,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Konyár,001,JOBBIK,12
Listas,2019EP,HAJDÚ-BIHAR,Konyár,002,JOBBIK,13
Listas,2019EP,HAJDÚ-BIHAR,Körösszakál,001,JOBBIK,30
Listas,2019EP,HAJDÚ-BIHAR,Körösszegapáti,001,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Körösszegapáti,002,JOBBIK,2
Listas,2019EP,HAJDÚ-BIHAR,Létavértes,001,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Létavértes,002,JOBBIK,12
Listas,2019EP,HAJDÚ-BIHAR,Létavértes,003,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Létavértes,004,JOBBIK,9
Listas,2019EP,HAJDÚ-BIHAR,Létavértes,005,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Létavértes,006,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Magyarhomorog,001,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Mezõpeterd,001,JOBBIK,10
Listas,2019EP,HAJDÚ-BIHAR,Mezõsas,001,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Mikepércs,001,JOBBIK,36
Listas,2019EP,HAJDÚ-BIHAR,Mikepércs,002,JOBBIK,13
Listas,2019EP,HAJDÚ-BIHAR,Mikepércs,003,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Mikepércs,004,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Monostorpályi,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Monostorpályi,002,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Nagyhegyes,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Nagyhegyes,002,JOBBIK,34
Listas,2019EP,HAJDÚ-BIHAR,Nagykereki,001,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Nagyrábé,001,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Nagyrábé,002,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,001,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,002,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,003,JOBBIK,41
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,004,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,005,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,006,JOBBIK,47
Listas,2019EP,HAJDÚ-BIHAR,Nádudvar,007,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Nyíracsád,001,JOBBIK,8
Listas,2019EP,HAJDÚ-BIHAR,Nyíracsád,002,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Nyíracsád,003,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Nyíracsád,004,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Nyíracsád,005,JOBBIK,1
Listas,2019EP,HAJDÚ-BIHAR,Nyíracsád,006,JOBBIK,5
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,002,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,003,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,004,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,005,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,006,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,007,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Nyíradony,008,JOBBIK,5
Listas,2019EP,HAJDÚ-BIHAR,Nyírábrány,001,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Nyírábrány,002,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Nyírábrány,003,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Nyírábrány,004,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Nyírábrány,005,JOBBIK,0
Listas,2019EP,HAJDÚ-BIHAR,Nyírmártonfalva,001,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Nyírmártonfalva,002,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Pocsaj,001,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Pocsaj,002,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Polgár,001,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Polgár,002,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Polgár,003,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Polgár,004,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Polgár,005,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Polgár,006,JOBBIK,22
Listas,2019EP,HAJDÚ-BIHAR,Polgár,007,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,001,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,002,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,003,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,004,JOBBIK,25
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,005,JOBBIK,34
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,006,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,007,JOBBIK,33
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,008,JOBBIK,39
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,009,JOBBIK,56
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,010,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,011,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,012,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,013,JOBBIK,53
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,014,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,015,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Püspökladány,016,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Sáp,001,JOBBIK,4
Listas,2019EP,HAJDÚ-BIHAR,Sáránd,001,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Sáránd,002,JOBBIK,14
Listas,2019EP,HAJDÚ-BIHAR,Sárrétudvari,001,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Sárrétudvari,002,JOBBIK,29
Listas,2019EP,HAJDÚ-BIHAR,Sárrétudvari,003,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Szentpéterszeg,001,JOBBIK,47
Listas,2019EP,HAJDÚ-BIHAR,Szerep,001,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Szerep,002,JOBBIK,1
Listas,2019EP,HAJDÚ-BIHAR,Tetétlen,001,JOBBIK,17
Listas,2019EP,HAJDÚ-BIHAR,Tetétlen,002,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Téglás,001,JOBBIK,44
Listas,2019EP,HAJDÚ-BIHAR,Téglás,002,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Téglás,003,JOBBIK,35
Listas,2019EP,HAJDÚ-BIHAR,Téglás,004,JOBBIK,39
Listas,2019EP,HAJDÚ-BIHAR,Téglás,005,JOBBIK,32
Listas,2019EP,HAJDÚ-BIHAR,Tépe,001,JOBBIK,23
Listas,2019EP,HAJDÚ-BIHAR,Tiszacsege,001,JOBBIK,20
Listas,2019EP,HAJDÚ-BIHAR,Tiszacsege,002,JOBBIK,10
Listas,2019EP,HAJDÚ-BIHAR,Tiszacsege,003,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Tiszacsege,004,JOBBIK,16
Listas,2019EP,HAJDÚ-BIHAR,Tiszacsege,005,JOBBIK,10
Listas,2019EP,HAJDÚ-BIHAR,Tiszacsege,006,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Tiszagyulaháza,001,JOBBIK,18
Listas,2019EP,HAJDÚ-BIHAR,Told,001,JOBBIK,6
Listas,2019EP,HAJDÚ-BIHAR,Újiráz,001,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Újléta,001,JOBBIK,15
Listas,2019EP,HAJDÚ-BIHAR,Újszentmargita,001,JOBBIK,27
Listas,2019EP,HAJDÚ-BIHAR,Újtikos,001,JOBBIK,26
Listas,2019EP,HAJDÚ-BIHAR,Vámospércs,001,JOBBIK,24
Listas,2019EP,HAJDÚ-BIHAR,Vámospércs,002,JOBBIK,28
Listas,2019EP,HAJDÚ-BIHAR,Vámospércs,003,JOBBIK,19
Listas,2019EP,HAJDÚ-BIHAR,Vámospércs,004,JOBBIK,21
Listas,2019EP,HAJDÚ-BIHAR,Vámospércs,005,JOBBIK,31
Listas,2019EP,HAJDÚ-BIHAR,Váncsod,001,JOBBIK,43
Listas,2019EP,HAJDÚ-BIHAR,Vekerd,001,JOBBIK,4
Listas,2019EP,HAJDÚ-BIHAR,Zsáka,001,JOBBIK,37
Listas,2019EP,HEVES,Abasár,001,JOBBIK,40
Listas,2019EP,HEVES,Abasár,002,JOBBIK,49
Listas,2019EP,HEVES,Adács,001,JOBBIK,64
Listas,2019EP,HEVES,Adács,002,JOBBIK,44
Listas,2019EP,HEVES,Adács,003,JOBBIK,36
Listas,2019EP,HEVES,Aldebrõ,001,JOBBIK,56
Listas,2019EP,HEVES,Andornaktálya,001,JOBBIK,56
Listas,2019EP,HEVES,Andornaktálya,002,JOBBIK,40
Listas,2019EP,HEVES,Apc,001,JOBBIK,35
Listas,2019EP,HEVES,Apc,002,JOBBIK,18
Listas,2019EP,HEVES,Apc,003,JOBBIK,22
Listas,2019EP,HEVES,Atkár,001,JOBBIK,29
Listas,2019EP,HEVES,Atkár,002,JOBBIK,32
Listas,2019EP,HEVES,Átány,001,JOBBIK,14
Listas,2019EP,HEVES,Balaton,001,JOBBIK,19
Listas,2019EP,HEVES,Balaton,002,JOBBIK,12
Listas,2019EP,HEVES,Bátor,001,JOBBIK,12
Listas,2019EP,HEVES,Bekölce,001,JOBBIK,18
Listas,2019EP,HEVES,Besenyõtelek,001,JOBBIK,24
Listas,2019EP,HEVES,Besenyõtelek,002,JOBBIK,14
Listas,2019EP,HEVES,Besenyõtelek,003,JOBBIK,23
Listas,2019EP,HEVES,Bélapátfalva,001,JOBBIK,37
Listas,2019EP,HEVES,Bélapátfalva,002,JOBBIK,20
Listas,2019EP,HEVES,Bélapátfalva,003,JOBBIK,21
Listas,2019EP,HEVES,Boconád,001,JOBBIK,56
Listas,2019EP,HEVES,Bodony,001,JOBBIK,35
Listas,2019EP,HEVES,Boldog,001,JOBBIK,52
Listas,2019EP,HEVES,Boldog,002,JOBBIK,36
Listas,2019EP,HEVES,Boldog,003,JOBBIK,29
Listas,2019EP,HEVES,Bükkszenterzsébet,001,JOBBIK,75
Listas,2019EP,HEVES,Bükkszentmárton,001,JOBBIK,6
Listas,2019EP,HEVES,Bükkszék,001,JOBBIK,26
Listas,2019EP,HEVES,Csány,001,JOBBIK,12
Listas,2019EP,HEVES,Csány,002,JOBBIK,4
Listas,2019EP,HEVES,Csány,003,JOBBIK,15
Listas,2019EP,HEVES,Demjén,001,JOBBIK,28
Listas,2019EP,HEVES,Detk,001,JOBBIK,40
Listas,2019EP,HEVES,Domoszló,001,JOBBIK,37
Listas,2019EP,HEVES,Domoszló,002,JOBBIK,62
Listas,2019EP,HEVES,Dormánd,001,JOBBIK,24
Listas,2019EP,HEVES,Ecséd,001,JOBBIK,39
Listas,2019EP,HEVES,Ecséd,002,JOBBIK,33
Listas,2019EP,HEVES,Ecséd,003,JOBBIK,38
Listas,2019EP,HEVES,Eger,001,JOBBIK,20
Listas,2019EP,HEVES,Eger,002,JOBBIK,22
Listas,2019EP,HEVES,Eger,003,JOBBIK,28
Listas,2019EP,HEVES,Eger,004,JOBBIK,44
Listas,2019EP,HEVES,Eger,005,JOBBIK,26
Listas,2019EP,HEVES,Eger,006,JOBBIK,36
