SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK
01-004-019,01,BUDAPEST,11,004,Budapest IV. kerület,Megyeri út 20. (Megyeri Általános Isk.),Igen,Nem
01-004-020,01,BUDAPEST,11,004,Budapest IV. kerület,Megyeri út 20. (Megyeri Általános Isk.),Nem,Nem
01-004-021,01,BUDAPEST,11,004,Budapest IV. kerület,Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK),Igen,Nem
01-004-022,01,BUDAPEST,11,004,Budapest IV. kerület,Fóti út 66. (Angol Nyelvi Általános Isk.),Nem,Nem
01-004-023,01,BUDAPEST,11,004,Budapest IV. kerület,Fóti út 66. (Angol Nyelvi Általános Isk.),Nem,Nem
01-004-024,01,BUDAPEST,11,004,Budapest IV. kerület,Fóti út 66. (Angol Nyelvi Általános Isk.),Nem,Nem
01-004-025,01,BUDAPEST,11,004,Budapest IV. kerület,Fóti út 66. (Angol Nyelvi Általános Isk.),Nem,Nem
01-004-026,01,BUDAPEST,11,004,Budapest IV. kerület,Fóti út 66. (Angol Nyelvi Általános Isk.),Nem,Nem
01-004-027,01,BUDAPEST,11,004,Budapest IV. kerület,Bajza József utca 2. (Bajza Általános Isk.),Igen,Nem
01-004-028,01,BUDAPEST,11,004,Budapest IV. kerület,Fóti út 66. (Angol Nyelvi. Általános Isk.),Nem,Nem
01-004-029,01,BUDAPEST,11,004,Budapest IV. kerület,Bajza József utca 2. (Bajza Általános Isk.),Igen,Nem
01-004-030,01,BUDAPEST,11,004,Budapest IV. kerület,Bajza József utca 2. (Bajza Általános Isk.),Igen,Nem
01-004-031,01,BUDAPEST,11,004,Budapest IV. kerület,Megyeri út 20. (Megyeri Általános Isk.),Nem,Nem
01-004-032,01,BUDAPEST,11,004,Budapest IV. kerület,Megyeri út 20. (Megyeri Általános Isk.),Nem,Nem
01-004-033,01,BUDAPEST,11,004,Budapest IV. kerület,Langlet Waldemár utca 3-5. (Bródy Gimnázium),Nem,Nem
01-004-034,01,BUDAPEST,11,004,Budapest IV. kerület,Langlet Waldemár utca 3-5. (Bródy Gimnázium),Nem,Nem
01-004-035,01,BUDAPEST,11,004,Budapest IV. kerület,Langlet Waldemár utca 3-5. (Bródy Gimnázium),Nem,Nem
01-004-036,01,BUDAPEST,11,004,Budapest IV. kerület,Langlet Waldemár utca 3-5. (Bródy Gimnázium),Nem,Nem
01-004-037,01,BUDAPEST,11,004,Budapest IV. kerület,Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja),Nem,Nem
01-004-038,01,BUDAPEST,11,004,Budapest IV. kerület,Lõrinc utca 35-37. (Újpesti Bölcsõdék Központja),Nem,Nem
01-004-039,01,BUDAPEST,11,004,Budapest IV. kerület,Lõrinc utca 35-37. (Pécsi Ének-Zene Ált. Isk.),Nem,Nem
01-004-040,01,BUDAPEST,11,004,Budapest IV. kerület,Lõrinc utca 35-37. (Pécsi Ének-Zene Ált. Isk.),Nem,Nem
01-004-041,01,BUDAPEST,11,004,Budapest IV. kerület,Bajza József utca 2. (Bajza Általános Isk.),Igen,Nem
01-004-042,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.),Nem,Nem
01-004-043,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.),Nem,Nem
01-004-044,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.),Nem,Nem
01-004-045,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.),Nem,Nem
01-004-046,01,BUDAPEST,12,004,Budapest IV. kerület,Szigeti J. u. 1-3. (Szigeti Ált. Isk.),Igen,Nem
01-004-047,01,BUDAPEST,12,004,Budapest IV. kerület,Szigeti J. u. 1-3. (Szigeti Ált. Isk.),Igen,Nem
01-004-048,01,BUDAPEST,12,004,Budapest IV. kerület,Szigeti J. u. 1-3. (Szigeti Ált. Isk.),Igen,Nem
01-004-049,01,BUDAPEST,12,004,Budapest IV. kerület,Szigeti J. u. 1-3. (Szigeti Ált. Isk.),Igen,Nem
01-004-050,01,BUDAPEST,12,004,Budapest IV. kerület,Szigeti J. u. 1-3. (Szigeti Ált. Isk.),Igen,Nem
01-004-051,01,BUDAPEST,11,004,Budapest IV. kerület,Munkásotthon utca 3. (Bene Ferenc Általános Isk.),Igen,Nem
01-004-052,01,BUDAPEST,11,004,Budapest IV. kerület,Munkásotthon utca 3. (Bene Ferenc Általános Isk.),Igen,Nem
01-004-053,01,BUDAPEST,11,004,Budapest IV. kerület,Pozsonyi utca 3. (Halassy Olivér Általános Iskola),Nem,Nem
01-004-054,01,BUDAPEST,11,004,Budapest IV. kerület,Pozsonyi utca 3. (Halassy Olivér Általános Iskola),Nem,Nem
01-004-055,01,BUDAPEST,11,004,Budapest IV. kerület,Pozsonyi utca 3. (Halassy Olivér Általános Iskola),Nem,Nem
01-004-056,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-057,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-058,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-059,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-060,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-061,01,BUDAPEST,11,004,Budapest IV. kerület,Pozsonyi utca 3. (Halassy Olivér Általános Iskola),Nem,Nem
01-004-062,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-063,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Igen
01-004-064,01,BUDAPEST,11,004,Budapest IV. kerület,Erzsébet utca  31. (Lázár Ervin Általános Isk.),Igen,Nem
01-004-065,01,BUDAPEST,11,004,Budapest IV. kerület,Pozsonyi utca 3. (Halassy Olivér Általános Iskola),Nem,Nem
01-004-066,01,BUDAPEST,12,004,Budapest IV. kerület,Viola utca 11-13. (Viola Óvoda),Igen,Nem
01-004-067,01,BUDAPEST,12,004,Budapest IV. kerület,Viola utca 11-13. (Viola Óvoda),Igen,Nem
01-004-068,01,BUDAPEST,12,004,Budapest IV. kerület,Viola utca 11-13. (Viola Óvoda),Igen,Nem
01-004-069,01,BUDAPEST,12,004,Budapest IV. kerület,Viola utca 11-13. (Viola Óvoda),Igen,Nem
01-004-070,01,BUDAPEST,12,004,Budapest IV. kerület,Viola utca 11-13. (Viola Óvoda),Igen,Nem
01-005-001,01,BUDAPEST,01,005,Budapest V. kerület,Fõvám tér 2-3. (B-L.Városüzemeltetõ),Igen,Nem
01-005-002,01,BUDAPEST,01,005,Budapest V. kerület,Váci u. 43. (Ének-zenei  Ált. Iskola),Nem,Nem
01-005-003,01,BUDAPEST,01,005,Budapest V. kerület,Magyar u. 12. (Idõsek klubja),Igen,Nem
01-005-004,01,BUDAPEST,01,005,Budapest V. kerület,Veres Pálné u. 38. (Veres Pálné Gimnázium),Igen,Nem
01-005-005,01,BUDAPEST,01,005,Budapest V. kerület,Váci u. 43. (Ének-zenei  Ált. Iskola),Nem,Nem
01-005-006,01,BUDAPEST,01,005,Budapest V. kerület,Reáltanoda u. 7. (Eötvös József Gimnázium),Nem,Nem
01-005-007,01,BUDAPEST,01,005,Budapest V. kerület,Vármegye u. 9. (Szabolcsi B. Zeneiskola),Igen,Nem
01-005-008,01,BUDAPEST,01,005,Budapest V. kerület,Erzsébet tér 4. (Polgármesteri Hiv.),Igen,Nem
01-005-009,01,BUDAPEST,01,005,Budapest V. kerület,Sütõ u. 1. (Evangélikus Gimnázium),Igen,Nem
01-005-010,01,BUDAPEST,01,005,Budapest V. kerület,Sütõ u. 1. (Evangélikus Gimnázium),Igen,Nem
01-005-011,01,BUDAPEST,01,005,Budapest V. kerület,Erzsébet tér 4. (Polgármesteri Hivatal),Igen,Igen
01-005-012,01,BUDAPEST,01,005,Budapest V. kerület,Nádor u. 12. (Hild József Ált. Iskola),Igen,Nem
01-005-013,01,BUDAPEST,01,005,Budapest V. kerület,Nádor u. 12. (Hild József Ált. Iskola),Igen,Nem
01-005-014,01,BUDAPEST,01,005,Budapest V. kerület,Vadász u. 11-13. (Idõsek klubja),Igen,Nem
01-005-015,01,BUDAPEST,01,005,Budapest V. kerület,Vadász u. 11-13. (Idõsek klubja),Igen,Nem
01-005-016,01,BUDAPEST,01,005,Budapest V. kerület,Szemere u. 3. (Szt. István Ált. Iskola),Nem,Nem
01-005-017,01,BUDAPEST,01,005,Budapest V. kerület,Szemere u. 5. (Szemere B. Ált. Isk.),Nem,Nem
01-005-018,01,BUDAPEST,01,005,Budapest V. kerület,Szemere u. 3. (Szt. István Ált. Iskola),Nem,Nem
01-005-019,01,BUDAPEST,01,005,Budapest V. kerület,Falk Miksa u. 28. (Idõsek  klubja),Nem,Nem
01-005-020,01,BUDAPEST,01,005,Budapest V. kerület,Falk Miksa u. 28. (Idõsek  klubja),Nem,Nem
01-005-021,01,BUDAPEST,01,005,Budapest V. kerület,Markó u. 18-20. (Xantus János Gimnázium),Nem,Nem
01-006-001,01,BUDAPEST,05,006,Budapest VI. kerület,Podmaniczky u. 8.,Nem,Nem
01-006-002,01,BUDAPEST,05,006,Budapest VI. kerület,Bajcsy-Zsilinszky út 33.,Igen,Nem
01-006-003,01,BUDAPEST,05,006,Budapest VI. kerület,Podmaniczky utca 8.,Nem,Nem
01-006-004,01,BUDAPEST,05,006,Budapest VI. kerület,Lovag utca 9-11.,Nem,Nem
01-006-005,01,BUDAPEST,05,006,Budapest VI. kerület,Lovag utca 9-11.,Nem,Nem
01-006-006,01,BUDAPEST,05,006,Budapest VI. kerület,Lovag u. 9-11.,Nem,Nem
01-006-007,01,BUDAPEST,05,006,Budapest VI. kerület,Pethõ Sándor utca 4.,Igen,Nem
01-006-008,01,BUDAPEST,05,006,Budapest VI. kerület,Pethõ Sándor utca 4.,Igen,Nem
01-006-009,01,BUDAPEST,05,006,Budapest VI. kerület,Pethõ Sándor utca 4.,Igen,Nem
01-006-010,01,BUDAPEST,05,006,Budapest VI. kerület,Szondi utca 11.,Igen,Nem
01-006-011,01,BUDAPEST,05,006,Budapest VI. kerület,Vörösmarty utca 49-51.,Nem,Nem
01-006-012,01,BUDAPEST,05,006,Budapest VI. kerület,Vörösmarty utca 49-51.,Nem,Nem
01-006-013,01,BUDAPEST,05,006,Budapest VI. kerület,Vörösmarty utca 49-51.,Nem,Nem
01-006-014,01,BUDAPEST,05,006,Budapest VI. kerület,Rózsa utca 81-83.,Nem,Nem
01-006-015,01,BUDAPEST,05,006,Budapest VI. kerület,Szinyei Merse utca 7-9.,Nem,Nem
01-006-016,01,BUDAPEST,05,006,Budapest VI. kerület,Vörösmarty utca 49-51.,Nem,Nem
01-006-017,01,BUDAPEST,05,006,Budapest VI. kerület,Szondi utca.41.,Nem,Nem
01-006-018,01,BUDAPEST,05,006,Budapest VI. kerület,Szondi utca 41.,Nem,Nem
01-006-019,01,BUDAPEST,05,006,Budapest VI. kerület,Szondi utca 41.,Nem,Nem
01-006-020,01,BUDAPEST,05,006,Budapest VI. kerület,Szinyei Merse utca 7-9.,Nem,Nem
01-006-021,01,BUDAPEST,05,006,Budapest VI. kerület,Szinyei Merse utca 7-9.,Nem,Nem
01-006-022,01,BUDAPEST,05,006,Budapest VI. kerület,Munkácsy Mihály utca 26.,Nem,Nem
01-006-023,01,BUDAPEST,05,006,Budapest VI. kerület,Munkácsy Mihály utca 26.,Nem,Nem
01-006-024,01,BUDAPEST,05,006,Budapest VI. kerület,Munkácsy Mihály utca 26.,Nem,Nem
01-006-025,01,BUDAPEST,05,006,Budapest VI. kerület,Liszt Ferenc tér 6.,Igen,Nem
01-006-026,01,BUDAPEST,05,006,Budapest VI. kerület,Eötvös utca 10.,Igen,Igen
01-006-027,01,BUDAPEST,05,006,Budapest VI. kerület,Szív utca 19-21.,Nem,Nem
01-006-028,01,BUDAPEST,05,006,Budapest VI. kerület,Szív utca 19-21.,Nem,Nem
01-006-029,01,BUDAPEST,05,006,Budapest VI. kerület,Felsõ erdõsor 20.,Igen,Nem
01-006-030,01,BUDAPEST,05,006,Budapest VI. kerület,Benczúr utca 35/C,Igen,Nem
01-007-001,01,BUDAPEST,05,007,Budapest VII. kerület,Dohány utca 22-24. (Idõsek klubja),Igen,Nem
01-007-002,01,BUDAPEST,05,007,Budapest VII. kerület,Dohány utca 22-24. (Idõsek klubja),Igen,Nem
01-007-003,01,BUDAPEST,05,007,Budapest VII. kerület,Dob utca 23. (Bölcsõde),Nem,Nem
01-007-004,01,BUDAPEST,05,007,Budapest VII. kerület,Kertész utca 30. (Iskola),Igen,Igen
01-007-005,01,BUDAPEST,05,007,Budapest VII. kerület,Erzsébet krt. 6. (Polgármesteri Hivatal),Igen,Nem
01-007-006,01,BUDAPEST,05,007,Budapest VII. kerület,Wesselényi utca 17. (ERÖMðVHÁZ),Nem,Nem
01-007-007,01,BUDAPEST,05,007,Budapest VII. kerület,Wesselényi utca 17. (ERÖMðVHÁZ),Nem,Nem
01-007-008,01,BUDAPEST,05,007,Budapest VII. kerület,Barcsay utca 5. (Madách Gimnázium),Igen,Nem
01-007-009,01,BUDAPEST,05,007,Budapest VII. kerület,Dob utca 85. (Iskola),Nem,Nem
01-007-010,01,BUDAPEST,05,007,Budapest VII. kerület,Dob utca 85. (Iskola),Nem,Nem
01-007-011,01,BUDAPEST,05,007,Budapest VII. kerület,Király utca 97. (Nyugdíjasklub),Nem,Nem
01-007-012,01,BUDAPEST,05,007,Budapest VII. kerület,Wesselényi utca 38. (Szakközépiskola),Nem,Nem
01-007-013,01,BUDAPEST,05,007,Budapest VII. kerület,Rózsa utca 32. (Csicsergõ Óvoda),Nem,Nem
01-007-014,01,BUDAPEST,05,007,Budapest VII. kerület,Rózsa utca 32. (Csicsergõ Óvoda),Nem,Nem
01-007-015,01,BUDAPEST,05,007,Budapest VII. kerület,Király utca 97. (Nyugdíjasklub),Igen,Nem
01-007-016,01,BUDAPEST,05,007,Budapest VII. kerület,Wesselényi utca 38. (Szakközépiskola),Nem,Nem
01-007-017,01,BUDAPEST,05,007,Budapest VII. kerület,Kertész utca 20. (Gyermekjóléti Központ),Nem,Nem
01-007-018,01,BUDAPEST,05,007,Budapest VII. kerület,Barcsay utca 5. (Madách Gimnázium),Igen,Nem
01-007-019,01,BUDAPEST,05,007,Budapest VII. kerület,Rózsa utca 3. (Sportklub),Nem,Nem
01-007-020,01,BUDAPEST,05,007,Budapest VII. kerület,Erzsébet krt. 6. (Polgármesteri Hivatal),Igen,Nem
01-007-021,01,BUDAPEST,05,007,Budapest VII. kerület,Alsó erdõsor 14-16. (Általános Iskola),Nem,Nem
01-007-022,01,BUDAPEST,05,007,Budapest VII. kerület,Rózsák tere 6-7. (Brunszvik Óvoda),Nem,Nem
01-007-023,01,BUDAPEST,05,007,Budapest VII. kerület,Alsó erdõsor 14-16 (Általános Iskola),Nem,Nem
01-007-024,01,BUDAPEST,05,007,Budapest VII. kerület,Nefelejcs utca 62. (Nefelejcs Óvoda),Nem,Nem
01-007-025,01,BUDAPEST,05,007,Budapest VII. kerület,Peterdy utca 16. (Nyugdíjasház),Igen,Nem
01-007-026,01,BUDAPEST,05,007,Budapest VII. kerület,Nefelejcs utca 62. (Nefelejcs Óvoda),Nem,Nem
01-007-027,01,BUDAPEST,05,007,Budapest VII. kerület,Városligeti fasor 39-41.  (Magonc Óvoda),Nem,Nem
01-007-028,01,BUDAPEST,05,007,Budapest VII. kerület,Bethlen Gábor tér 2. (Iskola),Igen,Nem
01-007-029,01,BUDAPEST,05,007,Budapest VII. kerület,Bethlen Gábor tér 2. (Iskola),Igen,Nem
01-007-030,01,BUDAPEST,05,007,Budapest VII. kerület,Hernád utca 42-46. (Baross Általános Iskola),Igen,Nem
01-007-031,01,BUDAPEST,05,007,Budapest VII. kerület,Hernád utca 42-46. (Baross Általános Iskola),Igen,Nem
01-007-032,01,BUDAPEST,05,007,Budapest VII. kerület,Hernád utca 42-46. (Baross Általános Iskola),Igen,Nem
01-007-033,01,BUDAPEST,05,007,Budapest VII. kerület,Hernád utca 42-46. (Baross Általános Iskola),Igen,Nem
01-007-034,01,BUDAPEST,05,007,Budapest VII. kerület,Murányi utca 27. (Kópévár Óvoda),Nem,Nem
01-007-035,01,BUDAPEST,05,007,Budapest VII. kerület,Murányi utca 27. (Kópévár Óvoda),Nem,Nem
01-007-036,01,BUDAPEST,05,007,Budapest VII. kerület,Garay utca 5. (Polgármesteri Hivatal),Igen,Nem
01-007-037,01,BUDAPEST,05,007,Budapest VII. kerület,Garay utca 5. (Polgármesteri Hivatal),Igen,Nem
01-007-038,01,BUDAPEST,05,007,Budapest VII. kerület,Százház utca 10-18. (Közterületfelügyelet),Nem,Nem
01-008-001,01,BUDAPEST,01,008,Budapest VIII. kerület,Horánszky u. 13. (H13 Diák és Vállfejl. Közp.),Igen,Nem
01-008-002,01,BUDAPEST,01,008,Budapest VIII. kerület,Horánszky u. 13. (H13 Diák és Vállfejl. Közp.),Igen,Nem
01-008-003,01,BUDAPEST,01,008,Budapest VIII. kerület,Horánszky u. 13. (H13 Diák és Vállfejl. Közp.),Igen,Nem
01-008-004,01,BUDAPEST,01,008,Budapest VIII. kerület,Horánszky u. 13. (H13 Diák és Vállfejl. Közp.),Igen,Nem
01-008-005,01,BUDAPEST,01,008,Budapest VIII. kerület,Üllõi út 30. (Egyszülõs Központ),Igen,Nem
01-008-006,01,BUDAPEST,01,008,Budapest VIII. kerület,Üllõi út 30. (Egyszülõs Központ),Igen,Nem
01-008-007,01,BUDAPEST,06,008,Budapest VIII. kerület,Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.),Igen,Nem
01-008-008,01,BUDAPEST,06,008,Budapest VIII. kerület,Rigó u. 16. (Fazekas M. Ált. Isk Sportlétesítmény),Igen,Igen
01-008-009,01,BUDAPEST,01,008,Budapest VIII. kerület,Somogyi B. u. 9-11. (Molnár Ferenc Ált. Isk.),Igen,Nem
01-008-010,01,BUDAPEST,01,008,Budapest VIII. kerület,Horánszky u. 13. (H13 Diák és Vállfejl. Közp.),Igen,Nem
01-008-011,01,BUDAPEST,01,008,Budapest VIII. kerület,Somogyi B. u. 9-11 (Molnár Ferenc Ált. Isk.),Igen,Nem
01-008-012,01,BUDAPEST,06,008,Budapest VIII. kerület,Tolnai L. u. 11-15. (JEGYMI Ált. Isk.),Igen,Nem
01-008-013,01,BUDAPEST,06,008,Budapest VIII. kerület,Mátyás tér 15. (Kesztyûgyár),Igen,Nem
01-008-014,01,BUDAPEST,06,008,Budapest VIII. kerület,Német u. 14.  (Németh László Ált. Isk.),Igen,Nem
01-008-015,01,BUDAPEST,06,008,Budapest VIII. kerület,Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.),Igen,Nem
01-008-016,01,BUDAPEST,06,008,Budapest VIII. kerület,Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.),Igen,Nem
01-008-017,01,BUDAPEST,06,008,Budapest VIII. kerület,Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.),Igen,Nem
01-008-018,01,BUDAPEST,06,008,Budapest VIII. kerület,Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.),Igen,Nem
01-008-019,01,BUDAPEST,06,008,Budapest VIII. kerület,Szûz u. 2. (Százszorszép Tagóvoda),Igen,Nem
01-008-020,01,BUDAPEST,06,008,Budapest VIII. kerület,Szûz u. 2. (Százszorszép Tagóvoda),Igen,Nem
01-008-021,01,BUDAPEST,06,008,Budapest VIII. kerület,Mátyás tér 15. (Kesztyûgyár),Igen,Nem
01-008-022,01,BUDAPEST,06,008,Budapest VIII. kerület,Tolnai L. u. 11-15. (JEGYMI Ált. Isk.),Igen,Nem
01-008-023,01,BUDAPEST,06,008,Budapest VIII. kerület,Tolnai L. u. 11-15. (JEGYMI Ált. Isk.),Igen,Nem
01-008-024,01,BUDAPEST,06,008,Budapest VIII. kerület,Tolnai L. u. 11-15. (JEGYMI Ált. Isk.),Igen,Nem
01-008-025,01,BUDAPEST,06,008,Budapest VIII. kerület,Tolnai L. u. 11-15. (JEGYMI Ált. Isk.),Igen,Nem
01-008-026,01,BUDAPEST,06,008,Budapest VIII. kerület,Bezerédj u. 16/A. (Leövey Klára Közg. Szki.),Igen,Nem
01-008-027,01,BUDAPEST,06,008,Budapest VIII. kerület,Mátyás tér 15. (Kesztyûgyár),Igen,Nem
01-008-028,01,BUDAPEST,06,008,Budapest VIII. kerület,Mátyás tér 15. (Kesztyûgyár),Igen,Nem
01-008-029,01,BUDAPEST,06,008,Budapest VIII. kerület,Mátyás tér 4. (Reménysugár Idõsek Klubja),Igen,Nem
01-008-030,01,BUDAPEST,06,008,Budapest VIII. kerület,Dankó u. 31. (Napsugár Tagóvoda),Igen,Nem
01-008-031,01,BUDAPEST,06,008,Budapest VIII. kerület,Mátyás tér 4. (Reménysugár Idõsek Klubja),Igen,Nem
01-008-032,01,BUDAPEST,06,008,Budapest VIII. kerület,Csobánc u. 1. (Bókay J. Szakközépisk.),Igen,Nem
01-008-033,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-034,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-035,01,BUDAPEST,06,008,Budapest VIII. kerület,Tömõ u. 38/A. (Csodasziget Tagóvoda),Igen,Nem
01-008-036,01,BUDAPEST,06,008,Budapest VIII. kerület,Tömõ u. 38/A. (Csodasziget Tagóvoda),Igen,Nem
01-008-037,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-038,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-039,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-040,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-041,01,BUDAPEST,06,008,Budapest VIII. kerület,Losonci tér 1. (Losonci Téri Ált. Isk.),Igen,Nem
01-008-042,01,BUDAPEST,06,008,Budapest VIII. kerület,Dugonics u. 17-21. (Kövessi E. Szki.),Igen,Nem
01-008-043,01,BUDAPEST,06,008,Budapest VIII. kerület,Csobánc u. 1. (Bókay J. Szakközépisk.),Igen,Nem
01-008-044,01,BUDAPEST,06,008,Budapest VIII. kerület,Dankó u. 31. (Napsugár Tagóvoda),Igen,Nem
01-008-045,01,BUDAPEST,06,008,Budapest VIII. kerület,II. János Pál pápa tér 17. (Ciklámen Klub),Igen,Nem
01-008-046,01,BUDAPEST,06,008,Budapest VIII. kerület,II. János Pál pápa tér 17. (Ciklámen Klub),Igen,Nem
01-008-047,01,BUDAPEST,06,008,Budapest VIII. kerület,Bezerédj u. 16/A. (Leövey Klára Közg. Szki.),Igen,Nem
01-008-048,01,BUDAPEST,06,008,Budapest VIII. kerület,Csobánc u. 1. (Bókay J. Szakközépisk.),Igen,Nem
01-008-049,01,BUDAPEST,06,008,Budapest VIII. kerület,Csobánc u. 1. (Bókay J. Szakközépisk.),Igen,Nem
01-008-050,01,BUDAPEST,06,008,Budapest VIII. kerület,Dugonics u. 17-21. (Kövessi E. Szki.),Igen,Nem
01-008-051,01,BUDAPEST,06,008,Budapest VIII. kerület,Vajda P. u. 25-31. (Vajda Péter Ált. Isk.),Igen,Nem
01-008-052,01,BUDAPEST,06,008,Budapest VIII. kerület,Vajda P. u. 25-31. (Vajda Péter Ált. Isk.),Igen,Nem
01-008-053,01,BUDAPEST,06,008,Budapest VIII. kerület,Elnök u. 3. (Mándy I. Szki. és Speciális Szkisk.),Igen,Nem
01-008-054,01,BUDAPEST,06,008,Budapest VIII. kerület,Vajda P. u. 25-31. (Vajda Péter Ált. Isk.),Igen,Nem
01-008-055,01,BUDAPEST,06,008,Budapest VIII. kerület,Vajda P. u. 37. (Katica Bölcsõde),Igen,Nem
01-008-056,01,BUDAPEST,06,008,Budapest VIII. kerület,Százados út 14. (Pitypang Tagóvoda),Igen,Nem
01-008-057,01,BUDAPEST,06,008,Budapest VIII. kerület,Százados út 14. (Pitypang Tagóvoda),Igen,Nem
01-008-058,01,BUDAPEST,06,008,Budapest VIII. kerület,Százados út 14. (Pitypang Tagóvoda),Igen,Nem
01-008-059,01,BUDAPEST,06,008,Budapest VIII. kerület,Százados út 14. (Pitypang Tagóvoda),Igen,Nem
01-008-060,01,BUDAPEST,06,008,Budapest VIII. kerület,Kálvária tér 12. (Szabó E VIII/2 könyvtár),Igen,Nem
01-009-001,01,BUDAPEST,01,009,Budapest IX. kerület,Csarnok tér 3-4. (FEV IX Zrt.),Nem,Nem
01-009-002,01,BUDAPEST,01,009,Budapest IX. kerület,Lónyay u. 4-8. (Ált. Isk. és Gimn.),Nem,Nem
01-009-003,01,BUDAPEST,01,009,Budapest IX. kerület,Ráday u. 26. (Vagyonkez. Iroda),Igen,Nem
01-009-004,01,BUDAPEST,01,009,Budapest IX. kerület,Ráday u. 26. (Vagyonkez. Iroda),Nem,Nem
01-009-005,01,BUDAPEST,01,009,Budapest IX. kerület,Lónyay u. 4-8. (Ált. Isk. és Gimn.),Nem,Nem
01-009-006,01,BUDAPEST,01,009,Budapest IX. kerület,Bakáts tér 1. (Házasságkötõ terem),Nem,Nem
01-009-007,01,BUDAPEST,01,009,Budapest IX. kerület,Bakáts tér 1. (Házasságkötõ terem),Nem,Nem
01-009-008,01,BUDAPEST,01,009,Budapest IX. kerület,Liliom u. 48. (Urb. Társaság),Nem,Nem
01-009-009,01,BUDAPEST,01,009,Budapest IX. kerület,Bakáts tér 12. (Ált. Isk.),Igen,Igen
01-009-010,01,BUDAPEST,01,009,Budapest IX. kerület,Bakáts tér 3. (bejárat a Ráday utcából),Igen,Nem
01-009-011,01,BUDAPEST,01,009,Budapest IX. kerület,Liliom u. 48. (Urb. Társaság),Nem,Nem
01-009-012,01,BUDAPEST,01,009,Budapest IX. kerület,Liliom u. 15. (Óvoda),Igen,Nem
01-009-013,01,BUDAPEST,01,009,Budapest IX. kerület,Liliom u. 15. (Óvoda),Igen,Nem
01-009-014,01,BUDAPEST,01,009,Budapest IX. kerület,Ferenc tér 1. (Orvosi Rendelõ),Igen,Nem
01-009-015,01,BUDAPEST,01,009,Budapest IX. kerület,Üllõi út 87. (Ferencvárosi Tanoda),Nem,Nem
01-009-016,01,BUDAPEST,01,009,Budapest IX. kerület,Thaly Kálmán u. 38. (Óvoda),Nem,Nem
01-009-017,01,BUDAPEST,01,009,Budapest IX. kerület,Dandár u. 28. (Idõsek Klubja),Igen,Nem
01-009-018,01,BUDAPEST,01,009,Budapest IX. kerület,Thaly Kálmán u. 38. (Óvoda),Nem,Nem
01-009-019,01,BUDAPEST,06,009,Budapest IX. kerület,Vendel u. 1. (Gimnázium),Igen,Nem
