SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_BELYEGZES_NELKULI,URNABAN_LEBELYEGZETT,ELTERES,ERVENYTELEN,ERVENYES
09-063-012,704,358,0,358,0,8,350
09-063-013,690,369,0,369,0,5,364
09-063-014,600,318,0,318,0,0,318
09-063-015,721,320,0,319,-1,15,304
09-063-016,796,364,1,363,-1,8,355
09-064-001,671,437,0,436,-1,11,425
09-065-001,877,562,0,562,0,11,551
09-065-002,967,534,0,532,-2,17,515
09-066-001,789,448,0,448,0,8,440
09-066-002,709,444,0,444,0,8,436
09-066-003,761,403,0,403,0,11,392
09-067-001,879,620,0,618,-2,17,601
09-068-001,982,563,0,563,0,26,537
09-069-001,495,306,0,306,0,8,298
09-069-002,554,331,0,331,0,7,324
09-070-001,1245,743,0,743,0,14,729
09-070-002,1016,579,0,577,-2,12,565
09-070-003,993,566,0,566,0,9,557
09-070-004,965,556,0,556,0,13,543
09-070-005,893,500,0,500,0,15,485
09-071-001,791,396,0,396,0,3,393
09-072-001,676,372,0,372,0,6,366
09-072-002,731,332,0,332,0,13,319
09-072-003,735,372,0,372,0,8,364
09-072-004,704,303,0,303,0,4,299
09-072-005,719,377,0,376,-1,7,369
09-072-006,76,42,0,42,0,1,41
09-073-001,539,324,0,324,0,1,323
09-074-001,254,130,0,130,0,2,128
09-075-001,399,232,0,232,0,3,229
09-076-001,861,599,0,592,-7,17,575
09-077-001,1105,528,0,528,0,13,515
09-078-001,681,272,0,272,0,6,266
09-079-001,1086,600,0,600,0,8,592
09-079-002,845,505,0,506,1,30,476
09-079-003,842,517,0,517,0,11,506
09-079-004,700,459,0,457,-2,6,451
09-079-005,811,572,0,572,0,8,564
09-080-001,917,529,0,529,0,13,516
09-081-001,98,82,0,82,0,4,78
09-082-001,1202,760,2,759,-1,9,750
10-001-001,1036,686,0,686,0,12,674
10-001-002,1022,594,0,593,-1,19,574
10-002-001,693,347,0,347,0,3,344
10-002-002,738,456,0,456,0,8,448
10-002-003,670,392,0,391,-1,4,387
10-003-001,586,396,0,395,-1,8,387
10-004-001,1056,723,0,724,1,17,707
10-004-002,1076,637,0,637,0,4,633
10-005-001,766,382,0,382,0,10,372
10-005-002,596,308,0,307,-1,0,307
10-005-003,593,329,0,328,-1,4,324
10-006-001,738,394,0,394,0,8,386
10-006-002,724,370,0,369,-1,2,367
10-007-001,1023,595,0,595,0,18,577
10-008-001,800,501,0,501,0,12,489
10-009-001,316,248,0,248,0,8,240
10-010-001,524,357,0,357,0,4,353
10-011-001,699,433,0,432,-1,7,425
10-011-002,604,398,0,395,-3,10,385
10-011-003,730,410,0,408,-2,14,394
10-012-001,741,423,0,423,0,9,414
10-012-002,796,385,0,385,0,6,379
10-012-003,645,342,0,342,0,8,334
10-013-001,1043,444,0,443,-1,5,438
10-014-001,574,373,0,372,-1,11,361
10-015-001,824,443,0,443,0,10,433
10-015-002,777,470,0,470,0,8,462
10-015-003,745,432,0,432,0,9,423
10-016-001,787,461,2,459,-2,5,454
10-017-001,226,123,0,123,0,1,122
10-018-001,577,471,0,471,0,8,463
10-019-001,593,316,0,314,-2,4,310
10-019-002,571,289,0,289,0,2,287
10-019-003,596,342,0,342,0,8,334
10-020-001,522,391,0,391,0,11,380
10-021-001,940,666,0,666,0,8,658
10-022-001,710,374,0,375,1,17,358
10-022-002,860,498,0,498,0,7,491
10-023-001,734,478,0,479,1,17,462
10-024-001,914,520,0,520,0,11,509
10-024-002,877,450,0,448,-2,8,440
10-024-003,832,469,0,469,0,4,465
10-025-001,858,532,0,531,-1,2,529
10-025-002,1134,723,0,722,-1,1,721
10-025-003,928,591,0,590,-1,2,588
10-025-004,732,433,0,433,0,2,431
10-025-005,1179,729,0,729,0,3,726
10-025-006,965,617,0,617,0,3,614
10-025-007,938,610,0,609,-1,1,608
10-025-008,1110,672,0,672,0,0,672
10-025-009,1048,657,0,656,-1,2,654
10-025-010,1080,654,2,652,-2,6,646
10-025-011,814,528,1,529,1,15,514
10-025-012,670,418,0,418,0,2,416
10-025-013,831,542,0,542,0,4,538
10-025-014,906,533,0,533,0,2,531
10-025-015,736,452,0,452,0,1,451
10-025-016,827,556,0,556,0,3,553
10-025-017,693,464,0,464,0,1,463
10-025-018,1010,482,0,481,-1,6,475
10-025-019,782,497,0,497,0,0,497
10-025-020,770,477,0,477,0,1,476
10-025-021,1001,619,0,619,0,4,615
10-025-022,621,364,0,364,0,2,362
10-025-023,1081,709,0,708,-1,4,704
10-025-024,864,514,0,514,0,6,508
10-025-025,1092,773,1,772,-1,5,767
10-025-026,1117,695,0,691,-4,5,686
10-025-027,806,508,0,507,-1,2,505
10-025-028,982,629,0,629,0,5,624
10-025-029,1064,687,0,686,-1,0,686
10-025-030,1093,690,0,690,0,2,688
10-025-031,1238,651,0,649,-2,7,642
10-025-032,1028,508,0,508,0,0,508
10-025-033,1106,623,0,621,-2,4,617
10-025-034,1060,601,1,601,0,3,598
10-025-035,1000,474,0,474,0,3,471
10-025-036,1172,724,0,724,0,3,721
10-025-037,1059,574,0,571,-3,4,567
10-025-038,1283,662,0,661,-1,1,660
10-025-039,1059,542,0,542,0,5,537
10-025-040,928,614,0,613,-1,7,606
10-025-041,991,574,0,574,0,7,567
10-025-042,828,489,0,489,0,3,486
10-026-001,1179,652,0,652,0,13,639
10-027-001,461,316,0,316,0,6,310
10-028-001,221,102,0,102,0,2,100
10-028-002,415,191,0,191,0,5,186
10-028-003,395,148,0,148,0,2,146
10-029-001,550,279,0,279,0,7,272
10-030-001,861,590,0,590,0,9,581
10-030-002,735,443,0,443,0,6,437
10-031-001,864,583,0,583,0,7,576
10-032-001,500,336,0,336,0,8,328
10-033-001,772,463,0,463,0,11,452
10-033-002,880,457,0,457,0,12,445
10-033-003,897,451,0,450,-1,22,428
10-034-001,629,431,0,429,-2,26,403
10-035-001,254,205,0,205,0,1,204
10-036-001,808,423,0,423,0,5,418
10-037-001,1028,688,0,688,0,7,681
10-037-002,915,515,0,515,0,12,503
10-037-003,857,634,0,634,0,18,616
10-038-001,1015,517,0,517,0,8,509
10-038-002,939,496,0,496,0,5,491
10-038-003,930,565,1,564,-1,5,559
10-038-004,993,473,0,472,-1,12,460
10-038-005,922,424,0,424,0,5,419
10-038-006,1042,453,0,451,-2,11,440
10-039-001,639,434,0,434,0,1,433
10-039-002,989,719,0,719,0,11,708
10-039-003,660,410,0,409,-1,1,408
10-039-004,825,572,0,572,0,4,568
10-039-005,987,524,0,523,-1,14,509
10-039-006,750,394,0,394,0,8,386
10-039-007,839,577,0,576,-1,2,574
10-039-008,638,405,0,405,0,1,404
10-039-009,960,677,0,677,0,3,674
10-039-010,725,491,0,491,0,3,488
10-039-011,996,642,0,641,-1,3,638
10-039-012,655,427,0,427,0,3,424
10-039-013,694,445,0,444,-1,2,442
10-039-014,628,423,0,423,0,4,419
10-039-015,635,398,2,396,-2,2,394
10-039-016,750,430,0,430,0,1,429
10-039-017,694,406,0,406,0,1,405
10-039-018,613,346,0,344,-2,4,340
10-039-019,775,431,0,430,-1,3,427
10-039-020,783,491,0,491,0,3,488
10-039-021,702,387,0,387,0,2,385
10-039-022,768,435,0,435,0,1,434
10-039-023,871,425,0,423,-2,5,418
10-039-024,519,340,0,338,-2,2,336
10-039-025,715,355,0,352,-3,3,349
10-039-026,585,336,0,335,-1,4,331
10-039-027,805,448,0,448,0,3,445
10-039-028,742,379,0,378,-1,3,375
10-039-029,680,380,0,378,-2,4,374
10-039-030,433,232,0,232,0,11,221
10-040-001,1102,785,0,785,0,7,778
10-040-002,1021,777,0,777,0,10,767
10-041-001,1071,619,0,619,0,14,605
10-042-001,911,423,0,423,0,6,417
10-042-002,1017,590,0,588,-2,7,581
10-043-001,713,441,0,441,0,6,435
10-043-002,813,566,0,566,0,6,560
10-043-003,858,548,0,547,-1,3,544
10-044-001,863,531,0,531,0,3,528
10-044-002,995,548,1,547,-1,7,540
10-045-001,310,205,0,205,0,6,199
10-045-002,623,479,0,478,-1,13,465
10-046-001,744,458,0,458,0,4,454
10-046-002,1066,683,0,685,2,29,656
10-046-003,1171,604,0,604,0,6,598
10-046-004,959,555,0,555,0,6,549
10-046-005,826,453,0,455,2,32,423
10-046-006,830,488,0,487,-1,4,483
10-046-007,984,521,0,521,0,3,518
10-046-008,945,527,0,527,0,2,525
10-046-009,838,496,0,497,1,12,485
10-046-010,795,469,0,469,0,1,468
10-046-011,1121,665,0,665,0,5,660
10-046-012,1232,773,1,772,-1,2,770
10-046-013,634,410,0,410,0,3,407
10-046-014,1078,622,0,624,2,28,596
10-046-015,1227,638,1,636,-2,7,629
10-046-016,610,383,0,383,0,5,378
10-046-017,1018,540,0,540,0,4,536
10-047-001,767,564,0,564,0,3,561
10-047-002,740,499,0,499,0,14,485
10-048-001,1019,606,0,604,-2,3,601
10-048-002,942,582,0,582,0,2,580
10-048-003,1061,611,0,611,0,5,606
10-048-004,200,105,0,105,0,3,102
10-048-005,1040,584,0,584,0,5,579
10-048-006,958,475,0,475,0,3,472
10-048-007,1029,571,1,570,-1,6,564
10-048-008,1011,606,0,605,-1,4,601
10-048-009,621,307,0,306,-1,7,299
10-049-001,456,283,0,283,0,7,276
10-050-001,535,344,0,342,-2,8,334
10-051-001,764,441,0,443,2,32,411
10-051-002,746,435,0,433,-2,15,418
10-051-003,798,450,0,451,1,18,433
10-051-004,750,449,0,448,-1,7,441
10-052-001,532,323,0,323,0,7,316
10-052-002,485,277,0,276,-1,4,272
10-052-003,132,89,0,88,-1,0,88
10-053-001,294,251,0,248,-3,2,246
10-054-001,809,542,0,541,-1,13,528
10-054-002,763,439,0,439,0,17,422
10-054-003,752,518,0,518,0,10,508
10-055-001,751,388,0,388,0,11,377
10-055-002,828,376,0,372,-4,9,363
10-055-003,713,361,0,361,0,15,346
10-055-004,425,253,0,253,0,5,248
10-056-001,635,323,0,322,-1,3,319
10-056-002,478,288,0,288,0,7,281
10-057-001,847,379,0,379,0,4,375
10-057-002,793,286,0,286,0,2,284
10-058-001,116,84,0,84,0,1,83
10-059-001,804,489,0,489,0,11,478
10-059-002,577,328,0,328,0,7,321
10-059-003,748,420,0,421,1,26,395
10-060-001,813,479,0,480,1,26,454
10-061-001,693,273,0,273,0,6,267
10-061-002,791,427,0,427,0,7,420
10-062-001,695,432,0,432,0,15,417
10-062-002,688,475,0,474,-1,14,460
10-063-001,640,358,0,358,0,6,352
10-063-002,805,446,0,446,0,6,440
10-063-003,864,481,0,481,0,9,472
10-063-004,741,417,0,417,0,9,408
10-063-005,724,438,0,438,0,2,436
10-063-006,608,391,0,391,0,6,385
10-064-001,602,440,0,440,0,8,432
10-065-001,660,398,0,398,0,3,395
10-065-002,667,393,0,393,0,8,385
10-065-003,674,353,0,353,0,2,351
10-066-001,687,454,0,454,0,3,451
10-066-002,778,550,0,549,-1,9,540
10-067-001,612,473,0,473,0,8,465
10-068-001,730,502,0,502,0,7,495
10-068-002,740,482,0,482,0,6,476
10-069-001,417,325,0,324,-1,8,316
10-070-001,873,530,0,530,0,12,518
10-071-001,1175,582,0,576,-6,20,556
10-072-001,562,355,0,355,0,9,346
10-073-001,294,190,0,190,0,3,187
10-074-001,1292,803,0,803,0,27,776
10-075-001,460,328,0,328,0,3,325
10-076-001,971,508,0,508,0,4,504
10-076-002,948,486,0,486,0,5,481
10-076-003,741,404,0,404,0,2,402
10-077-001,725,527,0,527,0,6,521
10-078-001,556,342,0,341,-1,5,336
10-079-001,740,469,0,469,0,12,457
10-080-001,748,454,0,454,0,8,446
10-080-002,774,488,0,487,-1,4,483
10-081-001,494,273,0,272,-1,4,268
10-081-002,641,390,0,390,0,3,387
10-082-001,734,373,0,373,0,6,367
10-082-002,740,412,0,410,-2,3,407
10-082-003,862,521,0,521,0,4,517
10-083-001,573,399,0,399,0,7,392
10-083-002,542,321,0,321,0,12,309
10-083-003,294,203,0,203,0,2,201
10-083-004,154,118,0,118,0,4,114
10-084-001,358,285,0,285,0,4,281
10-085-001,1057,686,0,685,-1,16,669
10-085-002,1012,557,0,557,0,17,540
10-086-001,1039,654,0,652,-2,23,629
10-087-001,594,388,0,387,-1,6,381
10-087-002,554,372,0,372,0,6,366
10-087-003,547,371,0,371,0,10,361
10-088-001,682,473,0,470,-3,9,461
10-088-002,760,519,0,515,-4,21,494
10-088-003,713,414,0,414,0,12,402
10-089-001,741,433,0,433,0,2,431
10-089-002,765,349,0,348,-1,7,341
10-089-003,636,403,0,402,-1,7,395
10-090-001,819,479,0,478,-1,7,471
10-090-002,772,463,1,461,-2,10,451
10-091-001,838,573,0,574,1,24,550
10-092-001,654,434,0,434,0,12,422
10-092-002,581,397,0,397,0,5,392
10-092-003,187,120,0,120,0,1,119
10-093-001,178,101,0,101,0,1,100
10-093-002,305,206,0,206,0,3,203
10-094-001,373,272,0,271,-1,13,258
10-095-001,838,472,0,472,0,6,466
10-095-002,821,505,0,505,0,10,495
10-096-001,560,342,0,342,0,3,339
10-096-002,689,412,0,412,0,8,404
10-097-001,185,131,0,131,0,3,128
10-097-002,97,64,0,64,0,5,59
10-098-001,717,458,1,458,0,2,456
10-098-002,530,371,1,371,0,5,366
10-099-001,462,333,0,331,-2,15,316
10-100-001,542,379,0,379,0,16,363
10-100-002,645,426,0,424,-2,11,413
10-101-001,657,474,0,474,0,4,470
10-101-002,646,419,0,418,-1,4,414
10-102-001,1242,908,0,906,-2,25,881
10-103-001,198,134,0,134,0,3,131
10-104-001,586,339,0,338,-1,7,331
10-105-001,848,621,0,620,-1,20,600
10-106-001,951,596,0,595,-1,8,587
10-107-001,136,111,0,111,0,3,108
10-108-001,865,449,0,449,0,6,443
10-108-002,858,479,0,479,0,8,471
10-109-001,449,267,0,265,-2,1,264
10-110-001,176,122,0,122,0,5,117
10-111-001,795,495,0,495,0,7,488
10-111-002,814,526,0,526,0,15,511
10-112-001,388,287,0,287,0,6,281
10-113-001,618,334,0,334,0,1,333
10-113-002,818,353,0,352,-1,2,350
10-113-003,648,370,0,370,0,4,366
10-113-004,850,472,2,470,-2,5,465
10-114-001,483,318,0,318,0,5,313
10-115-001,996,589,1,589,0,9,580
10-116-001,876,425,0,424,-1,4,420
10-117-001,874,457,0,457,0,10,447
10-117-002,614,305,0,305,0,6,299
10-118-001,367,231,0,230,-1,4,226
10-119-001,321,237,0,237,0,5,232
10-120-001,519,400,0,400,0,4,396
10-121-001,796,440,0,439,-1,7,432
11-001-001,643,285,0,285,0,8,277
11-001-002,604,256,0,256,0,6,250
11-001-003,675,264,0,264,0,7,257
11-001-004,702,254,0,254,0,4,250
11-001-005,606,325,0,324,-1,13,311
11-002-001,633,400,0,400,0,7,393
11-002-002,957,535,0,533,-2,12,521
11-003-001,1097,711,0,710,-1,13,697
11-004-001,1020,575,0,575,0,13,562
11-004-002,819,509,0,509,0,8,501
11-004-003,818,478,0,478,0,9,469
11-005-001,968,507,0,506,-1,13,493
11-005-002,986,452,0,451,-1,11,440
11-005-003,823,414,0,414,0,13,401
11-005-004,190,48,0,48,0,2,46
11-006-001,250,195,0,195,0,0,195
11-007-001,1070,786,0,786,0,12,774
11-007-002,652,394,0,394,0,14,380
11-007-003,293,170,0,170,0,6,164
11-008-001,550,339,0,341,2,25,316
11-008-002,733,469,0,469,0,16,453
11-009-001,1107,564,0,564,0,11,553
11-009-002,1078,443,0,441,-2,12,429
11-009-003,1080,487,0,486,-1,15,471
11-009-004,1089,428,0,428,0,11,417
11-009-005,752,313,0,313,0,6,307
11-010-001,133,59,0,59,0,0,59
11-011-001,930,622,0,622,0,16,606
11-011-002,1049,631,0,628,-3,28,600
11-012-001,686,367,0,367,0,7,360
11-012-002,669,364,0,363,-1,5,358
11-012-003,730,453,0,453,0,14,439
11-012-004,668,411,0,411,0,12,399
11-013-001,921,588,0,587,-1,9,578
11-013-002,886,465,0,465,0,15,450
11-013-003,922,533,0,533,0,9,524
11-013-004,960,544,0,541,-3,4,537
11-013-005,807,521,0,521,0,4,517
11-013-006,968,530,0,529,-1,12,517
11-013-007,977,572,0,572,0,10,562
11-014-001,578,306,0,306,0,12,294
11-015-001,1027,526,0,526,0,12,514
11-015-002,1205,580,0,580,0,12,568
11-015-003,1316,638,0,633,-5,17,616
11-015-004,1153,575,0,574,-1,7,567
11-015-005,1300,568,0,567,-1,14,553
11-016-001,886,506,0,505,-1,8,497
11-016-002,964,652,0,651,-1,4,647
11-016-003,1074,697,0,697,0,17,680
11-016-004,1208,799,0,797,-2,9,788
11-016-005,935,630,0,632,2,28,604
11-016-006,932,555,0,555,0,11,544
11-016-007,1042,687,0,687,0,6,681
11-016-008,1018,673,1,672,-1,6,666
11-016-009,972,619,0,621,2,28,593
11-016-010,932,592,0,592,0,7,585
11-016-011,1026,636,0,636,0,10,626
11-016-012,1070,685,0,686,1,21,665
11-016-013,1083,683,0,683,0,14,669
11-016-014,960,611,0,611,0,7,604
11-016-015,1281,833,0,832,-1,8,824
11-016-016,927,553,0,553,0,11,542
11-016-017,916,615,0,615,0,16,599
11-016-018,914,578,0,577,-1,10,567
11-016-019,743,370,0,369,-1,7,362
11-016-020,699,330,0,330,0,7,323
11-016-021,728,260,0,260,0,10,250
11-017-001,719,439,0,438,-1,2,436
11-017-002,696,418,0,418,0,8,410
11-018-001,562,352,0,351,-1,9,342
11-018-002,587,346,0,346,0,13,333
11-018-003,586,380,0,379,-1,10,369
11-019-001,747,512,0,511,-1,26,485
11-019-002,660,446,0,447,1,38,409
11-020-001,901,408,0,408,0,13,395
11-020-002,972,430,0,430,0,11,419
11-020-003,948,410,0,410,0,7,403
11-020-004,928,429,0,429,0,10,419
11-020-005,893,523,0,521,-2,9,512
11-021-001,298,220,0,220,0,3,217
11-022-001,752,378,0,377,-1,8,369
11-022-002,822,400,1,399,-1,6,393
11-022-003,723,387,0,387,0,9,378
11-023-001,792,415,0,415,0,10,405
11-023-002,785,403,0,403,0,7,396
11-023-003,803,292,0,292,0,9,283
11-023-004,707,334,0,334,0,16,318
11-023-005,802,501,0,500,-1,16,484
11-024-001,683,305,0,304,-1,6,298
11-024-002,773,300,0,300,0,9,291
11-024-003,627,315,0,315,0,10,305
11-024-004,607,308,0,308,0,7,301
11-024-005,667,300,0,299,-1,12,287
11-024-006,689,336,0,335,-1,10,325
11-025-001,971,587,0,587,0,7,580
11-025-002,1076,606,0,604,-2,14,590
11-026-001,591,322,0,322,0,3,319
11-026-002,590,331,0,331,0,18,313
11-027-001,889,506,0,500,-6,6,494
11-027-002,723,367,0,365,-2,2,363
11-027-003,939,516,3,509,-7,3,506
11-027-004,933,500,0,500,0,3,497
11-027-005,842,483,0,483,0,2,481
11-027-006,975,377,0,377,0,7,370
11-027-007,849,493,0,493,0,7,486
11-027-008,832,436,0,436,0,5,431
11-027-009,916,572,0,572,0,9,563
11-027-010,1015,551,0,551,0,13,538
11-027-011,1006,515,0,515,0,9,506
11-027-012,1031,445,0,445,0,5,440
11-027-013,1038,484,0,483,-1,2,481
11-027-014,947,429,0,429,0,3,426
11-027-015,1011,412,0,412,0,7,405
11-027-016,1008,525,0,525,0,3,522
11-028-001,786,410,0,411,1,17,394
11-028-002,746,345,0,345,0,8,337
11-028-003,720,302,0,302,0,14,288
11-028-004,759,279,0,279,0,7,272
11-028-005,372,197,0,196,-1,5,191
11-029-001,683,362,0,362,0,14,348
11-029-002,588,319,0,318,-1,3,315
11-029-003,644,289,0,289,0,8,281
11-029-004,620,332,0,332,0,3,329
11-029-005,216,128,0,128,0,2,126
11-030-001,508,393,0,391,-2,11,380
11-031-001,1053,549,0,547,-2,12,535
11-031-002,1042,503,0,503,0,15,488
11-031-003,1192,548,0,542,-6,4,538
11-031-004,991,420,0,419,-1,7,412
11-031-005,1060,524,0,524,0,10,514
11-031-006,977,519,0,519,0,9,510
11-031-007,1018,561,0,561,0,15,546
11-031-008,1075,485,0,484,-1,5,479
11-032-001,605,384,0,384,0,10,374
11-032-002,578,320,0,319,-1,11,308
11-033-001,468,258,1,257,-1,1,256
11-034-001,832,466,0,466,0,8,458
11-034-002,657,367,0,367,0,17,350
11-034-003,674,373,0,373,0,4,369
11-034-004,959,595,0,595,0,6,589
11-034-005,858,424,0,420,-4,4,416
11-034-006,840,438,0,438,0,1,437
11-034-007,981,548,0,548,0,7,541
11-035-001,514,286,0,285,-1,9,276
11-035-002,541,328,0,328,0,11,317
11-035-003,553,329,0,328,-1,6,322
11-035-004,574,314,0,314,0,7,307
11-035-005,545,345,0,345,0,10,335
11-035-006,553,282,0,282,0,10,272
11-035-007,575,322,0,322,0,17,305
11-036-001,533,306,0,306,0,7,299
11-036-002,682,358,0,358,0,8,350
11-036-003,638,345,0,345,0,8,337
11-036-004,619,351,0,351,0,9,342
11-036-005,635,339,0,339,0,4,335
11-036-006,736,465,0,465,0,7,458
11-036-007,763,412,0,412,0,6,406
11-036-008,917,511,0,511,0,8,503
11-036-009,233,131,0,131,0,2,129
11-036-010,533,280,0,280,0,9,271
11-037-001,644,367,0,367,0,10,357
11-037-002,946,565,0,565,0,22,543
11-037-003,881,524,0,523,-1,7,516
11-037-004,809,504,0,504,0,11,493
11-037-005,705,415,0,415,0,14,401
11-037-006,966,631,0,631,0,11,620
11-038-001,580,404,0,403,-1,5,398
11-039-001,259,182,0,182,0,2,180
11-040-001,737,404,0,403,-1,8,395
11-040-002,836,426,0,426,0,2,424
11-040-003,839,508,0,509,1,20,489
11-040-004,880,494,0,494,0,8,486
11-040-005,882,472,0,472,0,9,463
11-040-006,846,392,0,391,-1,11,380
11-040-007,792,453,0,452,-1,5,447
11-040-008,775,466,0,466,0,7,459
11-040-009,803,452,0,451,-1,4,447
11-040-010,792,364,0,364,0,9,355
11-040-011,865,486,0,485,-1,9,476
11-040-012,772,399,0,399,0,3,396
11-040-013,765,411,0,409,-2,5,404
11-040-014,766,436,2,436,0,7,429
11-040-015,789,472,0,472,0,10,462
11-040-016,766,481,0,481,0,2,479
11-041-001,832,510,0,509,-1,5,504
11-042-001,624,352,0,351,-1,10,341
11-042-002,672,431,0,430,-1,14,416
11-043-001,550,336,0,333,-3,13,320
11-044-001,592,327,0,327,0,3,324
11-044-002,581,313,0,313,0,6,307
11-044-003,635,362,0,362,0,8,354
11-044-004,598,337,0,336,-1,6,330
11-045-001,394,240,0,240,0,12,228
11-045-002,399,287,0,287,0,5,282
11-046-001,1277,671,1,671,0,17,654
11-047-001,940,438,0,438,0,6,432
11-047-002,857,412,0,412,0,9,403
11-047-003,827,423,0,423,0,5,418
11-047-004,843,459,0,458,-1,7,451
11-047-005,866,388,0,387,-1,11,376
11-048-001,799,357,0,356,-1,11,345
11-048-002,742,363,0,362,-1,8,354
11-049-001,797,488,0,488,0,4,484
11-049-002,622,369,0,369,0,4,365
11-049-003,735,407,0,407,0,4,403
11-049-004,957,530,0,529,-1,9,520
11-050-001,775,521,0,520,-1,4,516
11-051-001,627,413,0,413,0,8,405
11-051-002,198,108,0,108,0,6,102
11-052-001,762,455,0,455,0,1,454
11-052-002,757,517,0,516,-1,1,515
11-052-003,1019,674,0,676,2,26,650
11-052-004,755,498,0,498,0,2,496
11-052-005,776,509,0,509,0,0,509
11-052-006,925,537,0,537,0,1,536
11-052-007,764,446,0,446,0,2,444
11-052-008,647,378,1,378,0,1,377
11-052-009,668,372,0,372,0,6,366
11-052-010,652,401,0,401,0,3,398
11-052-011,604,406,0,406,0,2,404
11-052-012,895,623,0,623,0,4,619
11-052-013,718,404,2,402,-2,4,398
11-052-014,638,388,0,388,0,1,387
11-052-015,923,508,0,507,-1,1,506
11-052-016,921,530,0,530,0,2,528
11-052-017,656,398,0,398,0,3,395
11-052-018,555,350,0,348,-2,0,348
11-052-019,746,461,0,461,0,3,458
11-052-020,739,316,0,316,0,1,315
11-052-021,693,385,0,385,0,3,382
11-052-022,533,309,0,308,-1,4,304
11-052-023,625,410,0,410,0,2,408
11-052-024,679,419,0,419,0,3,416
11-052-025,671,422,0,422,0,1,421
11-052-026,714,438,0,438,0,2,436
11-052-027,615,382,0,382,0,2,380
11-052-028,696,433,0,433,0,2,431
11-052-029,579,319,0,318,-1,2,316
11-052-030,956,510,2,510,0,13,497
11-052-031,656,431,0,431,0,2,429
11-052-032,539,260,0,260,0,2,258
11-052-033,773,421,0,421,0,5,416
11-052-034,671,344,0,344,0,2,342
11-052-035,683,341,0,341,0,2,339
11-052-036,721,375,0,376,1,11,365
11-052-037,688,371,0,370,-1,19,351
11-052-038,762,368,0,368,0,4,364
11-052-039,671,376,0,376,0,2,374
11-052-040,739,405,0,405,0,0,405
11-052-041,810,393,0,393,0,1,392
11-052-042,669,317,0,317,0,1,316
11-052-043,794,389,0,389,0,1,388
11-052-044,1115,769,0,768,-1,4,764
11-052-045,714,439,0,439,0,4,435
11-052-046,789,441,0,441,0,4,437
11-052-047,784,449,0,449,0,5,444
11-052-048,759,320,0,320,0,6,314
11-052-049,675,276,0,276,0,3,273
11-052-050,786,393,0,391,-2,6,385
11-052-051,1125,465,0,464,-1,6,458
11-052-052,663,270,0,270,0,1,269
11-052-053,717,335,0,334,-1,1,333
11-052-054,926,527,0,527,0,3,524
11-052-055,757,427,0,429,2,25,404
11-052-056,962,648,0,648,0,2,646
11-052-057,789,410,0,410,0,7,403
11-052-058,755,471,0,471,0,2,469
11-052-059,921,604,0,604,0,3,601
11-052-060,936,593,0,593,0,5,588
11-052-061,676,445,0,445,0,0,445
11-052-062,828,529,0,529,0,0,529
11-052-063,963,635,0,636,1,15,621
11-052-064,930,614,0,611,-3,4,607
11-052-065,804,515,0,515,0,5,510
11-052-066,804,493,0,493,0,5,488
11-052-067,862,535,0,535,0,4,531
11-052-068,822,510,0,510,0,4,506
11-052-069,920,554,0,554,0,11,543
11-052-070,926,547,0,547,0,2,545
11-053-001,609,504,0,502,-2,4,498
11-053-002,713,584,0,584,0,4,580
11-054-001,1010,746,0,746,0,11,735
11-054-002,920,722,0,718,-4,5,713
11-055-001,858,479,0,479,0,20,459
11-056-001,994,453,0,453,0,9,444
11-056-002,1072,417,0,416,-1,7,409
11-056-003,1053,624,0,623,-1,11,612
11-056-004,1015,504,0,501,-3,7,494
11-056-005,1120,477,0,477,0,11,466
11-056-006,1085,459,0,459,0,11,448
11-056-007,997,486,0,486,0,14,472
11-056-008,1036,391,0,391,0,6,385
11-057-001,565,326,0,325,-1,8,317
11-057-002,1062,531,1,530,-1,7,523
11-057-003,1175,598,0,598,0,19,579
11-057-004,1111,506,0,506,0,14,492
11-057-005,1127,580,0,579,-1,10,569
11-057-006,1110,668,0,668,0,8,660
11-057-007,979,514,0,514,0,7,507
11-057-008,1062,489,0,488,-1,9,479
11-057-009,107,42,0,42,0,3,39
11-057-010,421,223,0,223,0,2,221
11-058-001,780,493,0,492,-1,31,461
11-059-001,543,313,0,312,-1,7,305
11-060-001,306,222,0,222,0,10,212
11-061-001,822,501,0,501,0,14,487
11-061-002,408,249,0,249,0,4,245
11-062-001,892,539,0,539,0,15,524
11-062-002,145,62,0,62,0,1,61
11-063-001,1036,616,1,617,1,28,589
11-064-001,758,448,1,447,-1,14,433
