SZAVAZOKOR,MEGYE,TELEPULES,OEVK14,OEVK26,OEVK
04-005-002,BÉKÉS,Békéssámson,04,04,04
04-005-003,BÉKÉS,Békéssámson,04,04,04
04-006-001,BÉKÉS,Békésszentandrás,02,02,02
04-006-002,BÉKÉS,Békésszentandrás,02,02,02
04-006-003,BÉKÉS,Békésszentandrás,02,02,02
04-006-004,BÉKÉS,Békésszentandrás,02,02,02
04-006-005,BÉKÉS,Békésszentandrás,02,02,02
04-006-006,BÉKÉS,Békésszentandrás,02,02,02
04-006-007,BÉKÉS,Békésszentandrás,02,02,02
04-007-001,BÉKÉS,Bélmegyer,03,03,03
04-008-001,BÉKÉS,Biharugra,03,03,03
04-009-001,BÉKÉS,Bucsa,02,02,02
04-009-002,BÉKÉS,Bucsa,02,02,02
04-010-001,BÉKÉS,Csabacsûd,02,02,02
04-010-002,BÉKÉS,Csabacsûd,02,02,02
04-010-003,BÉKÉS,Csabacsûd,02,02,02
04-011-001,BÉKÉS,Csabaszabadi,01,01,01
04-012-001,BÉKÉS,Csanádapáca,04,04,04
04-012-002,BÉKÉS,Csanádapáca,04,04,04
04-013-001,BÉKÉS,Csárdaszállás,02,02,02
04-014-001,BÉKÉS,Csorvás,01,01,01
04-014-002,BÉKÉS,Csorvás,01,01,01
04-014-003,BÉKÉS,Csorvás,01,01,01
04-014-004,BÉKÉS,Csorvás,01,01,01
04-014-005,BÉKÉS,Csorvás,01,01,01
04-015-001,BÉKÉS,Dévaványa,02,02,02
04-015-002,BÉKÉS,Dévaványa,02,02,02
04-015-003,BÉKÉS,Dévaványa,02,02,02
04-015-004,BÉKÉS,Dévaványa,02,02,02
04-015-005,BÉKÉS,Dévaványa,02,02,02
04-015-006,BÉKÉS,Dévaványa,02,02,02
04-015-007,BÉKÉS,Dévaványa,02,02,02
04-015-008,BÉKÉS,Dévaványa,02,02,02
04-016-001,BÉKÉS,Doboz,03,03,03
04-016-002,BÉKÉS,Doboz,03,03,03
04-016-003,BÉKÉS,Doboz,03,03,03
04-016-004,BÉKÉS,Doboz,03,03,03
04-016-005,BÉKÉS,Doboz,03,03,03
04-017-001,BÉKÉS,Dombegyház,04,04,04
04-017-002,BÉKÉS,Dombegyház,04,04,04
04-017-003,BÉKÉS,Dombegyház,04,04,04
04-018-001,BÉKÉS,Dombiratos,04,04,04
04-019-001,BÉKÉS,Ecsegfalva,02,02,02
04-020-001,BÉKÉS,Elek,03,03,03
04-020-002,BÉKÉS,Elek,03,03,03
04-020-003,BÉKÉS,Elek,03,03,03
04-020-004,BÉKÉS,Elek,03,03,03
04-020-005,BÉKÉS,Elek,03,03,03
04-020-006,BÉKÉS,Elek,03,03,03
04-021-001,BÉKÉS,Füzesgyarmat,03,03,03
04-021-002,BÉKÉS,Füzesgyarmat,03,03,03
04-021-003,BÉKÉS,Füzesgyarmat,03,03,03
04-021-004,BÉKÉS,Füzesgyarmat,03,03,03
04-021-005,BÉKÉS,Füzesgyarmat,03,03,03
04-022-001,BÉKÉS,Gádoros,04,04,04
04-022-002,BÉKÉS,Gádoros,04,04,04
04-022-003,BÉKÉS,Gádoros,04,04,04
04-023-001,BÉKÉS,Gerendás,01,01,01
04-023-002,BÉKÉS,Gerendás,01,01,01
04-024-001,BÉKÉS,Geszt,03,03,03
04-025-001,BÉKÉS,Gyomaendrõd,02,02,02
04-025-002,BÉKÉS,Gyomaendrõd,02,02,02
04-025-003,BÉKÉS,Gyomaendrõd,02,02,02
04-025-004,BÉKÉS,Gyomaendrõd,02,02,02
04-025-005,BÉKÉS,Gyomaendrõd,02,02,02
04-025-006,BÉKÉS,Gyomaendrõd,02,02,02
04-025-007,BÉKÉS,Gyomaendrõd,02,02,02
04-025-008,BÉKÉS,Gyomaendrõd,02,02,02
04-025-009,BÉKÉS,Gyomaendrõd,02,02,02
04-025-010,BÉKÉS,Gyomaendrõd,02,02,02
04-025-011,BÉKÉS,Gyomaendrõd,02,02,02
04-025-012,BÉKÉS,Gyomaendrõd,02,02,02
04-025-013,BÉKÉS,Gyomaendrõd,02,02,02
04-026-001,BÉKÉS,Gyula,03,03,03
04-026-002,BÉKÉS,Gyula,03,03,03
04-026-003,BÉKÉS,Gyula,03,03,03
04-026-004,BÉKÉS,Gyula,03,03,03
04-026-005,BÉKÉS,Gyula,03,03,03
04-026-006,BÉKÉS,Gyula,03,03,03
04-026-007,BÉKÉS,Gyula,03,03,03
04-026-008,BÉKÉS,Gyula,03,03,03
04-026-009,BÉKÉS,Gyula,03,03,03
04-026-010,BÉKÉS,Gyula,03,03,03
04-026-011,BÉKÉS,Gyula,03,03,03
04-026-012,BÉKÉS,Gyula,03,03,03
04-026-013,BÉKÉS,Gyula,03,03,03
04-026-014,BÉKÉS,Gyula,03,03,03
04-026-015,BÉKÉS,Gyula,03,03,03
04-026-016,BÉKÉS,Gyula,03,03,03
04-026-017,BÉKÉS,Gyula,03,03,03
04-026-018,BÉKÉS,Gyula,03,03,03
04-026-019,BÉKÉS,Gyula,03,03,03
04-026-020,BÉKÉS,Gyula,03,03,03
04-026-021,BÉKÉS,Gyula,03,03,03
04-026-022,BÉKÉS,Gyula,03,03,03
04-026-023,BÉKÉS,Gyula,03,03,03
04-026-024,BÉKÉS,Gyula,03,03,03
04-026-025,BÉKÉS,Gyula,03,03,03
04-026-026,BÉKÉS,Gyula,03,03,03
04-026-027,BÉKÉS,Gyula,03,03,03
04-026-028,BÉKÉS,Gyula,03,03,03
04-026-029,BÉKÉS,Gyula,03,03,03
04-026-030,BÉKÉS,Gyula,03,03,03
04-027-001,BÉKÉS,Hunya,02,02,02
04-028-001,BÉKÉS,Kamut,02,02,02
04-028-002,BÉKÉS,Kamut,02,02,02
04-029-001,BÉKÉS,Kardos,02,02,02
04-030-001,BÉKÉS,Kardoskút,04,04,04
04-031-001,BÉKÉS,Kaszaper,04,04,04
04-031-002,BÉKÉS,Kaszaper,04,04,04
04-031-003,BÉKÉS,Kaszaper,04,04,04
04-032-001,BÉKÉS,Kertészsziget,02,02,02
04-033-001,BÉKÉS,Kevermes,04,04,04
04-033-002,BÉKÉS,Kevermes,04,04,04
04-034-001,BÉKÉS,Kétegyháza,01,01,01
04-034-002,BÉKÉS,Kétegyháza,01,01,01
04-034-003,BÉKÉS,Kétegyháza,01,01,01
04-034-004,BÉKÉS,Kétegyháza,01,01,01
04-035-001,BÉKÉS,Kétsoprony,01,01,01
04-035-002,BÉKÉS,Kétsoprony,01,01,01
04-036-001,BÉKÉS,Kisdombegyház,04,04,04
04-037-001,BÉKÉS,Kondoros,01,01,01
04-037-002,BÉKÉS,Kondoros,01,01,01
04-037-003,BÉKÉS,Kondoros,01,01,01
04-037-004,BÉKÉS,Kondoros,01,01,01
04-037-005,BÉKÉS,Kondoros,01,01,01
04-037-006,BÉKÉS,Kondoros,01,01,01
04-037-007,BÉKÉS,Kondoros,01,01,01
04-038-001,BÉKÉS,Körösladány,02,02,02
04-038-002,BÉKÉS,Körösladány,02,02,02
04-038-003,BÉKÉS,Körösladány,02,02,02
04-038-004,BÉKÉS,Körösladány,02,02,02
04-039-001,BÉKÉS,Körösnagyharsány,03,03,03
04-040-001,BÉKÉS,Köröstarcsa,02,02,02
04-040-002,BÉKÉS,Köröstarcsa,02,02,02
04-040-003,BÉKÉS,Köröstarcsa,02,02,02
04-041-001,BÉKÉS,Körösújfalu,03,03,03
04-042-001,BÉKÉS,Kötegyán,03,03,03
04-042-002,BÉKÉS,Kötegyán,03,03,03
04-043-001,BÉKÉS,Kunágota,04,04,04
04-043-002,BÉKÉS,Kunágota,04,04,04
04-043-003,BÉKÉS,Kunágota,04,04,04
04-044-001,BÉKÉS,Lõkösháza,04,04,04
04-044-002,BÉKÉS,Lõkösháza,04,04,04
04-045-001,BÉKÉS,Magyarbánhegyes,04,04,04
04-045-002,BÉKÉS,Magyarbánhegyes,04,04,04
04-045-003,BÉKÉS,Magyarbánhegyes,04,04,04
04-046-001,BÉKÉS,Magyardombegyház,04,04,04
04-047-001,BÉKÉS,Medgyesbodzás,04,04,04
04-047-002,BÉKÉS,Medgyesbodzás,04,04,04
04-048-001,BÉKÉS,Medgyesegyháza,04,04,04
04-048-002,BÉKÉS,Medgyesegyháza,04,04,04
04-048-003,BÉKÉS,Medgyesegyháza,04,04,04
04-048-004,BÉKÉS,Medgyesegyháza,04,04,04
04-049-001,BÉKÉS,Mezõberény,02,02,02
04-049-002,BÉKÉS,Mezõberény,02,02,02
04-049-003,BÉKÉS,Mezõberény,02,02,02
04-049-004,BÉKÉS,Mezõberény,02,02,02
04-049-005,BÉKÉS,Mezõberény,02,02,02
04-049-006,BÉKÉS,Mezõberény,02,02,02
04-049-007,BÉKÉS,Mezõberény,02,02,02
04-049-008,BÉKÉS,Mezõberény,02,02,02
04-050-001,BÉKÉS,Mezõgyán,03,03,03
04-050-002,BÉKÉS,Mezõgyán,03,03,03
04-051-001,BÉKÉS,Mezõhegyes,04,04,04
04-051-002,BÉKÉS,Mezõhegyes,04,04,04
04-051-003,BÉKÉS,Mezõhegyes,04,04,04
04-051-004,BÉKÉS,Mezõhegyes,04,04,04
04-051-005,BÉKÉS,Mezõhegyes,04,04,04
04-051-006,BÉKÉS,Mezõhegyes,04,04,04
04-052-001,BÉKÉS,Mezõkovácsháza,04,04,04
04-052-002,BÉKÉS,Mezõkovácsháza,04,04,04
04-052-003,BÉKÉS,Mezõkovácsháza,04,04,04
04-052-004,BÉKÉS,Mezõkovácsháza,04,04,04
04-052-005,BÉKÉS,Mezõkovácsháza,04,04,04
04-053-001,BÉKÉS,Méhkerék,03,03,03
04-053-002,BÉKÉS,Méhkerék,03,03,03
04-054-001,BÉKÉS,Murony,02,02,02
04-054-002,BÉKÉS,Murony,02,02,02
04-055-001,BÉKÉS,Nagybánhegyes,04,04,04
04-056-001,BÉKÉS,Nagykamarás,04,04,04
04-056-002,BÉKÉS,Nagykamarás,04,04,04
04-057-001,BÉKÉS,Nagyszénás,04,04,04
04-057-002,BÉKÉS,Nagyszénás,04,04,04
04-057-003,BÉKÉS,Nagyszénás,04,04,04
04-057-004,BÉKÉS,Nagyszénás,04,04,04
04-058-001,BÉKÉS,Okány,03,03,03
04-058-002,BÉKÉS,Okány,03,03,03
04-059-001,BÉKÉS,Orosháza,04,04,04
04-059-002,BÉKÉS,Orosháza,04,04,04
04-059-003,BÉKÉS,Orosháza,04,04,04
04-059-004,BÉKÉS,Orosháza,04,04,04
04-059-005,BÉKÉS,Orosháza,04,04,04
04-059-006,BÉKÉS,Orosháza,04,04,04
04-059-007,BÉKÉS,Orosháza,04,04,04
04-059-008,BÉKÉS,Orosháza,04,04,04
04-059-009,BÉKÉS,Orosháza,04,04,04
04-059-010,BÉKÉS,Orosháza,04,04,04
04-059-011,BÉKÉS,Orosháza,04,04,04
04-059-012,BÉKÉS,Orosháza,04,04,04
04-059-013,BÉKÉS,Orosháza,04,04,04
04-059-014,BÉKÉS,Orosháza,04,04,04
04-059-015,BÉKÉS,Orosháza,04,04,04
04-059-016,BÉKÉS,Orosháza,04,04,04
04-059-017,BÉKÉS,Orosháza,04,04,04
04-059-018,BÉKÉS,Orosháza,04,04,04
04-059-019,BÉKÉS,Orosháza,04,04,04
04-059-020,BÉKÉS,Orosháza,04,04,04
04-059-021,BÉKÉS,Orosháza,04,04,04
04-059-022,BÉKÉS,Orosháza,04,04,04
04-059-023,BÉKÉS,Orosháza,04,04,04
04-059-024,BÉKÉS,Orosháza,04,04,04
04-059-025,BÉKÉS,Orosháza,04,04,04
04-059-026,BÉKÉS,Orosháza,04,04,04
04-059-027,BÉKÉS,Orosháza,04,04,04
04-059-028,BÉKÉS,Orosháza,04,04,04
04-059-029,BÉKÉS,Orosháza,04,04,04
04-059-030,BÉKÉS,Orosháza,04,04,04
04-059-031,BÉKÉS,Orosháza,04,04,04
04-060-001,BÉKÉS,Örménykút,02,02,02
04-061-001,BÉKÉS,Pusztaföldvár,04,04,04
04-061-002,BÉKÉS,Pusztaföldvár,04,04,04
04-062-001,BÉKÉS,Pusztaottlaka,04,04,04
04-062-002,BÉKÉS,Pusztaottlaka,04,04,04
04-063-001,BÉKÉS,Sarkad,03,03,03
04-063-002,BÉKÉS,Sarkad,03,03,03
04-063-003,BÉKÉS,Sarkad,03,03,03
04-063-004,BÉKÉS,Sarkad,03,03,03
04-063-005,BÉKÉS,Sarkad,03,03,03
04-063-006,BÉKÉS,Sarkad,03,03,03
04-063-007,BÉKÉS,Sarkad,03,03,03
04-063-008,BÉKÉS,Sarkad,03,03,03
04-064-001,BÉKÉS,Sarkadkeresztúr,03,03,03
04-064-002,BÉKÉS,Sarkadkeresztúr,03,03,03
04-064-003,BÉKÉS,Sarkadkeresztúr,03,03,03
04-065-001,BÉKÉS,Szabadkígyós,01,01,01
04-065-002,BÉKÉS,Szabadkígyós,01,01,01
04-065-003,BÉKÉS,Szabadkígyós,01,01,01
04-066-001,BÉKÉS,Szarvas,02,02,02
04-066-002,BÉKÉS,Szarvas,02,02,02
04-066-003,BÉKÉS,Szarvas,02,02,02
04-066-004,BÉKÉS,Szarvas,02,02,02
04-066-005,BÉKÉS,Szarvas,02,02,02
04-066-006,BÉKÉS,Szarvas,02,02,02
04-066-007,BÉKÉS,Szarvas,02,02,02
04-066-008,BÉKÉS,Szarvas,02,02,02
04-066-009,BÉKÉS,Szarvas,02,02,02
04-066-010,BÉKÉS,Szarvas,02,02,02
04-066-011,BÉKÉS,Szarvas,02,02,02
04-066-012,BÉKÉS,Szarvas,02,02,02
04-066-013,BÉKÉS,Szarvas,02,02,02
04-066-014,BÉKÉS,Szarvas,02,02,02
04-066-015,BÉKÉS,Szarvas,02,02,02
04-066-016,BÉKÉS,Szarvas,02,02,02
04-066-017,BÉKÉS,Szarvas,02,02,02
04-066-018,BÉKÉS,Szarvas,02,02,02
04-067-001,BÉKÉS,Szeghalom,03,03,03
04-067-002,BÉKÉS,Szeghalom,03,03,03
04-067-003,BÉKÉS,Szeghalom,03,03,03
04-067-004,BÉKÉS,Szeghalom,03,03,03
04-067-005,BÉKÉS,Szeghalom,03,03,03
04-067-006,BÉKÉS,Szeghalom,03,03,03
04-067-007,BÉKÉS,Szeghalom,03,03,03
04-068-001,BÉKÉS,Tarhos,03,03,03
04-069-001,BÉKÉS,Telekgerendás,01,01,01
04-069-002,BÉKÉS,Telekgerendás,01,01,01
04-070-001,BÉKÉS,Tótkomlós,04,04,04
04-070-002,BÉKÉS,Tótkomlós,04,04,04
04-070-003,BÉKÉS,Tótkomlós,04,04,04
04-070-004,BÉKÉS,Tótkomlós,04,04,04
04-070-005,BÉKÉS,Tótkomlós,04,04,04
04-070-006,BÉKÉS,Tótkomlós,04,04,04
04-070-007,BÉKÉS,Tótkomlós,04,04,04
04-070-008,BÉKÉS,Tótkomlós,04,04,04
04-071-001,BÉKÉS,Újkígyós,01,01,01
04-071-002,BÉKÉS,Újkígyós,01,01,01
04-071-003,BÉKÉS,Újkígyós,01,01,01
04-071-004,BÉKÉS,Újkígyós,01,01,01
04-071-005,BÉKÉS,Újkígyós,01,01,01
04-071-006,BÉKÉS,Újkígyós,01,01,01
04-072-001,BÉKÉS,Újszalonta,03,03,03
04-073-001,BÉKÉS,Végegyháza,04,04,04
04-074-001,BÉKÉS,Vésztõ,03,03,03
04-074-002,BÉKÉS,Vésztõ,03,03,03
04-074-003,BÉKÉS,Vésztõ,03,03,03
04-074-004,BÉKÉS,Vésztõ,03,03,03
04-074-005,BÉKÉS,Vésztõ,03,03,03
04-074-006,BÉKÉS,Vésztõ,03,03,03
04-074-007,BÉKÉS,Vésztõ,03,03,03
04-075-001,BÉKÉS,Zsadány,03,03,03
04-075-002,BÉKÉS,Zsadány,03,03,03
05-001-001,BORSOD-A-Z,Abaújalpár,05,05,05
05-002-001,BORSOD-A-Z,Abaújkér,05,05,05
05-002-002,BORSOD-A-Z,Abaújkér,05,05,05
05-003-001,BORSOD-A-Z,Abaújlak,04,04,04
05-004-001,BORSOD-A-Z,Abaújszántó,05,05,05
05-004-002,BORSOD-A-Z,Abaújszántó,05,05,05
05-004-003,BORSOD-A-Z,Abaújszántó,05,05,05
05-005-001,BORSOD-A-Z,Abaújszolnok,04,04,04
05-006-001,BORSOD-A-Z,Abaújvár,05,05,05
05-007-001,BORSOD-A-Z,Abod,04,04,04
05-008-001,BORSOD-A-Z,Aggtelek,03,03,03
05-009-001,BORSOD-A-Z,Alacska,04,04,04
05-010-001,BORSOD-A-Z,Alsóberecki,05,05,05
05-011-001,BORSOD-A-Z,Alsódobsza,06,06,06
05-012-001,BORSOD-A-Z,Alsógagy,04,04,04
05-013-001,BORSOD-A-Z,Alsóregmec,05,05,05
05-014-001,BORSOD-A-Z,Alsószuha,03,03,03
05-015-001,BORSOD-A-Z,Alsótelekes,03,03,03
05-016-001,BORSOD-A-Z,Alsóvadász,04,04,04
05-017-001,BORSOD-A-Z,Alsózsolca,01,01,01
05-017-002,BORSOD-A-Z,Alsózsolca,01,01,01
05-017-003,BORSOD-A-Z,Alsózsolca,01,01,01
05-017-004,BORSOD-A-Z,Alsózsolca,01,01,01
05-017-005,BORSOD-A-Z,Alsózsolca,01,01,01
05-018-001,BORSOD-A-Z,Arka,05,05,05
05-019-001,BORSOD-A-Z,Arló,03,03,03
05-019-002,BORSOD-A-Z,Arló,03,03,03
05-019-003,BORSOD-A-Z,Arló,03,03,03
05-020-001,BORSOD-A-Z,Arnót,01,01,01
05-020-002,BORSOD-A-Z,Arnót,01,01,01
05-021-001,BORSOD-A-Z,Aszaló,06,06,06
05-021-002,BORSOD-A-Z,Aszaló,06,06,06
05-022-001,BORSOD-A-Z,Ároktõ,07,07,07
05-023-001,BORSOD-A-Z,Baktakék,04,04,04
05-024-001,BORSOD-A-Z,Balajt,04,04,04
05-025-001,BORSOD-A-Z,Baskó,05,05,05
05-026-001,BORSOD-A-Z,Bánhorváti,04,04,04
05-026-002,BORSOD-A-Z,Bánhorváti,04,04,04
05-027-001,BORSOD-A-Z,Bánréve,03,03,03
05-028-001,BORSOD-A-Z,Becskeháza,03,03,03
05-029-001,BORSOD-A-Z,Bekecs,06,06,06
05-029-002,BORSOD-A-Z,Bekecs,06,06,06
05-030-001,BORSOD-A-Z,Berente,04,04,04
05-031-001,BORSOD-A-Z,Beret,04,04,04
05-032-001,BORSOD-A-Z,Berzék,07,07,07
05-033-001,BORSOD-A-Z,Bodroghalom,05,05,05
05-034-001,BORSOD-A-Z,Bodrogkeresztúr,06,06,06
05-035-001,BORSOD-A-Z,Bodrogkisfalud,06,06,06
05-036-001,BORSOD-A-Z,Bodrogolaszi,05,05,05
05-037-001,BORSOD-A-Z,Bogács,07,07,07
05-037-002,BORSOD-A-Z,Bogács,07,07,07
05-038-001,BORSOD-A-Z,Boldogkõújfalu,05,05,05
05-039-001,BORSOD-A-Z,Boldogkõváralja,05,05,05
05-040-001,BORSOD-A-Z,Boldva,04,04,04
05-040-002,BORSOD-A-Z,Boldva,04,04,04
05-041-001,BORSOD-A-Z,Borsodbóta,03,03,03
05-042-001,BORSOD-A-Z,Borsodgeszt,07,07,07
05-043-001,BORSOD-A-Z,Borsodivánka,07,07,07
05-044-001,BORSOD-A-Z,Borsodnádasd,03,03,03
05-044-002,BORSOD-A-Z,Borsodnádasd,03,03,03
05-044-003,BORSOD-A-Z,Borsodnádasd,03,03,03
05-045-001,BORSOD-A-Z,Borsodszentgyörgy,03,03,03
05-046-001,BORSOD-A-Z,Borsodszirák,04,04,04
05-047-001,BORSOD-A-Z,Bódvalenke,03,03,03
05-048-001,BORSOD-A-Z,Bódvarákó,03,03,03
05-049-001,BORSOD-A-Z,Bódvaszilas,03,03,03
05-050-001,BORSOD-A-Z,Bózsva,05,05,05
05-051-001,BORSOD-A-Z,Bõcs,06,06,06
05-051-002,BORSOD-A-Z,Bõcs,06,06,06
05-051-003,BORSOD-A-Z,Bõcs,06,06,06
05-052-001,BORSOD-A-Z,Bükkaranyos,07,07,07
05-053-001,BORSOD-A-Z,Bükkábrány,07,07,07
05-053-002,BORSOD-A-Z,Bükkábrány,07,07,07
05-054-001,BORSOD-A-Z,Bükkmogyorósd,03,03,03
05-055-001,BORSOD-A-Z,Bükkszentkereszt,07,07,07
05-056-001,BORSOD-A-Z,Bükkzsérc,07,07,07
05-057-001,BORSOD-A-Z,Büttös,04,04,04
05-058-001,BORSOD-A-Z,Cigánd,05,05,05
05-058-002,BORSOD-A-Z,Cigánd,05,05,05
05-058-003,BORSOD-A-Z,Cigánd,05,05,05
05-059-001,BORSOD-A-Z,Csenyéte,04,04,04
05-060-001,BORSOD-A-Z,Cserépfalu,07,07,07
05-061-001,BORSOD-A-Z,Cserépváralja,07,07,07
05-062-001,BORSOD-A-Z,Csernely,03,03,03
05-063-001,BORSOD-A-Z,Csincse,07,07,07
05-064-001,BORSOD-A-Z,Csobaj,06,06,06
05-065-001,BORSOD-A-Z,Csobád,04,04,04
05-066-001,BORSOD-A-Z,Csokvaomány,03,03,03
05-067-001,BORSOD-A-Z,Damak,04,04,04
05-068-001,BORSOD-A-Z,Dámóc,05,05,05
05-069-001,BORSOD-A-Z,Debréte,04,04,04
05-070-001,BORSOD-A-Z,Detek,04,04,04
05-071-001,BORSOD-A-Z,Dédestapolcsány,04,04,04
05-072-001,BORSOD-A-Z,Domaháza,03,03,03
05-073-001,BORSOD-A-Z,Dövény,03,03,03
05-074-001,BORSOD-A-Z,Dubicsány,03,03,03
05-075-001,BORSOD-A-Z,Edelény,04,04,04
05-075-002,BORSOD-A-Z,Edelény,04,04,04
05-075-003,BORSOD-A-Z,Edelény,04,04,04
05-075-004,BORSOD-A-Z,Edelény,04,04,04
05-075-005,BORSOD-A-Z,Edelény,04,04,04
05-075-006,BORSOD-A-Z,Edelény,04,04,04
05-075-007,BORSOD-A-Z,Edelény,04,04,04
05-075-008,BORSOD-A-Z,Edelény,04,04,04
05-076-001,BORSOD-A-Z,Egerlövõ,07,07,07
05-077-001,BORSOD-A-Z,Emõd,07,07,07
05-077-002,BORSOD-A-Z,Emõd,07,07,07
05-077-003,BORSOD-A-Z,Emõd,07,07,07
05-077-004,BORSOD-A-Z,Emõd,07,07,07
05-077-005,BORSOD-A-Z,Emõd,07,07,07
05-078-001,BORSOD-A-Z,Encs,05,05,05
05-078-002,BORSOD-A-Z,Encs,05,05,05
05-078-003,BORSOD-A-Z,Encs,05,05,05
05-078-004,BORSOD-A-Z,Encs,05,05,05
05-078-005,BORSOD-A-Z,Encs,05,05,05
05-078-006,BORSOD-A-Z,Encs,05,05,05
05-078-007,BORSOD-A-Z,Encs,05,05,05
05-079-001,BORSOD-A-Z,Erdõbénye,05,05,05
05-080-001,BORSOD-A-Z,Erdõhorváti,05,05,05
05-081-001,BORSOD-A-Z,Égerszög,03,03,03
05-082-001,BORSOD-A-Z,Fancsal,04,04,04
05-083-001,BORSOD-A-Z,Farkaslyuk,03,03,03
05-083-002,BORSOD-A-Z,Farkaslyuk,03,03,03
05-084-001,BORSOD-A-Z,Fáj,04,04,04
05-085-001,BORSOD-A-Z,Felsõberecki,05,05,05
05-086-001,BORSOD-A-Z,Felsõdobsza,05,05,05
05-087-001,BORSOD-A-Z,Felsõgagy,04,04,04
05-088-001,BORSOD-A-Z,Felsõkelecsény,03,03,03
05-089-001,BORSOD-A-Z,Felsõnyárád,03,03,03
05-090-001,BORSOD-A-Z,Felsõregmec,05,05,05
05-091-001,BORSOD-A-Z,Felsõtelekes,03,03,03
05-092-001,BORSOD-A-Z,Felsõvadász,04,04,04
05-093-001,BORSOD-A-Z,Felsõzsolca,01,01,01
05-093-002,BORSOD-A-Z,Felsõzsolca,01,01,01
05-093-003,BORSOD-A-Z,Felsõzsolca,01,01,01
05-093-004,BORSOD-A-Z,Felsõzsolca,01,01,01
05-093-005,BORSOD-A-Z,Felsõzsolca,01,01,01
05-093-006,BORSOD-A-Z,Felsõzsolca,01,01,01
05-094-001,BORSOD-A-Z,Filkeháza,05,05,05
05-095-001,BORSOD-A-Z,Fony,05,05,05
05-096-001,BORSOD-A-Z,Forró,04,04,04
05-096-002,BORSOD-A-Z,Forró,04,04,04
05-097-001,BORSOD-A-Z,Fulókércs,05,05,05
05-098-001,BORSOD-A-Z,Füzér,05,05,05
05-099-001,BORSOD-A-Z,Füzérkajata,05,05,05
05-100-001,BORSOD-A-Z,Füzérkomlós,05,05,05
05-101-001,BORSOD-A-Z,Füzérradvány,05,05,05
05-102-001,BORSOD-A-Z,Gadna,04,04,04
05-103-001,BORSOD-A-Z,Gagyapáti,04,04,04
05-104-001,BORSOD-A-Z,Gagybátor,04,04,04
05-105-001,BORSOD-A-Z,Gagyvendégi,04,04,04
05-106-001,BORSOD-A-Z,Galvács,04,04,04
05-107-001,BORSOD-A-Z,Garadna,05,05,05
05-108-001,BORSOD-A-Z,Gelej,07,07,07
05-109-001,BORSOD-A-Z,Gesztely,06,06,06
05-109-002,BORSOD-A-Z,Gesztely,06,06,06
05-109-003,BORSOD-A-Z,Gesztely,06,06,06
05-109-004,BORSOD-A-Z,Gesztely,06,06,06
05-110-001,BORSOD-A-Z,Girincs,06,06,06
05-111-001,BORSOD-A-Z,Golop,05,05,05
05-112-001,BORSOD-A-Z,Gömörszõlõs,03,03,03
05-113-001,BORSOD-A-Z,Gönc,05,05,05
05-113-002,BORSOD-A-Z,Gönc,05,05,05
05-114-001,BORSOD-A-Z,Göncruszka,05,05,05
05-115-001,BORSOD-A-Z,Györgytarló,05,05,05
05-116-001,BORSOD-A-Z,Halmaj,06,06,06
05-116-002,BORSOD-A-Z,Halmaj,06,06,06
05-117-001,BORSOD-A-Z,Hangács,04,04,04
05-118-001,BORSOD-A-Z,Hangony,03,03,03
05-118-002,BORSOD-A-Z,Hangony,03,03,03
05-119-001,BORSOD-A-Z,Harsány,07,07,07
05-119-002,BORSOD-A-Z,Harsány,07,07,07
05-120-001,BORSOD-A-Z,Háromhuta,05,05,05
05-121-001,BORSOD-A-Z,Hegymeg,04,04,04
05-122-001,BORSOD-A-Z,Hejce,05,05,05
05-123-001,BORSOD-A-Z,Hejõbába,07,07,07
05-123-002,BORSOD-A-Z,Hejõbába,07,07,07
05-124-001,BORSOD-A-Z,Hejõkeresztúr,07,07,07
05-125-001,BORSOD-A-Z,Hejõkürt,07,07,07
05-126-001,BORSOD-A-Z,Hejõpapi,07,07,07
05-127-001,BORSOD-A-Z,Hejõszalonta,07,07,07
05-128-001,BORSOD-A-Z,Hercegkút,05,05,05
05-129-001,BORSOD-A-Z,Hernádbûd,05,05,05
05-130-001,BORSOD-A-Z,Hernádcéce,05,05,05
05-131-001,BORSOD-A-Z,Hernádkak,06,06,06
05-131-002,BORSOD-A-Z,Hernádkak,06,06,06
05-132-001,BORSOD-A-Z,Hernádkércs,06,06,06
05-133-001,BORSOD-A-Z,Hernádnémeti,06,06,06
05-133-002,BORSOD-A-Z,Hernádnémeti,06,06,06
05-133-003,BORSOD-A-Z,Hernádnémeti,06,06,06
05-134-001,BORSOD-A-Z,Hernádpetri,05,05,05
05-135-001,BORSOD-A-Z,Hernádszentandrás,04,04,04
05-136-001,BORSOD-A-Z,Hernádszurdok,05,05,05
05-137-001,BORSOD-A-Z,Hernádvécse,05,05,05
05-138-001,BORSOD-A-Z,Hét,03,03,03
05-139-001,BORSOD-A-Z,Hidasnémeti,05,05,05
05-140-001,BORSOD-A-Z,Hidvégardó,03,03,03
05-141-001,BORSOD-A-Z,Hollóháza,05,05,05
05-142-001,BORSOD-A-Z,Homrogd,04,04,04
05-143-001,BORSOD-A-Z,Igrici,07,07,07
05-144-001,BORSOD-A-Z,Imola,03,03,03
05-145-001,BORSOD-A-Z,Ináncs,04,04,04
05-146-001,BORSOD-A-Z,Irota,04,04,04
05-147-001,BORSOD-A-Z,Izsófalva,04,04,04
