JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
44349,01-009-037,677,407,407,0,2,405,EGYENI,,
44351,01-009-038,800,413,412,-1,1,411,EGYENI,,
44353,01-009-039,883,381,380,-1,6,374,EGYENI,,
44355,01-009-040,686,277,277,0,6,271,EGYENI,,
44357,01-009-041,676,499,499,0,5,494,EGYENI,,
44359,01-009-042,674,521,521,0,3,518,EGYENI,,
44361,01-009-043,676,531,530,-1,7,523,EGYENI,,
44363,01-009-044,595,441,441,0,3,438,EGYENI,,
44365,01-009-045,839,593,593,0,11,582,EGYENI,,
44367,01-009-046,763,557,556,-1,2,554,EGYENI,,
44369,01-009-047,705,562,562,0,3,559,EGYENI,,
44371,01-009-048,660,515,515,0,4,511,EGYENI,,
44373,01-009-049,870,671,670,-1,7,663,EGYENI,,
44375,01-009-050,819,625,621,-4,2,619,EGYENI,,
44377,01-009-051,818,617,617,0,3,614,EGYENI,,
44803,01-009-052,798,597,597,0,6,591,EGYENI,,
44805,01-009-053,726,566,566,0,7,559,EGYENI,,
44807,01-010-001,577,449,449,0,4,445,EGYENI,,
44809,01-010-002,603,468,468,0,2,466,EGYENI,,
44811,01-010-003,608,294,294,0,5,289,EGYENI,,
44813,01-010-004,623,349,348,-1,2,346,EGYENI,,
44815,01-010-005,590,360,360,0,4,356,EGYENI,,
44817,01-010-006,627,401,401,0,3,398,EGYENI,,
44819,01-010-007,612,439,439,0,11,428,EGYENI,,
44821,01-010-008,657,430,428,-2,1,427,EGYENI,,
44823,01-010-009,939,637,637,0,1,636,EGYENI,,
44825,01-010-010,606,404,404,0,2,402,EGYENI,,
44827,01-010-011,713,541,540,-1,2,538,EGYENI,,
44829,01-010-012,688,532,531,-1,1,530,EGYENI,,
44831,01-010-013,730,511,511,0,2,509,EGYENI,,
44833,01-010-014,660,438,437,-1,6,431,EGYENI,,
44835,01-010-015,747,469,469,0,2,467,EGYENI,,
44837,01-010-016,747,567,567,0,0,567,EGYENI,,
44839,01-010-017,706,515,515,0,3,512,EGYENI,,
44841,01-010-018,709,449,448,-1,5,443,EGYENI,,
44843,01-010-019,3037,2667,2654,-13,21,2633,EGYENI,,
44845,01-010-020,883,541,539,-2,4,535,EGYENI,,
44847,01-010-021,951,621,621,0,5,616,EGYENI,,
44849,01-010-022,769,582,582,0,2,580,EGYENI,,
44851,01-010-023,720,508,507,-1,8,499,EGYENI,,
44853,01-010-024,790,545,545,0,4,541,EGYENI,,
44855,01-010-025,576,425,425,0,3,422,EGYENI,,
44857,01-010-026,613,455,455,0,5,450,EGYENI,,
44859,01-010-027,798,544,544,0,4,540,EGYENI,,
44861,01-010-028,731,519,519,0,1,518,EGYENI,,
44863,01-010-029,798,579,578,-1,3,575,EGYENI,,
44865,01-010-030,671,462,464,2,19,445,EGYENI,,
44867,01-010-031,811,635,635,0,4,631,EGYENI,,
44869,01-010-032,856,728,728,0,5,723,EGYENI,,
44871,01-010-033,724,457,457,0,3,454,EGYENI,,
44873,01-010-034,795,501,501,0,4,497,EGYENI,,
44875,01-010-035,771,324,324,0,1,323,EGYENI,,
44877,01-010-036,808,592,588,-4,3,585,EGYENI,,
44879,01-010-037,866,558,558,0,2,556,EGYENI,,
44881,01-010-038,744,559,558,-1,3,555,EGYENI,,
44883,01-010-039,654,403,403,0,1,402,EGYENI,,
44885,01-010-040,641,431,431,0,3,428,EGYENI,,
44887,01-010-041,613,494,493,-1,5,488,EGYENI,,
44889,01-010-042,684,505,502,-3,1,501,EGYENI,,
44891,01-010-043,654,473,473,0,4,469,EGYENI,,
44893,01-010-044,648,492,492,0,1,491,EGYENI,,
44895,01-010-045,588,481,479,-2,6,473,EGYENI,,
44897,01-010-046,582,382,382,0,4,378,EGYENI,,
44899,01-010-047,638,387,386,-1,0,386,EGYENI,,
44901,01-010-048,718,386,386,0,0,386,EGYENI,,
44903,01-010-049,696,352,352,0,0,352,EGYENI,,
44905,01-010-050,794,435,435,0,3,432,EGYENI,,
44907,01-010-051,634,458,458,0,5,453,EGYENI,,
44909,01-010-052,649,503,503,0,0,503,EGYENI,,
44911,01-010-053,654,522,522,0,2,520,EGYENI,,
44913,01-010-054,675,534,532,-2,5,527,EGYENI,,
44915,01-010-055,707,519,519,0,11,508,EGYENI,,
44917,01-010-056,844,543,543,0,3,540,EGYENI,,
44919,01-010-057,810,562,562,0,2,560,EGYENI,,
44921,01-010-058,644,422,422,0,4,418,EGYENI,,
44923,01-010-059,586,402,402,0,5,397,EGYENI,,
44925,01-010-060,760,502,499,-3,5,494,EGYENI,,
44927,01-010-061,813,598,597,-1,2,595,EGYENI,,
44929,01-010-062,730,558,558,0,2,556,EGYENI,,
44931,01-010-063,829,594,589,-5,11,578,EGYENI,,
44933,01-010-064,760,554,553,-1,5,548,EGYENI,,
44935,01-010-065,765,530,528,-2,2,526,EGYENI,,
44937,01-010-066,785,536,536,0,4,532,EGYENI,,
44939,01-010-067,760,523,523,0,3,520,EGYENI,,
44941,01-010-068,679,521,521,0,0,521,EGYENI,,
44943,01-010-069,729,488,488,0,3,485,EGYENI,,
45363,01-010-070,932,645,645,0,2,643,EGYENI,,
45365,01-010-071,912,644,643,-1,6,637,EGYENI,,
45367,01-010-072,859,561,561,0,5,556,EGYENI,,
45369,01-010-073,879,581,581,0,5,576,EGYENI,,
45371,01-010-074,835,550,550,0,6,544,EGYENI,,
45373,01-010-075,620,486,486,0,3,483,EGYENI,,
45375,01-010-076,684,541,539,-2,8,531,EGYENI,,
45377,01-011-001,743,605,605,0,3,602,EGYENI,,
45379,01-011-002,850,701,700,-1,6,694,EGYENI,,
45381,01-011-003,734,619,619,0,4,615,EGYENI,,
45383,01-011-004,812,650,649,-1,4,645,EGYENI,,
45385,01-011-005,819,673,672,-1,5,667,EGYENI,,
45387,01-011-006,859,686,686,0,6,680,EGYENI,,
45389,01-011-007,786,604,603,-1,2,601,EGYENI,,
45391,01-011-008,681,559,559,0,4,555,EGYENI,,
45393,01-011-009,753,567,567,0,4,563,EGYENI,,
45395,01-011-010,747,585,585,0,6,579,EGYENI,,
45397,01-011-011,869,696,696,0,2,694,EGYENI,,
45399,01-011-012,872,690,689,-1,4,685,EGYENI,,
45401,01-011-013,754,597,597,0,2,595,EGYENI,,
45403,01-011-014,724,542,542,0,7,535,EGYENI,,
45405,01-011-015,671,540,540,0,4,536,EGYENI,,
45407,01-011-016,770,602,602,0,8,594,EGYENI,,
45409,01-011-017,791,618,618,0,3,615,EGYENI,,
45411,01-011-018,766,611,611,0,10,601,EGYENI,,
45413,01-011-019,900,691,690,-1,3,687,EGYENI,,
45415,01-011-020,791,594,593,-1,8,585,EGYENI,,
45417,01-011-021,783,626,627,1,10,617,EGYENI,,
45419,01-011-022,840,667,666,-1,3,663,EGYENI,,
45421,01-011-023,667,553,553,0,5,548,EGYENI,,
45423,01-011-024,841,693,693,0,8,685,EGYENI,,
45425,01-011-025,785,629,629,0,2,627,EGYENI,,
45427,01-011-026,794,640,637,-3,5,632,EGYENI,,
45429,01-011-027,891,724,724,0,9,715,EGYENI,,
45431,01-011-028,798,633,633,0,5,628,EGYENI,,
45433,01-011-029,828,638,637,-1,0,637,EGYENI,,
45435,01-011-030,855,650,650,0,5,645,EGYENI,,
45437,01-011-031,846,652,650,-2,7,643,EGYENI,,
45439,01-011-032,790,638,638,0,1,637,EGYENI,,
45441,01-011-033,841,653,648,-5,4,644,EGYENI,,
45443,01-011-034,625,490,489,-1,3,486,EGYENI,,
45445,01-011-035,839,566,566,0,2,564,EGYENI,,
45447,01-011-036,1025,773,773,0,6,767,EGYENI,,
45449,01-011-037,838,663,663,0,2,661,EGYENI,,
45451,01-011-038,764,649,649,0,3,646,EGYENI,,
45453,01-011-039,903,758,753,-5,8,745,EGYENI,,
45455,01-011-040,861,714,714,0,4,710,EGYENI,,
45457,01-011-041,772,641,641,0,2,639,EGYENI,,
45459,01-011-042,936,809,809,0,3,806,EGYENI,,
45461,01-011-043,963,829,829,0,6,823,EGYENI,,
45463,01-011-044,865,752,751,-1,1,750,EGYENI,,
45465,01-011-045,832,719,718,-1,5,713,EGYENI,,
45467,01-011-046,886,773,772,-1,2,770,EGYENI,,
45469,01-011-047,1076,959,957,-2,7,950,EGYENI,,
45471,01-011-048,933,822,822,0,3,819,EGYENI,,
45473,01-011-049,994,841,841,0,3,838,EGYENI,,
45475,01-011-050,880,684,683,-1,6,677,EGYENI,,
45477,01-011-051,903,703,703,0,3,700,EGYENI,,
45479,01-011-052,755,634,632,-2,4,628,EGYENI,,
45481,01-011-053,826,693,693,0,5,688,EGYENI,,
45483,01-011-054,807,663,663,0,1,662,EGYENI,,
45485,01-011-055,896,739,737,-2,7,730,EGYENI,,
45487,01-011-056,837,709,709,0,5,704,EGYENI,,
45489,01-011-057,782,650,647,-3,4,643,EGYENI,,
45491,01-011-058,722,571,571,0,1,570,EGYENI,,
45493,01-011-059,1307,1066,1062,-4,7,1055,EGYENI,,
45495,01-011-060,989,778,778,0,4,774,EGYENI,,
45497,01-011-061,1096,952,951,-1,3,948,EGYENI,,
45499,01-011-062,865,721,718,-3,5,713,EGYENI,,
45923,01-011-063,707,593,593,0,3,590,EGYENI,,
45925,01-011-064,957,787,783,-4,6,777,EGYENI,,
45927,01-011-065,3861,3498,3448,-50,27,3421,EGYENI,,
45929,01-011-066,767,589,589,0,5,584,EGYENI,,
45931,01-011-067,910,715,712,-3,4,708,EGYENI,,
45933,01-011-068,809,596,596,0,8,588,EGYENI,,
45935,01-011-069,900,669,668,-1,1,667,EGYENI,,
45937,01-011-070,750,508,508,0,5,503,EGYENI,,
45939,01-011-071,825,628,626,-2,5,621,EGYENI,,
45941,01-011-072,953,801,801,0,4,797,EGYENI,,
45943,01-011-073,760,518,518,0,4,514,EGYENI,,
45945,01-011-074,694,532,532,0,12,520,EGYENI,,
45947,01-011-075,730,550,550,0,7,543,EGYENI,,
45949,01-011-076,787,630,627,-3,3,624,EGYENI,,
45951,01-011-077,789,624,624,0,0,624,EGYENI,,
45953,01-011-078,716,549,549,0,6,543,EGYENI,,
45955,01-011-079,727,555,551,-4,10,541,EGYENI,,
45957,01-011-080,665,517,517,0,4,513,EGYENI,,
45959,01-011-081,910,736,735,-1,3,732,EGYENI,,
45961,01-011-082,1102,846,846,0,4,842,EGYENI,,
45963,01-011-083,1017,695,695,0,4,691,EGYENI,,
45965,01-011-084,947,796,796,0,7,789,EGYENI,,
45967,01-011-085,1071,839,838,-1,10,828,EGYENI,,
45969,01-011-086,1289,1029,1023,-6,5,1018,EGYENI,,
45971,01-011-087,839,624,623,-1,8,615,EGYENI,,
45973,01-011-088,1145,897,897,0,5,892,EGYENI,,
45975,01-011-089,917,715,715,0,5,710,EGYENI,,
45977,01-011-090,727,549,548,-1,6,542,EGYENI,,
45979,01-011-091,789,636,636,0,2,634,EGYENI,,
45981,01-011-092,878,649,649,0,2,647,EGYENI,,
45983,01-011-093,725,535,535,0,5,530,EGYENI,,
45985,01-011-094,958,713,710,-3,5,705,EGYENI,,
45987,01-011-095,676,517,517,0,2,515,EGYENI,,
45989,01-011-096,821,645,645,0,6,639,EGYENI,,
45991,01-011-097,788,588,582,-6,8,574,EGYENI,,
45993,01-011-098,799,609,609,0,4,605,EGYENI,,
45995,01-011-099,589,408,408,0,3,405,EGYENI,,
45997,01-011-100,749,556,556,0,5,551,EGYENI,,
45999,01-011-101,618,481,480,-1,4,476,EGYENI,,
46001,01-011-102,661,571,571,0,5,566,EGYENI,,
46003,01-011-103,866,653,652,-1,6,646,EGYENI,,
46005,01-011-104,1034,881,880,-1,4,876,EGYENI,,
46007,01-011-105,1043,822,822,0,9,813,EGYENI,,
46009,01-011-106,969,721,721,0,11,710,EGYENI,,
46011,01-011-107,828,620,620,0,3,617,EGYENI,,
46013,01-011-108,728,545,545,0,7,538,EGYENI,,
46015,01-011-109,784,678,676,-2,8,668,EGYENI,,
46017,01-011-110,713,559,557,-2,5,552,EGYENI,,
46019,01-011-111,827,692,692,0,1,691,EGYENI,,
46021,01-011-112,844,721,718,-3,2,716,EGYENI,,
46023,01-011-113,816,689,688,-1,7,681,EGYENI,,
46025,01-011-114,952,793,793,0,8,785,EGYENI,,
46027,01-011-115,982,827,827,0,8,819,EGYENI,,
46029,01-011-116,833,704,703,-1,5,698,EGYENI,,
46031,01-011-117,1093,881,881,0,4,877,EGYENI,,
46033,01-011-118,1094,619,611,-8,13,598,EGYENI,,
46035,01-012-001,690,567,567,0,2,565,EGYENI,,
46037,01-012-002,668,520,520,0,9,511,EGYENI,,
46039,01-012-003,508,376,376,0,1,375,EGYENI,,
46041,01-012-004,742,601,601,0,1,600,EGYENI,,
46043,01-012-005,625,469,469,0,6,463,EGYENI,,
46045,01-012-006,4221,3855,3838,-17,22,3816,EGYENI,,
46047,01-012-007,770,612,612,0,7,605,EGYENI,,
46049,01-012-008,839,682,682,0,8,674,EGYENI,,
46051,01-012-009,862,724,721,-3,3,718,EGYENI,,
46053,01-012-010,950,791,789,-2,4,785,EGYENI,,
46055,01-012-011,796,656,655,-1,11,644,EGYENI,,
46057,01-012-012,906,749,743,-6,6,737,EGYENI,,
46059,01-012-013,607,515,515,0,1,514,EGYENI,,
46475,01-012-014,640,494,492,-2,4,488,EGYENI,,
46477,01-012-015,699,580,580,0,3,577,EGYENI,,
46479,01-012-016,664,557,554,-3,1,553,EGYENI,,
46481,01-012-017,919,696,696,0,8,688,EGYENI,,
46483,01-012-018,866,703,697,-6,5,692,EGYENI,,
46485,01-012-019,798,660,657,-3,5,652,EGYENI,,
46487,01-012-020,739,612,612,0,6,606,EGYENI,,
46489,01-012-021,740,583,582,-1,6,576,EGYENI,,
46491,01-012-022,499,426,426,0,1,425,EGYENI,,
46493,01-012-023,683,504,502,-2,3,499,EGYENI,,
46495,01-012-024,589,484,485,1,9,476,EGYENI,,
46497,01-012-025,765,634,634,0,8,626,EGYENI,,
46499,01-012-026,682,581,581,0,3,578,EGYENI,,
46501,01-012-027,692,594,594,0,4,590,EGYENI,,
46503,01-012-028,982,772,772,0,3,769,EGYENI,,
46505,01-012-029,693,575,573,-2,10,563,EGYENI,,
46507,01-012-030,901,762,760,-2,15,745,EGYENI,,
46509,01-012-031,710,557,557,0,5,552,EGYENI,,
46511,01-012-032,816,688,686,-2,9,677,EGYENI,,
46513,01-012-033,930,717,715,-2,11,704,EGYENI,,
46515,01-012-034,834,702,701,-1,8,693,EGYENI,,
46517,01-012-035,864,733,731,-2,4,727,EGYENI,,
46519,01-012-036,699,599,596,-3,4,592,EGYENI,,
46521,01-012-037,714,605,605,0,8,597,EGYENI,,
46523,01-012-038,915,776,776,0,6,770,EGYENI,,
46525,01-012-039,939,779,769,-10,8,761,EGYENI,,
46527,01-012-040,743,645,645,0,1,644,EGYENI,,
46529,01-012-041,583,462,462,0,6,456,EGYENI,,
46531,01-012-042,840,718,717,-1,6,711,EGYENI,,
46533,01-012-043,882,723,721,-2,10,711,EGYENI,,
46535,01-012-044,971,792,792,0,7,785,EGYENI,,
46537,01-012-045,609,484,484,0,3,481,EGYENI,,
46539,01-012-046,944,760,759,-1,3,756,EGYENI,,
46541,01-012-047,997,824,824,0,5,819,EGYENI,,
46543,01-012-048,858,657,654,-3,6,648,EGYENI,,
46545,01-012-049,828,680,680,0,6,674,EGYENI,,
46547,01-012-050,753,624,625,1,11,614,EGYENI,,
46549,01-012-051,579,471,471,0,5,466,EGYENI,,
46551,01-012-052,915,755,754,-1,3,751,EGYENI,,
46553,01-012-053,877,708,707,-1,8,699,EGYENI,,
46555,01-012-054,715,560,559,-1,6,553,EGYENI,,
46557,01-012-055,725,596,596,0,6,590,EGYENI,,
46559,01-013-001,1085,763,758,-5,5,753,EGYENI,,
46561,01-013-002,937,678,677,-1,4,673,EGYENI,,
46563,01-013-003,999,770,768,-2,6,762,EGYENI,,
46565,01-013-004,911,716,716,0,4,712,EGYENI,,
46567,01-013-005,934,760,758,-2,4,754,EGYENI,,
46569,01-013-006,1164,888,885,-3,6,879,EGYENI,,
46571,01-013-007,1022,750,735,-15,2,733,EGYENI,,
46573,01-013-008,1068,803,802,-1,1,801,EGYENI,,
46575,01-013-009,1087,863,862,-1,6,856,EGYENI,,
46577,01-013-010,1017,801,801,0,2,799,EGYENI,,
46579,01-013-011,758,622,621,-1,4,617,EGYENI,,
46581,01-013-012,940,711,711,0,6,705,EGYENI,,
46583,01-013-013,981,739,739,0,2,737,EGYENI,,
46585,01-013-014,1057,801,796,-5,8,788,EGYENI,,
46587,01-013-015,1039,829,824,-5,5,819,EGYENI,,
46589,01-013-016,843,680,679,-1,1,678,EGYENI,,
46591,01-013-017,1111,918,916,-2,2,914,EGYENI,,
46593,01-013-018,1041,820,819,-1,5,814,EGYENI,,
46595,01-013-019,1142,909,907,-2,6,901,EGYENI,,
46597,01-013-020,1193,860,859,-1,4,855,EGYENI,,
47009,01-013-021,1169,912,911,-1,5,906,EGYENI,,
47011,01-013-022,1226,904,904,0,7,897,EGYENI,,
47013,01-013-023,1056,816,804,-12,4,800,EGYENI,,
47015,01-013-024,1183,867,864,-3,6,858,EGYENI,,
47017,01-013-025,771,588,587,-1,5,582,EGYENI,,
47019,01-013-026,1000,626,624,-2,6,618,EGYENI,,
47021,01-013-027,955,579,578,-1,5,573,EGYENI,,
47023,01-013-028,893,698,698,0,10,688,EGYENI,,
47025,01-013-029,970,753,744,-9,3,741,EGYENI,,
47027,01-013-030,1015,796,795,-1,3,792,EGYENI,,
47029,01-013-031,956,757,757,0,6,751,EGYENI,,
47031,01-013-032,970,771,771,0,3,768,EGYENI,,
47033,01-013-033,1018,689,686,-3,8,678,EGYENI,,
47035,01-013-034,1122,541,541,0,3,538,EGYENI,,
47037,01-013-035,1207,938,938,0,5,933,EGYENI,,
47039,01-013-036,1044,747,746,-1,9,737,EGYENI,,
47041,01-013-037,1109,869,868,-1,7,861,EGYENI,,
47043,01-013-038,1042,758,758,0,4,754,EGYENI,,
47045,01-013-039,1067,831,831,0,3,828,EGYENI,,
47047,01-013-040,932,293,293,0,4,289,EGYENI,,
47049,01-013-041,975,636,636,0,6,630,EGYENI,,
47051,01-013-042,864,587,587,0,3,584,EGYENI,,
47053,01-013-043,732,392,391,-1,3,388,EGYENI,,
47055,01-013-044,980,759,755,-4,4,751,EGYENI,,
47057,01-013-045,1017,545,545,0,3,542,EGYENI,,
47059,01-013-046,960,519,519,0,6,513,EGYENI,,
47061,01-013-047,929,665,664,-1,1,663,EGYENI,,
47063,01-013-048,1114,774,774,0,0,774,EGYENI,,
47065,01-013-049,1056,715,711,-4,6,705,EGYENI,,
47067,01-013-050,1009,749,748,-1,9,739,EGYENI,,
47069,01-013-051,868,616,615,-1,3,612,EGYENI,,
47071,01-013-052,1009,624,624,0,6,618,EGYENI,,
47073,01-013-053,892,690,681,-9,2,679,EGYENI,,
47075,01-013-054,893,699,699,0,4,695,EGYENI,,
47077,01-013-055,885,651,651,0,6,645,EGYENI,,
47079,01-013-056,806,606,605,-1,3,602,EGYENI,,
47081,01-013-057,980,759,758,-1,3,755,EGYENI,,
47083,01-013-058,1046,709,709,0,4,705,EGYENI,,
47085,01-013-059,989,706,704,-2,2,702,EGYENI,,
47087,01-013-060,1077,831,831,0,4,827,EGYENI,,
47089,01-013-061,960,714,713,-1,6,707,EGYENI,,
47091,01-013-062,4411,3975,3960,-15,17,3943,EGYENI,,
47093,01-013-063,1226,895,895,0,8,887,EGYENI,,
47095,01-013-064,949,707,707,0,0,707,EGYENI,,
47097,01-013-065,846,618,614,-4,3,611,EGYENI,,
47099,01-013-066,886,708,708,0,3,705,EGYENI,,
47101,01-013-067,1141,929,929,0,8,921,EGYENI,,
47103,01-013-068,1175,923,921,-2,18,903,EGYENI,,
47105,01-013-069,1117,899,899,0,1,898,EGYENI,,
47107,01-013-070,861,629,628,-1,6,622,EGYENI,,
47109,01-013-071,1166,769,769,0,4,765,EGYENI,,
47111,01-013-072,761,572,571,-1,6,565,EGYENI,,
47113,01-013-073,1146,833,833,0,8,825,EGYENI,,
47115,01-013-074,1038,729,729,0,7,722,EGYENI,,
47117,01-013-075,716,534,534,0,11,523,EGYENI,,
47119,01-013-076,1191,611,611,0,6,605,EGYENI,,
47121,01-013-077,1072,865,865,0,4,861,EGYENI,,
47123,01-013-078,892,681,681,0,5,676,EGYENI,,
47125,01-013-079,1099,879,879,0,7,872,EGYENI,,
47127,01-013-080,866,633,633,0,5,628,EGYENI,,
47129,01-013-081,825,657,656,-1,5,651,EGYENI,,
47131,01-013-082,1212,942,940,-2,7,933,EGYENI,,
47553,01-013-083,1227,921,920,-1,4,916,EGYENI,,
47555,01-013-084,1076,786,786,0,4,782,EGYENI,,
47557,01-013-085,959,654,654,0,3,651,EGYENI,,
47559,01-013-086,713,503,503,0,2,501,EGYENI,,
47561,01-013-087,795,599,599,0,5,594,EGYENI,,
47563,01-014-001,1096,868,868,0,6,862,EGYENI,,
47565,01-014-002,1092,837,837,0,13,824,EGYENI,,
47567,01-014-003,1168,919,917,-2,12,905,EGYENI,,
47569,01-014-004,1106,873,873,0,7,866,EGYENI,,
47571,01-014-005,1109,843,843,0,2,841,EGYENI,,
47573,01-014-006,1103,813,812,-1,6,806,EGYENI,,
47575,01-014-007,1051,793,792,-1,1,791,EGYENI,,
47577,01-014-008,1125,843,843,0,4,839,EGYENI,,
47579,01-014-009,1187,832,831,-1,5,826,EGYENI,,
47581,01-014-010,1222,900,899,-1,9,890,EGYENI,,
47583,01-014-011,1145,840,840,0,6,834,EGYENI,,
47585,01-014-012,3907,3458,3442,-16,15,3427,EGYENI,,
47587,01-014-013,1194,900,899,-1,7,892,EGYENI,,
47589,01-014-014,1154,723,723,0,9,714,EGYENI,,
47591,01-014-015,1195,816,816,0,5,811,EGYENI,,
47593,01-014-016,1119,897,896,-1,6,890,EGYENI,,
47595,01-014-017,1095,836,833,-3,4,829,EGYENI,,
47597,01-014-018,1174,875,873,-2,3,870,EGYENI,,
47599,01-014-019,1144,914,919,5,37,882,EGYENI,,
47601,01-014-020,1175,927,928,1,12,916,EGYENI,,
47603,01-014-021,1093,846,844,-2,4,840,EGYENI,,
47605,01-014-022,1324,909,906,-3,10,896,EGYENI,,
47607,01-014-023,1295,632,633,1,11,622,EGYENI,,
47609,01-014-024,1196,883,879,-4,2,877,EGYENI,,
47611,01-014-025,1227,974,973,-1,4,969,EGYENI,,
47613,01-014-026,1149,888,887,-1,11,876,EGYENI,,
47615,01-014-027,1253,977,976,-1,6,970,EGYENI,,
47617,01-014-028,1163,843,842,-1,7,835,EGYENI,,
47619,01-014-029,1174,930,929,-1,4,925,EGYENI,,
47621,01-014-030,1175,898,896,-2,4,892,EGYENI,,
47623,01-014-031,1333,919,920,1,10,910,EGYENI,,
47625,01-014-032,1218,967,964,-3,7,957,EGYENI,,
47627,01-014-033,1331,1127,1127,0,6,1121,EGYENI,,
47629,01-014-034,1216,952,951,-1,6,945,EGYENI,,
47631,01-014-035,1244,1027,1026,-1,9,1017,EGYENI,,
47633,01-014-036,1119,951,949,-2,6,943,EGYENI,,
47635,01-014-037,993,804,804,0,2,802,EGYENI,,
47637,01-014-038,1331,1065,1063,-2,7,1056,EGYENI,,
47639,01-014-039,1194,966,966,0,13,953,EGYENI,,
47641,01-014-040,1310,1020,1012,-8,19,993,EGYENI,,
47643,01-014-041,1116,914,914,0,10,904,EGYENI,,
47645,01-014-042,1191,998,998,0,10,988,EGYENI,,
47647,01-014-043,1033,866,866,0,9,857,EGYENI,,
47649,01-014-044,1096,886,886,0,19,867,EGYENI,,
47651,01-014-045,1235,914,912,-2,6,906,EGYENI,,
47653,01-014-046,1199,945,943,-2,12,931,EGYENI,,
47655,01-014-047,1212,994,994,0,24,970,EGYENI,,
47657,01-014-048,1141,838,838,0,10,828,EGYENI,,
47659,01-014-049,1042,769,767,-2,6,761,EGYENI,,
47661,01-014-050,1106,800,800,0,3,797,EGYENI,,
47663,01-014-051,1145,850,850,0,1,849,EGYENI,,
47665,01-014-052,1080,784,778,-6,6,772,EGYENI,,
47667,01-014-053,1146,815,813,-2,7,806,EGYENI,,
47669,01-014-054,1169,844,834,-10,3,831,EGYENI,,
47671,01-014-055,1231,997,997,0,6,991,EGYENI,,
47673,01-014-056,1172,926,923,-3,3,920,EGYENI,,
48093,01-014-057,1113,889,888,-1,3,885,EGYENI,,
48095,01-014-058,1256,897,896,-1,6,890,EGYENI,,
48097,01-014-059,1197,914,914,0,5,909,EGYENI,,
48099,01-014-060,1224,965,963,-2,6,957,EGYENI,,
48101,01-014-061,1259,1062,1062,0,4,1058,EGYENI,,
48103,01-014-062,1199,994,994,0,11,983,EGYENI,,
48105,01-014-063,1098,932,925,-7,7,918,EGYENI,,
48107,01-014-064,1145,923,923,0,7,916,EGYENI,,
48109,01-014-065,1021,831,831,0,16,815,EGYENI,,
48111,01-014-066,1178,890,890,0,4,886,EGYENI,,
48113,01-014-067,1086,728,728,0,8,720,EGYENI,,
48115,01-014-068,1143,913,913,0,4,909,EGYENI,,
48117,01-014-069,1074,832,832,0,5,827,EGYENI,,
48119,01-014-070,1084,871,871,0,7,864,EGYENI,,
48121,01-014-071,1187,913,913,0,8,905,EGYENI,,
48123,01-014-072,1222,905,904,-1,5,899,EGYENI,,
48125,01-014-073,1332,1072,1069,-3,24,1045,EGYENI,,
48127,01-014-074,1213,895,894,-1,10,884,EGYENI,,
48129,01-014-075,1111,871,871,0,5,866,EGYENI,,
48131,01-015-001,827,662,662,0,1,661,EGYENI,,
48133,01-015-002,848,689,689,0,6,683,EGYENI,,
48135,01-015-003,1127,910,910,0,4,906,EGYENI,,
48137,01-015-004,918,694,694,0,3,691,EGYENI,,
48139,01-015-005,772,626,621,-5,4,617,EGYENI,,
48141,01-015-006,1097,853,852,-1,7,845,EGYENI,,
48143,01-015-007,784,603,602,-1,2,600,EGYENI,,
48145,01-015-008,767,597,597,0,1,596,EGYENI,,
48147,01-015-009,843,610,609,-1,5,604,EGYENI,,
48149,01-015-010,818,594,594,0,3,591,EGYENI,,
48151,01-015-011,819,605,605,0,5,600,EGYENI,,
48153,01-015-012,1105,762,762,0,8,754,EGYENI,,
48155,01-015-013,1191,793,793,0,4,789,EGYENI,,
48157,01-015-014,811,595,594,-1,2,592,EGYENI,,
48159,01-015-015,1079,585,584,-1,4,580,EGYENI,,
48161,01-015-016,1126,847,847,0,9,838,EGYENI,,
48163,01-015-017,766,573,569,-4,2,567,EGYENI,,
48165,01-015-018,782,569,569,0,4,565,EGYENI,,
48167,01-015-019,987,710,710,0,4,706,EGYENI,,
48169,01-015-020,1097,718,718,0,4,714,EGYENI,,
48171,01-015-021,1020,680,679,-1,1,678,EGYENI,,
48173,01-015-022,1074,806,806,0,4,802,EGYENI,,
48175,01-015-023,763,594,594,0,3,591,EGYENI,,
48177,01-015-024,981,749,748,-1,6,742,EGYENI,,
48179,01-015-025,943,766,766,0,8,758,EGYENI,,
48181,01-015-026,827,651,651,0,4,647,EGYENI,,
48183,01-015-027,901,703,703,0,5,698,EGYENI,,
48185,01-015-028,865,666,664,-2,3,661,EGYENI,,
48187,01-015-029,841,613,613,0,5,608,EGYENI,,
48189,01-015-030,701,549,549,0,2,547,EGYENI,,
48191,01-015-031,823,603,602,-1,2,600,EGYENI,,
48193,01-015-032,797,569,567,-2,2,565,EGYENI,,
48195,01-015-033,837,647,647,0,2,645,EGYENI,,
48197,01-015-034,689,570,569,-1,2,567,EGYENI,,
48199,01-015-035,1100,839,839,0,4,835,EGYENI,,
48201,01-015-036,851,657,656,-1,3,653,EGYENI,,
