JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,HATARIDOBEN_BEERKEZETT_SZAVAZASI_IRATOK,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
228858,01-011-038,805,674,674,0,2,672,EGYENI,,,
228860,01-011-039,727,591,591,0,5,586,EGYENI,,,
228862,01-011-040,910,790,790,0,8,782,EGYENI,,,
228864,01-011-041,933,802,796,-6,7,789,EGYENI,,,
228866,01-011-042,865,754,752,-2,6,746,EGYENI,,,
228868,01-011-043,769,668,668,0,5,663,EGYENI,,,
228870,01-011-044,921,809,808,-1,3,805,EGYENI,,,
228872,01-011-045,1103,968,963,-5,5,958,EGYENI,,,
228874,01-011-046,901,782,782,0,2,780,EGYENI,,,
228876,01-011-047,1069,905,903,-2,2,901,EGYENI,,,
228878,01-011-048,770,608,608,0,6,602,EGYENI,,,
228880,01-011-049,831,624,625,1,7,618,EGYENI,,,
228882,01-011-050,699,574,574,0,3,571,EGYENI,,,
228884,01-011-051,762,644,642,-2,7,635,EGYENI,,,
228886,01-011-052,741,597,591,-6,5,586,EGYENI,,,
228888,01-011-053,820,677,677,0,4,673,EGYENI,,,
228890,01-011-054,783,652,651,-1,2,649,EGYENI,,,
228892,01-011-055,717,586,586,0,4,582,EGYENI,,,
228894,01-011-056,658,501,501,0,5,496,EGYENI,,,
228896,01-011-057,1032,892,890,-2,4,886,EGYENI,,,
228898,01-011-058,958,824,817,-7,7,810,EGYENI,,,
228900,01-011-059,1079,883,881,-2,6,875,EGYENI,,,
228902,01-011-060,1169,1005,1005,0,2,1003,EGYENI,,,
228904,01-011-061,1067,876,873,-3,6,867,EGYENI,,,
228906,01-011-062,1014,820,820,0,3,817,EGYENI,,,
228908,01-011-063,912,739,739,0,4,735,EGYENI,,,
228910,01-011-064,762,590,591,1,11,580,EGYENI,,,
228912,01-011-065,980,758,757,-1,7,750,EGYENI,,,
228914,01-011-066,711,518,518,0,3,515,EGYENI,,,
228916,01-011-067,883,637,637,0,3,634,EGYENI,,,
228918,01-011-068,670,475,474,-1,4,470,EGYENI,,,
228920,01-011-069,706,540,540,0,9,531,EGYENI,,,
228922,01-011-070,952,797,795,-2,4,791,EGYENI,,,
228924,01-011-071,727,492,489,-3,5,484,EGYENI,,,
228926,01-011-072,615,472,473,1,7,466,EGYENI,,,
228928,01-011-073,862,645,645,0,9,636,EGYENI,,,
228930,01-011-074,979,763,762,-1,9,753,EGYENI,,,
228932,01-011-075,855,679,678,-1,8,670,EGYENI,,,
228934,01-011-076,627,467,467,0,4,463,EGYENI,,,
228936,01-011-077,4254,3910,3893,-17,25,3868,EGYENI,,,
228938,01-011-078,988,807,807,0,6,801,EGYENI,,,
228940,01-011-079,1111,850,850,0,6,844,EGYENI,,,
228942,01-011-080,1110,768,767,-1,8,759,EGYENI,,,
228944,01-011-081,1156,965,965,0,8,957,EGYENI,,,
228946,01-011-082,1023,781,782,1,13,769,EGYENI,,,
228948,01-011-083,767,604,604,0,3,601,EGYENI,,,
228950,01-011-084,783,583,583,0,3,580,EGYENI,,,
228952,01-011-085,1056,820,818,-2,8,810,EGYENI,,,
228954,01-011-086,986,769,758,-11,4,754,EGYENI,,,
228956,01-011-087,714,536,536,0,2,534,EGYENI,,,
228958,01-011-088,709,576,575,-1,9,566,EGYENI,,,
228960,01-011-089,987,763,761,-2,8,753,EGYENI,,,
228962,01-011-090,673,487,487,0,3,484,EGYENI,,,
228964,01-011-091,909,667,663,-4,12,651,EGYENI,,,
228966,01-011-092,602,473,473,0,6,467,EGYENI,,,
228968,01-011-093,730,554,553,-1,1,552,EGYENI,,,
228970,01-011-094,1046,803,800,-3,9,791,EGYENI,,,
228972,01-011-095,1033,710,709,-1,4,705,EGYENI,,,
228974,01-011-096,717,550,550,0,4,546,EGYENI,,,
228976,01-011-097,774,574,574,0,2,572,EGYENI,,,
228978,01-011-098,799,662,661,-1,7,654,EGYENI,,,
228980,01-011-099,937,788,791,3,27,764,EGYENI,,,
228982,01-011-100,1002,791,789,-2,10,779,EGYENI,,,
228984,01-011-101,827,631,631,0,9,622,EGYENI,,,
228986,01-011-102,719,535,535,0,5,530,EGYENI,,,
228988,01-011-103,664,487,485,-2,9,476,EGYENI,,,
228990,01-011-104,738,627,627,0,6,621,EGYENI,,,
228992,01-011-105,666,496,496,0,1,495,EGYENI,,,
228994,01-011-106,771,608,608,0,6,602,EGYENI,,,
228996,01-011-107,834,712,703,-9,5,698,EGYENI,,,
228998,01-011-108,800,680,681,1,12,669,EGYENI,,,
229000,01-011-109,949,783,779,-4,6,773,EGYENI,,,
229002,01-011-110,1026,867,866,-1,11,855,EGYENI,,,
229004,01-011-111,792,641,641,0,1,640,EGYENI,,,
229006,01-011-112,1152,955,950,-5,4,946,EGYENI,,,
229008,01-011-113,1010,572,572,0,8,564,EGYENI,,,
229010,01-011-114,805,604,604,0,10,594,EGYENI,,,
229012,01-011-115,0,0,0,0,0,0,EGYENI,,,
229014,01-012-001,643,521,523,2,17,506,EGYENI,,,
229016,01-012-002,643,492,492,0,7,485,EGYENI,,,
229018,01-012-003,475,352,352,0,4,348,EGYENI,,,
229020,01-012-004,702,597,597,0,1,596,EGYENI,,,
229022,01-012-005,569,416,415,-1,1,414,EGYENI,,,
229024,01-012-006,4632,4281,4249,-32,23,4226,EGYENI,,,
229026,01-012-007,714,560,560,0,7,553,EGYENI,,,
229028,01-012-008,771,620,619,-1,3,616,EGYENI,,,
229030,01-012-009,844,719,719,0,4,715,EGYENI,,,
229032,01-012-010,931,773,771,-2,3,768,EGYENI,,,
229034,01-012-011,725,591,591,0,4,587,EGYENI,,,
229036,01-012-012,880,720,720,0,6,714,EGYENI,,,
229038,01-012-013,584,473,473,0,3,470,EGYENI,,,
229040,01-012-014,619,500,490,-10,5,485,EGYENI,,,
229042,01-012-015,663,561,561,0,2,559,EGYENI,,,
229044,01-012-016,637,537,538,1,7,531,EGYENI,,,
229046,01-012-017,915,722,722,0,5,717,EGYENI,,,
229048,01-012-018,801,649,647,-2,14,633,EGYENI,,,
229050,01-012-019,724,586,588,2,13,575,EGYENI,,,
229052,01-012-020,706,600,600,0,3,597,EGYENI,,,
229054,01-012-021,691,550,548,-2,2,546,EGYENI,,,
229056,01-012-022,472,388,388,0,5,383,EGYENI,,,
229058,01-012-023,634,470,470,0,1,469,EGYENI,,,
229060,01-012-024,578,492,492,0,2,490,EGYENI,,,
229062,01-012-025,728,608,608,0,4,604,EGYENI,,,
229064,01-012-026,680,572,572,0,2,570,EGYENI,,,
229066,01-012-027,640,558,558,0,3,555,EGYENI,,,
229068,01-012-028,931,744,745,1,12,733,EGYENI,,,
229070,01-012-029,682,548,546,-2,1,545,EGYENI,,,
229072,01-012-030,868,724,724,0,5,719,EGYENI,,,
229074,01-012-031,658,528,528,0,5,523,EGYENI,,,
229076,01-012-032,760,643,642,-1,7,635,EGYENI,,,
229078,01-012-033,877,677,676,-1,6,670,EGYENI,,,
229080,01-012-034,809,684,677,-7,9,668,EGYENI,,,
229082,01-012-035,810,700,700,0,4,696,EGYENI,,,
229084,01-012-036,632,515,515,0,3,512,EGYENI,,,
229086,01-012-037,734,624,623,-1,5,618,EGYENI,,,
229088,01-012-038,890,754,754,0,5,749,EGYENI,,,
229090,01-012-039,952,810,811,1,10,801,EGYENI,,,
229092,01-012-040,705,611,611,0,3,608,EGYENI,,,
229094,01-012-041,510,421,420,-1,8,412,EGYENI,,,
229096,01-012-042,818,696,696,0,2,694,EGYENI,,,
229098,01-012-043,841,691,689,-2,4,685,EGYENI,,,
229100,01-012-044,928,764,764,0,4,760,EGYENI,,,
229102,01-012-045,623,493,494,1,9,485,EGYENI,,,
229104,01-012-046,922,747,745,-2,7,738,EGYENI,,,
229106,01-012-047,996,837,835,-2,2,833,EGYENI,,,
229108,01-012-048,787,606,606,0,6,600,EGYENI,,,
229110,01-012-049,808,661,660,-1,5,655,EGYENI,,,
229112,01-012-050,754,632,632,0,2,630,EGYENI,,,
229114,01-012-051,552,453,453,0,0,453,EGYENI,,,
229116,01-012-052,831,697,695,-2,3,692,EGYENI,,,
229118,01-012-053,829,678,677,-1,6,671,EGYENI,,,
229120,01-012-054,656,521,523,2,19,504,EGYENI,,,
229122,01-012-055,664,543,543,0,4,539,EGYENI,,,
229124,01-012-099,0,0,0,0,0,0,EGYENI,,,
229126,01-013-001,946,637,635,-2,7,628,EGYENI,,,
229128,01-013-002,896,654,654,0,4,650,EGYENI,,,
229130,01-013-003,866,662,662,0,2,660,EGYENI,,,
229132,01-013-004,852,663,663,0,6,657,EGYENI,,,
229134,01-013-005,854,699,696,-3,6,690,EGYENI,,,
229136,01-013-006,1091,830,828,-2,8,820,EGYENI,,,
229138,01-013-007,940,693,693,0,4,689,EGYENI,,,
229140,01-013-008,1014,739,740,1,14,726,EGYENI,,,
229142,01-013-009,1008,788,787,-1,12,775,EGYENI,,,
229144,01-013-010,959,757,756,-1,8,748,EGYENI,,,
229146,01-013-011,703,562,558,-4,0,558,EGYENI,,,
229148,01-013-012,861,632,632,0,5,627,EGYENI,,,
229150,01-013-013,927,701,701,0,6,695,EGYENI,,,
229152,01-013-014,953,723,723,0,4,719,EGYENI,,,
229154,01-013-015,1001,750,746,-4,5,741,EGYENI,,,
229156,01-013-016,794,625,625,0,0,625,EGYENI,,,
229158,01-013-017,992,783,783,0,7,776,EGYENI,,,
229160,01-013-018,995,759,759,0,14,745,EGYENI,,,
229162,01-013-019,1033,793,791,-2,3,788,EGYENI,,,
229164,01-013-020,1120,797,797,0,6,791,EGYENI,,,
229166,01-013-021,1065,813,813,0,7,806,EGYENI,,,
229168,01-013-022,1121,813,812,-1,2,810,EGYENI,,,
229170,01-013-023,1115,871,870,-1,8,862,EGYENI,,,
229172,01-013-024,1059,782,781,-1,7,774,EGYENI,,,
229174,01-013-025,816,621,619,-2,10,609,EGYENI,,,
229176,01-013-026,920,582,582,0,6,576,EGYENI,,,
229178,01-013-027,1092,736,736,0,4,732,EGYENI,,,
229180,01-013-028,830,656,656,0,11,645,EGYENI,,,
229182,01-013-029,932,740,740,0,7,733,EGYENI,,,
229184,01-013-030,923,710,710,0,13,697,EGYENI,,,
229186,01-013-031,885,702,702,0,5,697,EGYENI,,,
229188,01-013-032,897,707,707,0,7,700,EGYENI,,,
229190,01-013-033,933,622,623,1,18,605,EGYENI,,,
229192,01-013-034,1070,561,560,-1,0,560,EGYENI,,,
229194,01-013-035,1021,774,772,-2,11,761,EGYENI,,,
229196,01-013-036,1045,709,709,0,7,702,EGYENI,,,
229198,01-013-037,1112,838,837,-1,5,832,EGYENI,,,
229200,01-013-038,1000,724,723,-1,9,714,EGYENI,,,
229202,01-013-039,1200,946,938,-8,8,930,EGYENI,,,
229204,01-013-040,809,293,293,0,8,285,EGYENI,,,
229206,01-013-041,881,583,582,-1,6,576,EGYENI,,,
229208,01-013-042,966,695,695,0,9,686,EGYENI,,,
229210,01-013-043,661,399,399,0,2,397,EGYENI,,,
229212,01-013-044,916,719,719,0,4,715,EGYENI,,,
229214,01-013-045,978,544,542,-2,4,538,EGYENI,,,
229216,01-013-046,902,481,481,0,5,476,EGYENI,,,
229218,01-013-047,1013,742,740,-2,7,733,EGYENI,,,
229220,01-013-048,1207,848,847,-1,10,837,EGYENI,,,
229222,01-013-049,1083,752,750,-2,7,743,EGYENI,,,
229224,01-013-050,967,741,740,-1,5,735,EGYENI,,,
229226,01-013-051,981,743,743,0,5,738,EGYENI,,,
229228,01-013-052,954,589,588,-1,6,582,EGYENI,,,
229230,01-013-053,1016,825,823,-2,1,822,EGYENI,,,
229232,01-013-054,823,633,633,0,6,627,EGYENI,,,
229234,01-013-055,819,616,616,0,10,606,EGYENI,,,
229236,01-013-056,719,529,528,-1,3,525,EGYENI,,,
229238,01-013-057,1077,858,856,-2,4,852,EGYENI,,,
229240,01-013-058,1185,801,800,-1,5,795,EGYENI,,,
229242,01-013-059,1139,859,859,0,9,850,EGYENI,,,
229244,01-013-060,989,766,765,-1,6,759,EGYENI,,,
229246,01-013-061,871,644,644,0,6,638,EGYENI,,,
229248,01-013-062,5009,4537,4536,-1,24,4512,EGYENI,,,
229250,01-013-063,1288,973,971,-2,5,966,EGYENI,,,
229252,01-013-064,1061,781,781,0,6,775,EGYENI,,,
229254,01-013-065,882,655,655,0,4,651,EGYENI,,,
229256,01-013-066,825,636,636,0,8,628,EGYENI,,,
229258,01-013-067,1092,871,871,0,6,865,EGYENI,,,
229260,01-013-068,1166,929,929,0,7,922,EGYENI,,,
229262,01-013-069,1046,824,824,0,7,817,EGYENI,,,
229264,01-013-070,878,649,646,-3,6,640,EGYENI,,,
229266,01-013-071,1094,745,744,-1,8,736,EGYENI,,,
229268,01-013-072,717,518,518,0,5,513,EGYENI,,,
229270,01-013-073,1113,802,802,0,9,793,EGYENI,,,
229272,01-013-074,1011,711,711,0,7,704,EGYENI,,,
229274,01-013-075,892,682,680,-2,10,670,EGYENI,,,
229276,01-013-076,1301,744,744,0,7,737,EGYENI,,,
229278,01-013-077,1163,935,935,0,7,928,EGYENI,,,
229280,01-013-078,831,615,615,0,7,608,EGYENI,,,
229282,01-013-079,1102,865,865,0,8,857,EGYENI,,,
229284,01-013-080,975,749,748,-1,10,738,EGYENI,,,
229286,01-013-081,741,582,577,-5,2,575,EGYENI,,,
229288,01-013-082,1190,911,911,0,9,902,EGYENI,,,
229290,01-013-083,1282,959,956,-3,11,945,EGYENI,,,
229292,01-013-084,1109,857,857,0,8,849,EGYENI,,,
229294,01-013-085,1191,866,866,0,5,861,EGYENI,,,
229296,01-013-086,682,459,458,-1,4,454,EGYENI,,,
229298,01-013-087,961,736,736,0,3,733,EGYENI,,,
229300,01-013-088,0,0,0,0,0,0,EGYENI,,,
229302,01-014-001,1073,821,821,0,8,813,EGYENI,,,
229304,01-014-002,1089,793,793,0,6,787,EGYENI,,,
229306,01-014-003,1101,883,882,-1,5,877,EGYENI,,,
229308,01-014-004,1170,889,889,0,3,886,EGYENI,,,
229310,01-014-005,1394,1033,1033,0,9,1024,EGYENI,,,
229312,01-014-006,1121,846,846,0,6,840,EGYENI,,,
229314,01-014-007,1084,784,786,2,17,769,EGYENI,,,
229316,01-014-008,1083,771,771,0,8,763,EGYENI,,,
229318,01-014-009,1033,737,736,-1,6,730,EGYENI,,,
229320,01-014-010,1003,736,735,-1,2,733,EGYENI,,,
229322,01-014-011,1175,858,858,0,3,855,EGYENI,,,
229324,01-014-012,1054,775,773,-2,9,764,EGYENI,,,
229326,01-014-013,4502,4014,4002,-12,19,3983,EGYENI,,,
229328,01-014-014,1243,684,683,-1,5,678,EGYENI,,,
229330,01-014-015,988,707,707,0,2,705,EGYENI,,,
229332,01-014-016,1253,1001,1001,0,14,987,EGYENI,,,
229334,01-014-017,1087,824,816,-8,4,812,EGYENI,,,
229336,01-014-018,1128,824,822,-2,7,815,EGYENI,,,
229338,01-014-019,1193,913,914,1,11,903,EGYENI,,,
229340,01-014-020,1185,900,899,-1,4,895,EGYENI,,,
229342,01-014-021,1273,971,967,-4,12,955,EGYENI,,,
229344,01-014-022,1153,780,780,0,9,771,EGYENI,,,
229346,01-014-023,1224,628,628,0,6,622,EGYENI,,,
229348,01-014-024,1106,799,800,1,13,787,EGYENI,,,
229350,01-014-025,1191,916,918,2,20,898,EGYENI,,,
229352,01-014-026,1112,831,831,0,9,822,EGYENI,,,
229354,01-014-027,1109,858,858,0,5,853,EGYENI,,,
229356,01-014-028,1035,715,713,-2,2,711,EGYENI,,,
229358,01-014-029,1142,883,882,-1,5,877,EGYENI,,,
229360,01-014-030,1138,883,883,0,2,881,EGYENI,,,
229362,01-014-031,1355,861,861,0,8,853,EGYENI,,,
229364,01-014-032,1091,846,846,0,13,833,EGYENI,,,
229366,01-014-033,1131,944,943,-1,9,934,EGYENI,,,
229368,01-014-034,1133,904,894,-10,3,891,EGYENI,,,
229370,01-014-035,1134,945,944,-1,5,939,EGYENI,,,
229372,01-014-036,1130,945,936,-9,7,929,EGYENI,,,
229374,01-014-037,1238,1013,1012,-1,7,1005,EGYENI,,,
229376,01-014-038,1213,977,975,-2,7,968,EGYENI,,,
229378,01-014-039,983,804,802,-2,3,799,EGYENI,,,
229380,01-014-040,1048,822,820,-2,24,796,EGYENI,,,
229382,01-014-041,1178,948,948,0,6,942,EGYENI,,,
229384,01-014-042,1036,860,860,0,12,848,EGYENI,,,
229386,01-014-043,1347,1104,1106,2,32,1074,EGYENI,,,
229388,01-014-044,1151,936,936,0,12,924,EGYENI,,,
229390,01-014-045,1100,798,798,0,12,786,EGYENI,,,
229392,01-014-046,1059,796,795,-1,10,785,EGYENI,,,
229394,01-014-047,1237,953,951,-2,7,944,EGYENI,,,
229396,01-014-048,988,694,694,0,10,684,EGYENI,,,
229398,01-014-049,1147,833,835,2,27,808,EGYENI,,,
229400,01-014-050,1034,733,731,-2,4,727,EGYENI,,,
229402,01-014-051,1086,814,814,0,6,808,EGYENI,,,
229404,01-014-052,1016,693,693,0,4,689,EGYENI,,,
229406,01-014-053,998,712,710,-2,5,705,EGYENI,,,
229408,01-014-054,1025,747,746,-1,7,739,EGYENI,,,
229410,01-014-055,1166,899,900,1,9,891,EGYENI,,,
229412,01-014-056,1092,851,851,0,6,845,EGYENI,,,
229414,01-014-057,1164,855,852,-3,7,845,EGYENI,,,
229416,01-014-058,939,680,678,-2,6,672,EGYENI,,,
229418,01-014-059,1069,775,770,-5,6,764,EGYENI,,,
229420,01-014-060,1146,899,898,-1,16,882,EGYENI,,,
229422,01-014-061,1213,1036,1036,0,13,1023,EGYENI,,,
229424,01-014-062,1117,910,909,-1,6,903,EGYENI,,,
229426,01-014-063,1044,869,869,0,11,858,EGYENI,,,
229428,01-014-064,1044,835,833,-2,8,825,EGYENI,,,
229430,01-014-065,1205,991,989,-2,8,981,EGYENI,,,
229432,01-014-066,1249,927,924,-3,5,919,EGYENI,,,
229434,01-014-067,1050,731,730,-1,8,722,EGYENI,,,
229436,01-014-068,1099,889,889,0,7,882,EGYENI,,,
229438,01-014-069,1047,782,779,-3,6,773,EGYENI,,,
229440,01-014-070,1033,843,843,0,5,838,EGYENI,,,
229442,01-014-071,1061,776,776,0,9,767,EGYENI,,,
229444,01-014-072,1072,791,790,-1,11,779,EGYENI,,,
229446,01-014-073,1107,857,856,-1,5,851,EGYENI,,,
229448,01-014-074,1132,810,810,0,4,806,EGYENI,,,
229450,01-014-075,995,780,781,1,15,766,EGYENI,,,
229452,01-014-076,0,0,0,0,0,0,EGYENI,,,
229454,01-015-001,848,685,685,0,2,683,EGYENI,,,
229456,01-015-002,827,666,666,0,5,661,EGYENI,,,
229458,01-015-003,1077,853,852,-1,8,844,EGYENI,,,
229460,01-015-004,901,701,701,0,6,695,EGYENI,,,
229462,01-015-005,738,604,604,0,5,599,EGYENI,,,
229464,01-015-006,1042,805,804,-1,2,802,EGYENI,,,
229466,01-015-007,728,563,563,0,4,559,EGYENI,,,
229468,01-015-008,709,546,546,0,1,545,EGYENI,,,
229470,01-015-009,854,620,620,0,8,612,EGYENI,,,
229472,01-015-010,784,569,569,0,7,562,EGYENI,,,
229474,01-015-011,810,580,579,-1,9,570,EGYENI,,,
229476,01-015-012,1064,744,743,-1,5,738,EGYENI,,,
229478,01-015-013,1217,842,844,2,19,825,EGYENI,,,
229480,01-015-014,804,603,601,-2,2,599,EGYENI,,,
229482,01-015-015,976,514,514,0,3,511,EGYENI,,,
229484,01-015-016,1117,850,850,0,4,846,EGYENI,,,
229486,01-015-017,731,544,541,-3,10,531,EGYENI,,,
229488,01-015-018,739,539,539,0,4,535,EGYENI,,,
229490,01-015-019,983,715,715,0,4,711,EGYENI,,,
229492,01-015-020,1067,761,761,0,6,755,EGYENI,,,
229494,01-015-021,981,665,664,-1,4,660,EGYENI,,,
229496,01-015-022,1071,768,766,-2,8,758,EGYENI,,,
229498,01-015-023,726,584,583,-1,7,576,EGYENI,,,
229500,01-015-024,971,731,730,-1,13,717,EGYENI,,,
229502,01-015-025,977,759,758,-1,11,747,EGYENI,,,
