TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,04-014-004,SMS,0
Listas,2014EP,04-014-005,FIDESZ-KDNP,89
Listas,2014EP,04-014-005,DEMOKRATIKUS KOALÍCIÓ,40
Listas,2014EP,04-014-005,JOBBIK,24
Listas,2014EP,04-014-005,MSZP,21
Listas,2014EP,04-014-005,EGYÜTT-PM,10
Listas,2014EP,04-014-005,A HAZA NEM ELADÓ,7
Listas,2014EP,04-014-005,LMP,2
Listas,2014EP,04-014-005,SMS,2
Listas,2014EP,04-015-001,FIDESZ-KDNP,77
Listas,2014EP,04-015-001,JOBBIK,32
Listas,2014EP,04-015-001,MSZP,20
Listas,2014EP,04-015-001,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-015-001,EGYÜTT-PM,6
Listas,2014EP,04-015-001,A HAZA NEM ELADÓ,3
Listas,2014EP,04-015-001,LMP,3
Listas,2014EP,04-015-001,SMS,0
Listas,2014EP,04-015-002,FIDESZ-KDNP,92
Listas,2014EP,04-015-002,JOBBIK,21
Listas,2014EP,04-015-002,MSZP,17
Listas,2014EP,04-015-002,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-015-002,LMP,7
Listas,2014EP,04-015-002,EGYÜTT-PM,4
Listas,2014EP,04-015-002,A HAZA NEM ELADÓ,1
Listas,2014EP,04-015-002,SMS,0
Listas,2014EP,04-015-003,FIDESZ-KDNP,107
Listas,2014EP,04-015-003,JOBBIK,23
Listas,2014EP,04-015-003,MSZP,15
Listas,2014EP,04-015-003,LMP,7
Listas,2014EP,04-015-003,EGYÜTT-PM,7
Listas,2014EP,04-015-003,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,04-015-003,SMS,2
Listas,2014EP,04-015-003,A HAZA NEM ELADÓ,0
Listas,2014EP,04-015-004,FIDESZ-KDNP,91
Listas,2014EP,04-015-004,JOBBIK,34
Listas,2014EP,04-015-004,MSZP,18
Listas,2014EP,04-015-004,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-015-004,LMP,7
Listas,2014EP,04-015-004,EGYÜTT-PM,5
Listas,2014EP,04-015-004,A HAZA NEM ELADÓ,1
Listas,2014EP,04-015-004,SMS,0
Listas,2014EP,04-015-005,FIDESZ-KDNP,104
Listas,2014EP,04-015-005,MSZP,35
Listas,2014EP,04-015-005,JOBBIK,24
Listas,2014EP,04-015-005,LMP,4
Listas,2014EP,04-015-005,EGYÜTT-PM,1
Listas,2014EP,04-015-005,A HAZA NEM ELADÓ,0
Listas,2014EP,04-015-005,SMS,0
Listas,2014EP,04-015-005,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,04-015-006,FIDESZ-KDNP,96
Listas,2014EP,04-015-006,JOBBIK,20
Listas,2014EP,04-015-006,MSZP,15
Listas,2014EP,04-015-006,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,04-015-006,LMP,6
Listas,2014EP,04-015-006,A HAZA NEM ELADÓ,4
Listas,2014EP,04-015-006,EGYÜTT-PM,4
Listas,2014EP,04-015-006,SMS,2
Listas,2014EP,04-015-007,FIDESZ-KDNP,102
Listas,2014EP,04-015-007,JOBBIK,29
Listas,2014EP,04-015-007,MSZP,8
Listas,2014EP,04-015-007,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,04-015-007,EGYÜTT-PM,5
Listas,2014EP,04-015-007,LMP,5
Listas,2014EP,04-015-007,A HAZA NEM ELADÓ,2
Listas,2014EP,04-015-007,SMS,0
Listas,2014EP,04-015-008,FIDESZ-KDNP,86
Listas,2014EP,04-015-008,JOBBIK,27
Listas,2014EP,04-015-008,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-015-008,MSZP,9
Listas,2014EP,04-015-008,LMP,6
Listas,2014EP,04-015-008,EGYÜTT-PM,4
Listas,2014EP,04-015-008,SMS,4
Listas,2014EP,04-015-008,A HAZA NEM ELADÓ,2
Listas,2014EP,04-016-001,FIDESZ-KDNP,107
Listas,2014EP,04-016-001,JOBBIK,19
Listas,2014EP,04-016-001,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,04-016-001,LMP,5
Listas,2014EP,04-016-001,MSZP,4
Listas,2014EP,04-016-001,A HAZA NEM ELADÓ,1
Listas,2014EP,04-016-001,SMS,0
Listas,2014EP,04-016-001,EGYÜTT-PM,0
Listas,2014EP,04-016-002,FIDESZ-KDNP,59
Listas,2014EP,04-016-002,JOBBIK,23
Listas,2014EP,04-016-002,MSZP,13
Listas,2014EP,04-016-002,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,04-016-002,LMP,5
Listas,2014EP,04-016-002,A HAZA NEM ELADÓ,3
Listas,2014EP,04-016-002,EGYÜTT-PM,2
Listas,2014EP,04-016-002,SMS,0
Listas,2014EP,04-016-003,FIDESZ-KDNP,96
Listas,2014EP,04-016-003,JOBBIK,22
Listas,2014EP,04-016-003,MSZP,15
Listas,2014EP,04-016-003,A HAZA NEM ELADÓ,10
Listas,2014EP,04-016-003,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-016-003,EGYÜTT-PM,4
Listas,2014EP,04-016-003,LMP,3
Listas,2014EP,04-016-003,SMS,0
Listas,2014EP,04-016-004,FIDESZ-KDNP,81
Listas,2014EP,04-016-004,MSZP,20
Listas,2014EP,04-016-004,JOBBIK,18
Listas,2014EP,04-016-004,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-016-004,A HAZA NEM ELADÓ,9
Listas,2014EP,04-016-004,LMP,1
Listas,2014EP,04-016-004,EGYÜTT-PM,1
Listas,2014EP,04-016-004,SMS,1
Listas,2014EP,04-016-005,FIDESZ-KDNP,68
Listas,2014EP,04-016-005,JOBBIK,30
Listas,2014EP,04-016-005,MSZP,17
Listas,2014EP,04-016-005,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,04-016-005,LMP,6
Listas,2014EP,04-016-005,A HAZA NEM ELADÓ,3
Listas,2014EP,04-016-005,EGYÜTT-PM,1
Listas,2014EP,04-016-005,SMS,0
Listas,2014EP,04-017-001,FIDESZ-KDNP,82
Listas,2014EP,04-017-001,JOBBIK,33
Listas,2014EP,04-017-001,MSZP,15
Listas,2014EP,04-017-001,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,04-017-001,LMP,1
Listas,2014EP,04-017-001,EGYÜTT-PM,1
Listas,2014EP,04-017-001,A HAZA NEM ELADÓ,1
Listas,2014EP,04-017-001,SMS,0
Listas,2014EP,04-017-002,FIDESZ-KDNP,102
Listas,2014EP,04-017-002,JOBBIK,19
Listas,2014EP,04-017-002,MSZP,13
Listas,2014EP,04-017-002,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,04-017-002,LMP,4
Listas,2014EP,04-017-002,SMS,2
Listas,2014EP,04-017-002,EGYÜTT-PM,1
Listas,2014EP,04-017-002,A HAZA NEM ELADÓ,1
Listas,2014EP,04-017-003,FIDESZ-KDNP,42
Listas,2014EP,04-017-003,JOBBIK,21
Listas,2014EP,04-017-003,MSZP,15
Listas,2014EP,04-017-003,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,04-017-003,EGYÜTT-PM,4
Listas,2014EP,04-017-003,A HAZA NEM ELADÓ,1
Listas,2014EP,04-017-003,LMP,0
Listas,2014EP,04-017-003,SMS,0
Listas,2014EP,04-018-001,FIDESZ-KDNP,78
Listas,2014EP,04-018-001,JOBBIK,40
Listas,2014EP,04-018-001,MSZP,24
Listas,2014EP,04-018-001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,04-018-001,LMP,5
Listas,2014EP,04-018-001,A HAZA NEM ELADÓ,1
Listas,2014EP,04-018-001,EGYÜTT-PM,0
Listas,2014EP,04-018-001,SMS,0
Listas,2014EP,04-019-001,FIDESZ-KDNP,42
Listas,2014EP,04-019-001,JOBBIK,21
Listas,2014EP,04-019-001,MSZP,5
Listas,2014EP,04-019-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,04-019-001,A HAZA NEM ELADÓ,2
Listas,2014EP,04-019-001,LMP,2
Listas,2014EP,04-019-001,EGYÜTT-PM,1
Listas,2014EP,04-019-001,SMS,0
Listas,2014EP,04-019-002,FIDESZ-KDNP,48
Listas,2014EP,04-019-002,JOBBIK,25
Listas,2014EP,04-019-002,MSZP,19
Listas,2014EP,04-019-002,EGYÜTT-PM,3
Listas,2014EP,04-019-002,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,04-019-002,SMS,2
Listas,2014EP,04-019-002,LMP,1
Listas,2014EP,04-019-002,A HAZA NEM ELADÓ,0
Listas,2014EP,04-020-001,FIDESZ-KDNP,49
Listas,2014EP,04-020-001,MSZP,20
Listas,2014EP,04-020-001,JOBBIK,19
Listas,2014EP,04-020-001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,04-020-001,EGYÜTT-PM,4
Listas,2014EP,04-020-001,A HAZA NEM ELADÓ,1
Listas,2014EP,04-020-001,LMP,1
Listas,2014EP,04-020-001,SMS,0
Listas,2014EP,04-020-002,FIDESZ-KDNP,109
Listas,2014EP,04-020-002,JOBBIK,21
Listas,2014EP,04-020-002,MSZP,19
Listas,2014EP,04-020-002,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,04-020-002,A HAZA NEM ELADÓ,7
Listas,2014EP,04-020-002,EGYÜTT-PM,2
Listas,2014EP,04-020-002,LMP,2
Listas,2014EP,04-020-002,SMS,1
Listas,2014EP,04-020-003,FIDESZ-KDNP,50
Listas,2014EP,04-020-003,MSZP,24
Listas,2014EP,04-020-003,JOBBIK,24
Listas,2014EP,04-020-003,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,04-020-003,A HAZA NEM ELADÓ,2
Listas,2014EP,04-020-003,EGYÜTT-PM,2
Listas,2014EP,04-020-003,SMS,1
Listas,2014EP,04-020-003,LMP,0
Listas,2014EP,04-020-004,FIDESZ-KDNP,109
Listas,2014EP,04-020-004,MSZP,20
Listas,2014EP,04-020-004,JOBBIK,14
Listas,2014EP,04-020-004,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,04-020-004,A HAZA NEM ELADÓ,8
Listas,2014EP,04-020-004,LMP,5
Listas,2014EP,04-020-004,EGYÜTT-PM,4
Listas,2014EP,04-020-004,SMS,0
Listas,2014EP,04-020-005,FIDESZ-KDNP,93
Listas,2014EP,04-020-005,MSZP,34
Listas,2014EP,04-020-005,JOBBIK,14
Listas,2014EP,04-020-005,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,04-020-005,A HAZA NEM ELADÓ,10
Listas,2014EP,04-020-005,EGYÜTT-PM,5
Listas,2014EP,04-020-005,LMP,4
Listas,2014EP,04-020-005,SMS,1
Listas,2014EP,04-020-006,FIDESZ-KDNP,40
Listas,2014EP,04-020-006,MSZP,12
Listas,2014EP,04-020-006,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,04-020-006,JOBBIK,6
Listas,2014EP,04-020-006,A HAZA NEM ELADÓ,2
Listas,2014EP,04-020-006,LMP,2
Listas,2014EP,04-020-006,SMS,1
Listas,2014EP,04-020-006,EGYÜTT-PM,1
Listas,2014EP,04-021-001,FIDESZ-KDNP,68
Listas,2014EP,04-021-001,JOBBIK,20
Listas,2014EP,04-021-001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,04-021-001,MSZP,7
Listas,2014EP,04-021-001,EGYÜTT-PM,2
Listas,2014EP,04-021-001,LMP,1
Listas,2014EP,04-021-001,A HAZA NEM ELADÓ,0
Listas,2014EP,04-021-001,SMS,0
Listas,2014EP,04-021-002,FIDESZ-KDNP,99
Listas,2014EP,04-021-002,JOBBIK,26
Listas,2014EP,04-021-002,MSZP,16
Listas,2014EP,04-021-002,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,04-021-002,LMP,11
Listas,2014EP,04-021-002,EGYÜTT-PM,4
Listas,2014EP,04-021-002,A HAZA NEM ELADÓ,2
Listas,2014EP,04-021-002,SMS,1
Listas,2014EP,04-021-003,FIDESZ-KDNP,75
Listas,2014EP,04-021-003,JOBBIK,31
Listas,2014EP,04-021-003,MSZP,29
Listas,2014EP,04-021-003,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,04-021-003,EGYÜTT-PM,11
Listas,2014EP,04-021-003,LMP,5
Listas,2014EP,04-021-003,A HAZA NEM ELADÓ,2
Listas,2014EP,04-021-003,SMS,1
Listas,2014EP,04-021-004,FIDESZ-KDNP,86
Listas,2014EP,04-021-004,JOBBIK,30
Listas,2014EP,04-021-004,MSZP,21
Listas,2014EP,04-021-004,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-021-004,LMP,6
Listas,2014EP,04-021-004,EGYÜTT-PM,5
Listas,2014EP,04-021-004,A HAZA NEM ELADÓ,4
Listas,2014EP,04-021-004,SMS,1
Listas,2014EP,04-021-005,FIDESZ-KDNP,70
Listas,2014EP,04-021-005,MSZP,16
Listas,2014EP,04-021-005,JOBBIK,10
Listas,2014EP,04-021-005,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-021-005,LMP,3
Listas,2014EP,04-021-005,EGYÜTT-PM,3
Listas,2014EP,04-021-005,A HAZA NEM ELADÓ,2
Listas,2014EP,04-021-005,SMS,0
Listas,2014EP,04-021-006,FIDESZ-KDNP,83
Listas,2014EP,04-021-006,JOBBIK,31
Listas,2014EP,04-021-006,MSZP,30
Listas,2014EP,04-021-006,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,04-021-006,EGYÜTT-PM,6
Listas,2014EP,04-021-006,LMP,5
Listas,2014EP,04-021-006,A HAZA NEM ELADÓ,4
Listas,2014EP,04-021-006,SMS,0
Listas,2014EP,04-021-007,FIDESZ-KDNP,98
Listas,2014EP,04-021-007,JOBBIK,30
Listas,2014EP,04-021-007,MSZP,17
Listas,2014EP,04-021-007,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,04-021-007,A HAZA NEM ELADÓ,8
Listas,2014EP,04-021-007,LMP,4
Listas,2014EP,04-021-007,EGYÜTT-PM,1
Listas,2014EP,04-021-007,SMS,0
Listas,2014EP,04-022-001,FIDESZ-KDNP,97
Listas,2014EP,04-022-001,JOBBIK,27
Listas,2014EP,04-022-001,MSZP,15
Listas,2014EP,04-022-001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,04-022-001,A HAZA NEM ELADÓ,4
Listas,2014EP,04-022-001,EGYÜTT-PM,4
Listas,2014EP,04-022-001,LMP,1
Listas,2014EP,04-022-001,SMS,0
Listas,2014EP,04-022-002,FIDESZ-KDNP,106
Listas,2014EP,04-022-002,JOBBIK,48
Listas,2014EP,04-022-002,MSZP,35
Listas,2014EP,04-022-002,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,04-022-002,LMP,8
Listas,2014EP,04-022-002,EGYÜTT-PM,3
Listas,2014EP,04-022-002,A HAZA NEM ELADÓ,1
Listas,2014EP,04-022-002,SMS,0
Listas,2014EP,04-022-003,FIDESZ-KDNP,105
Listas,2014EP,04-022-003,JOBBIK,40
Listas,2014EP,04-022-003,MSZP,33
Listas,2014EP,04-022-003,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,04-022-003,EGYÜTT-PM,5
Listas,2014EP,04-022-003,A HAZA NEM ELADÓ,4
Listas,2014EP,04-022-003,LMP,3
Listas,2014EP,04-022-003,SMS,0
Listas,2014EP,04-023-001,FIDESZ-KDNP,145
Listas,2014EP,04-023-001,JOBBIK,35
Listas,2014EP,04-023-001,MSZP,14
Listas,2014EP,04-023-001,EGYÜTT-PM,7
Listas,2014EP,04-023-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,04-023-001,LMP,3
Listas,2014EP,04-023-001,A HAZA NEM ELADÓ,1
Listas,2014EP,04-023-001,SMS,0
Listas,2014EP,04-023-002,FIDESZ-KDNP,141
Listas,2014EP,04-023-002,JOBBIK,27
Listas,2014EP,04-023-002,MSZP,21
Listas,2014EP,04-023-002,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,04-023-002,LMP,3
Listas,2014EP,04-023-002,EGYÜTT-PM,0
Listas,2014EP,04-023-002,SMS,0
Listas,2014EP,04-023-002,A HAZA NEM ELADÓ,0
Listas,2014EP,04-024-001,FIDESZ-KDNP,69
Listas,2014EP,04-024-001,JOBBIK,27
Listas,2014EP,04-024-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,04-024-001,MSZP,6
Listas,2014EP,04-024-001,LMP,3
Listas,2014EP,04-024-001,EGYÜTT-PM,1
Listas,2014EP,04-024-001,A HAZA NEM ELADÓ,1
Listas,2014EP,04-024-001,SMS,0
Listas,2014EP,04-025-001,FIDESZ-KDNP,121
Listas,2014EP,04-025-001,JOBBIK,40
Listas,2014EP,04-025-001,MSZP,30
Listas,2014EP,04-025-001,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,04-025-001,LMP,8
Listas,2014EP,04-025-001,A HAZA NEM ELADÓ,5
Listas,2014EP,04-025-001,EGYÜTT-PM,4
Listas,2014EP,04-025-001,SMS,1
Listas,2014EP,04-025-002,FIDESZ-KDNP,77
Listas,2014EP,04-025-002,MSZP,40
Listas,2014EP,04-025-002,JOBBIK,39
Listas,2014EP,04-025-002,DEMOKRATIKUS KOALÍCIÓ,31
Listas,2014EP,04-025-002,EGYÜTT-PM,12
Listas,2014EP,04-025-002,LMP,9
Listas,2014EP,04-025-002,A HAZA NEM ELADÓ,4
Listas,2014EP,04-025-002,SMS,1
Listas,2014EP,04-025-003,FIDESZ-KDNP,75
Listas,2014EP,04-025-003,JOBBIK,37
Listas,2014EP,04-025-003,MSZP,25
Listas,2014EP,04-025-003,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,04-025-003,LMP,13
Listas,2014EP,04-025-003,EGYÜTT-PM,5
Listas,2014EP,04-025-003,A HAZA NEM ELADÓ,2
Listas,2014EP,04-025-003,SMS,0
Listas,2014EP,04-025-004,FIDESZ-KDNP,80
Listas,2014EP,04-025-004,JOBBIK,43
Listas,2014EP,04-025-004,MSZP,20
Listas,2014EP,04-025-004,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,04-025-004,LMP,11
Listas,2014EP,04-025-004,EGYÜTT-PM,10
Listas,2014EP,04-025-004,A HAZA NEM ELADÓ,9
Listas,2014EP,04-025-004,SMS,6
Listas,2014EP,04-025-005,FIDESZ-KDNP,116
Listas,2014EP,04-025-005,JOBBIK,41
Listas,2014EP,04-025-005,MSZP,20
Listas,2014EP,04-025-005,DEMOKRATIKUS KOALÍCIÓ,19
Listas,2014EP,04-025-005,LMP,15
Listas,2014EP,04-025-005,EGYÜTT-PM,9
Listas,2014EP,04-025-005,A HAZA NEM ELADÓ,7
Listas,2014EP,04-025-005,SMS,0
Listas,2014EP,04-025-006,FIDESZ-KDNP,71
Listas,2014EP,04-025-006,JOBBIK,39
Listas,2014EP,04-025-006,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,04-025-006,MSZP,25
Listas,2014EP,04-025-006,EGYÜTT-PM,13
Listas,2014EP,04-025-006,LMP,11
Listas,2014EP,04-025-006,A HAZA NEM ELADÓ,2
Listas,2014EP,04-025-006,SMS,1
Listas,2014EP,04-025-007,FIDESZ-KDNP,59
Listas,2014EP,04-025-007,JOBBIK,46
Listas,2014EP,04-025-007,MSZP,17
Listas,2014EP,04-025-007,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,04-025-007,EGYÜTT-PM,1
Listas,2014EP,04-025-007,LMP,1
Listas,2014EP,04-025-007,A HAZA NEM ELADÓ,1
Listas,2014EP,04-025-007,SMS,0
Listas,2014EP,04-025-008,FIDESZ-KDNP,56
Listas,2014EP,04-025-008,JOBBIK,31
Listas,2014EP,04-025-008,MSZP,11
Listas,2014EP,04-025-008,LMP,9
Listas,2014EP,04-025-008,A HAZA NEM ELADÓ,7
Listas,2014EP,04-025-008,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,04-025-008,EGYÜTT-PM,3
Listas,2014EP,04-025-008,SMS,0
Listas,2014EP,04-025-009,FIDESZ-KDNP,63
Listas,2014EP,04-025-009,JOBBIK,42
Listas,2014EP,04-025-009,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,04-025-009,MSZP,10
Listas,2014EP,04-025-009,LMP,6
Listas,2014EP,04-025-009,EGYÜTT-PM,4
Listas,2014EP,04-025-009,A HAZA NEM ELADÓ,4
Listas,2014EP,04-025-009,SMS,1
Listas,2014EP,04-025-010,FIDESZ-KDNP,77
Listas,2014EP,04-025-010,JOBBIK,52
Listas,2014EP,04-025-010,MSZP,15
Listas,2014EP,04-025-010,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,04-025-010,LMP,10
Listas,2014EP,04-025-010,EGYÜTT-PM,5
Listas,2014EP,04-025-010,SMS,1
Listas,2014EP,04-025-010,A HAZA NEM ELADÓ,0
Listas,2014EP,04-025-011,FIDESZ-KDNP,75
Listas,2014EP,04-025-011,JOBBIK,37
Listas,2014EP,04-025-011,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,04-025-011,MSZP,11
Listas,2014EP,04-025-011,LMP,9
Listas,2014EP,04-025-011,EGYÜTT-PM,7
Listas,2014EP,04-025-011,SMS,2
Listas,2014EP,04-025-011,A HAZA NEM ELADÓ,1
Listas,2014EP,04-025-012,FIDESZ-KDNP,63
Listas,2014EP,04-025-012,JOBBIK,28
Listas,2014EP,04-025-012,MSZP,17
Listas,2014EP,04-025-012,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,04-025-012,LMP,4
Listas,2014EP,04-025-012,EGYÜTT-PM,3
Listas,2014EP,04-025-012,A HAZA NEM ELADÓ,2
Listas,2014EP,04-025-012,SMS,2
Listas,2014EP,04-025-013,FIDESZ-KDNP,41
Listas,2014EP,04-025-013,JOBBIK,19
Listas,2014EP,04-025-013,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,04-025-013,MSZP,6
Listas,2014EP,04-025-013,LMP,4
Listas,2014EP,04-025-013,EGYÜTT-PM,2
Listas,2014EP,04-025-013,A HAZA NEM ELADÓ,1
Listas,2014EP,04-025-013,SMS,0
Listas,2014EP,04-025-014,FIDESZ-KDNP,83
Listas,2014EP,04-025-014,JOBBIK,27
Listas,2014EP,04-025-014,MSZP,11
Listas,2014EP,04-025-014,LMP,9
Listas,2014EP,04-025-014,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,04-025-014,SMS,0
Listas,2014EP,04-025-014,EGYÜTT-PM,0
Listas,2014EP,04-025-014,A HAZA NEM ELADÓ,0
Listas,2014EP,04-025-015,FIDESZ-KDNP,22
Listas,2014EP,04-025-015,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,04-025-015,JOBBIK,6
Listas,2014EP,04-025-015,MSZP,3
Listas,2014EP,04-025-015,LMP,1
Listas,2014EP,04-025-015,EGYÜTT-PM,0
Listas,2014EP,04-025-015,A HAZA NEM ELADÓ,0
Listas,2014EP,04-025-015,SMS,0
Listas,2014EP,04-025-016,FIDESZ-KDNP,126
Listas,2014EP,04-025-016,JOBBIK,39
Listas,2014EP,04-025-016,MSZP,21
Listas,2014EP,04-025-016,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,04-025-016,LMP,13
Listas,2014EP,04-025-016,EGYÜTT-PM,1
Listas,2014EP,04-025-016,SMS,0
Listas,2014EP,04-025-016,A HAZA NEM ELADÓ,0
Listas,2014EP,04-025-017,FIDESZ-KDNP,27
Listas,2014EP,04-025-017,JOBBIK,15
Listas,2014EP,04-025-017,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,04-025-017,MSZP,5
Listas,2014EP,04-025-017,LMP,2
Listas,2014EP,04-025-017,A HAZA NEM ELADÓ,1
Listas,2014EP,04-025-017,SMS,0
Listas,2014EP,04-025-017,EGYÜTT-PM,0
Listas,2014EP,04-026-001,FIDESZ-KDNP,191
Listas,2014EP,04-026-001,DEMOKRATIKUS KOALÍCIÓ,49
Listas,2014EP,04-026-001,MSZP,37
Listas,2014EP,04-026-001,JOBBIK,24
Listas,2014EP,04-026-001,EGYÜTT-PM,22
Listas,2014EP,04-026-001,A HAZA NEM ELADÓ,18
Listas,2014EP,04-026-001,LMP,13
Listas,2014EP,04-026-001,SMS,7
Listas,2014EP,04-026-002,FIDESZ-KDNP,249
Listas,2014EP,04-026-002,DEMOKRATIKUS KOALÍCIÓ,48
Listas,2014EP,04-026-002,MSZP,41
Listas,2014EP,04-026-002,JOBBIK,39
Listas,2014EP,04-026-002,EGYÜTT-PM,22
Listas,2014EP,04-026-002,LMP,19
Listas,2014EP,04-026-002,A HAZA NEM ELADÓ,9
Listas,2014EP,04-026-002,SMS,0
Listas,2014EP,04-026-003,FIDESZ-KDNP,213
Listas,2014EP,04-026-003,JOBBIK,46
Listas,2014EP,04-026-003,MSZP,45
Listas,2014EP,04-026-003,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,04-026-003,LMP,22
Listas,2014EP,04-026-003,EGYÜTT-PM,21
Listas,2014EP,04-026-003,A HAZA NEM ELADÓ,9
Listas,2014EP,04-026-003,SMS,2
Listas,2014EP,04-026-004,FIDESZ-KDNP,144
Listas,2014EP,04-026-004,MSZP,31
Listas,2014EP,04-026-004,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,04-026-004,JOBBIK,25
Listas,2014EP,04-026-004,EGYÜTT-PM,21
Listas,2014EP,04-026-004,LMP,14
Listas,2014EP,04-026-004,A HAZA NEM ELADÓ,6
Listas,2014EP,04-026-004,SMS,0
Listas,2014EP,04-026-005,FIDESZ-KDNP,104
Listas,2014EP,04-026-005,JOBBIK,25
Listas,2014EP,04-026-005,MSZP,23
Listas,2014EP,04-026-005,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,04-026-005,A HAZA NEM ELADÓ,14
Listas,2014EP,04-026-005,EGYÜTT-PM,6
Listas,2014EP,04-026-005,LMP,3
Listas,2014EP,04-026-005,SMS,0
Listas,2014EP,04-026-006,FIDESZ-KDNP,136
Listas,2014EP,04-026-006,DEMOKRATIKUS KOALÍCIÓ,54
Listas,2014EP,04-026-006,MSZP,38
Listas,2014EP,04-026-006,JOBBIK,29
Listas,2014EP,04-026-006,EGYÜTT-PM,19
Listas,2014EP,04-026-006,A HAZA NEM ELADÓ,15
Listas,2014EP,04-026-006,LMP,13
Listas,2014EP,04-026-006,SMS,2
Listas,2014EP,04-026-007,FIDESZ-KDNP,153
Listas,2014EP,04-026-007,JOBBIK,33
Listas,2014EP,04-026-007,MSZP,26
Listas,2014EP,04-026-007,A HAZA NEM ELADÓ,26
Listas,2014EP,04-026-007,EGYÜTT-PM,16
Listas,2014EP,04-026-007,LMP,13
Listas,2014EP,04-026-007,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,04-026-007,SMS,0
Listas,2014EP,04-026-008,FIDESZ-KDNP,194
Listas,2014EP,04-026-008,DEMOKRATIKUS KOALÍCIÓ,46
Listas,2014EP,04-026-008,JOBBIK,38
Listas,2014EP,04-026-008,MSZP,27
Listas,2014EP,04-026-008,EGYÜTT-PM,27
Listas,2014EP,04-026-008,LMP,23
Listas,2014EP,04-026-008,A HAZA NEM ELADÓ,15
Listas,2014EP,04-026-008,SMS,0
Listas,2014EP,04-026-009,FIDESZ-KDNP,149
Listas,2014EP,04-026-009,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,04-026-009,MSZP,35
Listas,2014EP,04-026-009,JOBBIK,31
