SZAVAZOKOR,MEGYEKOD,MEGYE,TELEPULES_SORSZAM,TELEPULES
07-078-019,07,FEJÉR,078,Sárbogárd
07-079-001,07,FEJÉR,079,Sáregres
07-080-001,07,FEJÉR,080,Sárkeresztes
07-081-001,07,FEJÉR,081,Sárkeresztúr
07-081-002,07,FEJÉR,081,Sárkeresztúr
07-082-001,07,FEJÉR,082,Sárkeszi
07-083-001,07,FEJÉR,083,Sárosd
07-083-002,07,FEJÉR,083,Sárosd
07-083-003,07,FEJÉR,083,Sárosd
07-084-001,07,FEJÉR,084,Sárszentágota
07-084-002,07,FEJÉR,084,Sárszentágota
07-085-001,07,FEJÉR,085,Sárszentmihály
07-085-002,07,FEJÉR,085,Sárszentmihály
07-085-003,07,FEJÉR,085,Sárszentmihály
07-086-001,07,FEJÉR,086,Seregélyes
07-086-002,07,FEJÉR,086,Seregélyes
07-086-003,07,FEJÉR,086,Seregélyes
07-086-004,07,FEJÉR,086,Seregélyes
07-087-001,07,FEJÉR,087,Soponya
07-087-002,07,FEJÉR,087,Soponya
07-088-001,07,FEJÉR,088,Söréd
07-089-001,07,FEJÉR,089,Sukoró
07-090-001,07,FEJÉR,090,Szabadbattyán
07-090-002,07,FEJÉR,090,Szabadbattyán
07-090-003,07,FEJÉR,090,Szabadbattyán
07-090-004,07,FEJÉR,090,Szabadbattyán
07-091-001,07,FEJÉR,091,Szabadegyháza
07-091-002,07,FEJÉR,091,Szabadegyháza
07-092-001,07,FEJÉR,092,Szabadhídvég
07-092-002,07,FEJÉR,092,Szabadhídvég
07-093-001,07,FEJÉR,093,Szár
07-093-002,07,FEJÉR,093,Szár
07-094-001,07,FEJÉR,094,Székesfehérvár
07-094-002,07,FEJÉR,094,Székesfehérvár
07-094-003,07,FEJÉR,094,Székesfehérvár
07-094-004,07,FEJÉR,094,Székesfehérvár
07-094-005,07,FEJÉR,094,Székesfehérvár
07-094-006,07,FEJÉR,094,Székesfehérvár
07-094-007,07,FEJÉR,094,Székesfehérvár
07-094-008,07,FEJÉR,094,Székesfehérvár
07-094-009,07,FEJÉR,094,Székesfehérvár
07-094-010,07,FEJÉR,094,Székesfehérvár
07-094-011,07,FEJÉR,094,Székesfehérvár
07-094-012,07,FEJÉR,094,Székesfehérvár
07-094-013,07,FEJÉR,094,Székesfehérvár
07-094-014,07,FEJÉR,094,Székesfehérvár
07-094-015,07,FEJÉR,094,Székesfehérvár
07-094-016,07,FEJÉR,094,Székesfehérvár
07-094-017,07,FEJÉR,094,Székesfehérvár
07-094-018,07,FEJÉR,094,Székesfehérvár
07-094-019,07,FEJÉR,094,Székesfehérvár
07-094-020,07,FEJÉR,094,Székesfehérvár
07-094-021,07,FEJÉR,094,Székesfehérvár
07-094-022,07,FEJÉR,094,Székesfehérvár
07-094-023,07,FEJÉR,094,Székesfehérvár
07-094-024,07,FEJÉR,094,Székesfehérvár
07-094-025,07,FEJÉR,094,Székesfehérvár
07-094-026,07,FEJÉR,094,Székesfehérvár
07-094-027,07,FEJÉR,094,Székesfehérvár
07-094-028,07,FEJÉR,094,Székesfehérvár
07-094-029,07,FEJÉR,094,Székesfehérvár
07-094-030,07,FEJÉR,094,Székesfehérvár
07-094-031,07,FEJÉR,094,Székesfehérvár
07-094-032,07,FEJÉR,094,Székesfehérvár
07-094-033,07,FEJÉR,094,Székesfehérvár
07-094-034,07,FEJÉR,094,Székesfehérvár
07-094-035,07,FEJÉR,094,Székesfehérvár
07-094-036,07,FEJÉR,094,Székesfehérvár
07-094-037,07,FEJÉR,094,Székesfehérvár
07-094-038,07,FEJÉR,094,Székesfehérvár
07-094-039,07,FEJÉR,094,Székesfehérvár
07-094-040,07,FEJÉR,094,Székesfehérvár
07-094-041,07,FEJÉR,094,Székesfehérvár
07-094-042,07,FEJÉR,094,Székesfehérvár
07-094-043,07,FEJÉR,094,Székesfehérvár
07-094-044,07,FEJÉR,094,Székesfehérvár
07-094-045,07,FEJÉR,094,Székesfehérvár
07-094-046,07,FEJÉR,094,Székesfehérvár
07-094-047,07,FEJÉR,094,Székesfehérvár
07-094-048,07,FEJÉR,094,Székesfehérvár
07-094-049,07,FEJÉR,094,Székesfehérvár
07-094-050,07,FEJÉR,094,Székesfehérvár
07-094-051,07,FEJÉR,094,Székesfehérvár
07-094-052,07,FEJÉR,094,Székesfehérvár
07-094-053,07,FEJÉR,094,Székesfehérvár
07-094-054,07,FEJÉR,094,Székesfehérvár
07-094-055,07,FEJÉR,094,Székesfehérvár
07-094-056,07,FEJÉR,094,Székesfehérvár
07-094-057,07,FEJÉR,094,Székesfehérvár
07-094-058,07,FEJÉR,094,Székesfehérvár
07-094-059,07,FEJÉR,094,Székesfehérvár
07-094-060,07,FEJÉR,094,Székesfehérvár
07-094-061,07,FEJÉR,094,Székesfehérvár
07-094-062,07,FEJÉR,094,Székesfehérvár
07-094-063,07,FEJÉR,094,Székesfehérvár
07-094-064,07,FEJÉR,094,Székesfehérvár
07-094-065,07,FEJÉR,094,Székesfehérvár
07-094-066,07,FEJÉR,094,Székesfehérvár
07-094-067,07,FEJÉR,094,Székesfehérvár
07-094-068,07,FEJÉR,094,Székesfehérvár
07-094-069,07,FEJÉR,094,Székesfehérvár
07-094-070,07,FEJÉR,094,Székesfehérvár
07-094-071,07,FEJÉR,094,Székesfehérvár
07-094-072,07,FEJÉR,094,Székesfehérvár
07-094-073,07,FEJÉR,094,Székesfehérvár
07-094-074,07,FEJÉR,094,Székesfehérvár
07-094-075,07,FEJÉR,094,Székesfehérvár
07-094-076,07,FEJÉR,094,Székesfehérvár
07-094-077,07,FEJÉR,094,Székesfehérvár
07-094-078,07,FEJÉR,094,Székesfehérvár
07-094-079,07,FEJÉR,094,Székesfehérvár
07-094-080,07,FEJÉR,094,Székesfehérvár
07-094-081,07,FEJÉR,094,Székesfehérvár
07-094-082,07,FEJÉR,094,Székesfehérvár
07-094-083,07,FEJÉR,094,Székesfehérvár
07-094-084,07,FEJÉR,094,Székesfehérvár
07-094-085,07,FEJÉR,094,Székesfehérvár
07-094-086,07,FEJÉR,094,Székesfehérvár
07-094-087,07,FEJÉR,094,Székesfehérvár
07-094-088,07,FEJÉR,094,Székesfehérvár
07-094-089,07,FEJÉR,094,Székesfehérvár
07-094-090,07,FEJÉR,094,Székesfehérvár
07-094-091,07,FEJÉR,094,Székesfehérvár
07-094-092,07,FEJÉR,094,Székesfehérvár
07-095-001,07,FEJÉR,095,Tabajd
07-096-001,07,FEJÉR,096,Tác
07-096-002,07,FEJÉR,096,Tác
07-097-001,07,FEJÉR,097,Tordas
07-098-001,07,FEJÉR,098,Újbarok
07-099-001,07,FEJÉR,099,Úrhida
07-099-002,07,FEJÉR,099,Úrhida
07-100-001,07,FEJÉR,100,Vajta
07-101-001,07,FEJÉR,101,Vál
07-101-002,07,FEJÉR,101,Vál
07-101-003,07,FEJÉR,101,Vál
07-102-001,07,FEJÉR,102,Velence
07-102-002,07,FEJÉR,102,Velence
07-102-003,07,FEJÉR,102,Velence
07-102-004,07,FEJÉR,102,Velence
07-102-005,07,FEJÉR,102,Velence
07-103-001,07,FEJÉR,103,Vereb
07-104-001,07,FEJÉR,104,Vértesacsa
07-104-002,07,FEJÉR,104,Vértesacsa
07-105-001,07,FEJÉR,105,Vértesboglár
07-106-001,07,FEJÉR,106,Zámoly
07-106-002,07,FEJÉR,106,Zámoly
07-107-001,07,FEJÉR,107,Zichyújfalu
07-108-001,07,FEJÉR,108,Daruszentmiklós
07-108-002,07,FEJÉR,108,Daruszentmiklós
07-108-003,07,FEJÉR,108,Daruszentmiklós
08-001-001,08,GYÕR-MOSON-SOPRON,001,Abda
08-001-002,08,GYÕR-MOSON-SOPRON,001,Abda
08-001-003,08,GYÕR-MOSON-SOPRON,001,Abda
08-001-004,08,GYÕR-MOSON-SOPRON,001,Abda
08-002-001,08,GYÕR-MOSON-SOPRON,002,Acsalag
08-003-001,08,GYÕR-MOSON-SOPRON,003,Agyagosszergény
08-004-001,08,GYÕR-MOSON-SOPRON,004,Ágfalva
08-004-002,08,GYÕR-MOSON-SOPRON,004,Ágfalva
08-005-001,08,GYÕR-MOSON-SOPRON,005,Árpás
08-006-001,08,GYÕR-MOSON-SOPRON,006,Ásványráró
08-006-002,08,GYÕR-MOSON-SOPRON,006,Ásványráró
08-007-001,08,GYÕR-MOSON-SOPRON,007,Babót
08-008-001,08,GYÕR-MOSON-SOPRON,008,Bakonygyirót
08-009-001,08,GYÕR-MOSON-SOPRON,009,Bakonypéterd
08-010-001,08,GYÕR-MOSON-SOPRON,010,Bakonyszentlászló
08-010-002,08,GYÕR-MOSON-SOPRON,010,Bakonyszentlászló
08-011-001,08,GYÕR-MOSON-SOPRON,011,Barbacs
08-012-001,08,GYÕR-MOSON-SOPRON,012,Bágyogszovát
08-012-002,08,GYÕR-MOSON-SOPRON,012,Bágyogszovát
08-013-001,08,GYÕR-MOSON-SOPRON,013,Beled
08-013-002,08,GYÕR-MOSON-SOPRON,013,Beled
08-013-003,08,GYÕR-MOSON-SOPRON,013,Beled
08-014-001,08,GYÕR-MOSON-SOPRON,014,Bezenye
08-014-002,08,GYÕR-MOSON-SOPRON,014,Bezenye
08-014-003,08,GYÕR-MOSON-SOPRON,014,Bezenye
08-015-001,08,GYÕR-MOSON-SOPRON,015,Bezi
08-016-001,08,GYÕR-MOSON-SOPRON,016,Bodonhely
08-017-001,08,GYÕR-MOSON-SOPRON,017,Bogyoszló
08-018-001,08,GYÕR-MOSON-SOPRON,018,Börcs
08-019-001,08,GYÕR-MOSON-SOPRON,019,Bõny
08-019-002,08,GYÕR-MOSON-SOPRON,019,Bõny
08-019-003,08,GYÕR-MOSON-SOPRON,019,Bõny
08-020-001,08,GYÕR-MOSON-SOPRON,020,Bõsárkány
08-020-002,08,GYÕR-MOSON-SOPRON,020,Bõsárkány
08-021-001,08,GYÕR-MOSON-SOPRON,021,Cakóháza
08-022-001,08,GYÕR-MOSON-SOPRON,022,Cirák
08-023-001,08,GYÕR-MOSON-SOPRON,023,Csapod
08-024-001,08,GYÕR-MOSON-SOPRON,024,Csáfordjánosfa
08-025-001,08,GYÕR-MOSON-SOPRON,025,Csér
08-026-001,08,GYÕR-MOSON-SOPRON,026,Csikvánd
08-027-001,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-002,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-003,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-004,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-005,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-006,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-007,08,GYÕR-MOSON-SOPRON,027,Csorna
08-027-008,08,GYÕR-MOSON-SOPRON,027,Csorna
08-028-001,08,GYÕR-MOSON-SOPRON,028,Darnózseli
08-028-002,08,GYÕR-MOSON-SOPRON,028,Darnózseli
08-029-001,08,GYÕR-MOSON-SOPRON,029,Dénesfa
08-030-001,08,GYÕR-MOSON-SOPRON,030,Dör
08-031-001,08,GYÕR-MOSON-SOPRON,031,Dunakiliti
08-031-002,08,GYÕR-MOSON-SOPRON,031,Dunakiliti
08-032-001,08,GYÕR-MOSON-SOPRON,032,Dunaremete
08-033-001,08,GYÕR-MOSON-SOPRON,033,Dunaszeg
08-033-002,08,GYÕR-MOSON-SOPRON,033,Dunaszeg
08-034-001,08,GYÕR-MOSON-SOPRON,034,Dunaszentpál
08-035-001,08,GYÕR-MOSON-SOPRON,035,Dunasziget
08-035-002,08,GYÕR-MOSON-SOPRON,035,Dunasziget
08-035-003,08,GYÕR-MOSON-SOPRON,035,Dunasziget
08-036-001,08,GYÕR-MOSON-SOPRON,036,Ebergõc
08-037-001,08,GYÕR-MOSON-SOPRON,037,Edve
08-038-001,08,GYÕR-MOSON-SOPRON,038,Egyed
08-039-001,08,GYÕR-MOSON-SOPRON,039,Egyházasfalu
08-040-001,08,GYÕR-MOSON-SOPRON,040,Enese
08-041-001,08,GYÕR-MOSON-SOPRON,041,Écs
08-041-002,08,GYÕR-MOSON-SOPRON,041,Écs
08-042-001,08,GYÕR-MOSON-SOPRON,042,Farád
08-042-002,08,GYÕR-MOSON-SOPRON,042,Farád
08-043-001,08,GYÕR-MOSON-SOPRON,043,Fehértó
08-044-001,08,GYÕR-MOSON-SOPRON,044,Feketeerdõ
08-045-001,08,GYÕR-MOSON-SOPRON,045,Felpéc
08-046-001,08,GYÕR-MOSON-SOPRON,046,Fenyõfõ
08-047-001,08,GYÕR-MOSON-SOPRON,047,Fertõboz
08-048-001,08,GYÕR-MOSON-SOPRON,048,Fertõd
08-048-002,08,GYÕR-MOSON-SOPRON,048,Fertõd
08-048-003,08,GYÕR-MOSON-SOPRON,048,Fertõd
08-048-004,08,GYÕR-MOSON-SOPRON,048,Fertõd
08-049-001,08,GYÕR-MOSON-SOPRON,049,Fertõendréd
08-050-001,08,GYÕR-MOSON-SOPRON,050,Fertõhomok
08-051-001,08,GYÕR-MOSON-SOPRON,051,Fertõrákos
08-051-002,08,GYÕR-MOSON-SOPRON,051,Fertõrákos
08-052-001,08,GYÕR-MOSON-SOPRON,052,Fertõszentmiklós
08-052-002,08,GYÕR-MOSON-SOPRON,052,Fertõszentmiklós
08-052-003,08,GYÕR-MOSON-SOPRON,052,Fertõszentmiklós
08-052-004,08,GYÕR-MOSON-SOPRON,052,Fertõszentmiklós
08-053-001,08,GYÕR-MOSON-SOPRON,053,Fertõszéplak
08-054-001,08,GYÕR-MOSON-SOPRON,054,Gönyû
08-054-002,08,GYÕR-MOSON-SOPRON,054,Gönyû
08-054-003,08,GYÕR-MOSON-SOPRON,054,Gönyû
08-055-001,08,GYÕR-MOSON-SOPRON,055,Gyalóka
08-056-001,08,GYÕR-MOSON-SOPRON,056,Gyarmat
08-057-001,08,GYÕR-MOSON-SOPRON,057,Gyóró
08-058-001,08,GYÕR-MOSON-SOPRON,058,Gyömöre
08-059-001,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-002,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-003,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-004,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-005,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-006,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-007,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-008,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-009,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-010,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-011,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-012,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-013,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-014,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-015,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-016,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-017,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-018,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-019,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-020,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-021,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-022,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-023,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-024,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-025,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-026,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-027,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-028,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-029,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-030,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-031,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-032,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-033,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-034,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-035,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-036,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-037,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-038,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-039,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-040,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-041,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-042,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-043,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-044,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-045,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-046,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-047,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-048,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-049,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-050,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-051,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-052,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-053,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-054,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-055,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-056,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-057,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-058,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-059,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-060,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-061,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-062,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-063,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-064,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-065,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-066,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-067,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-068,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-069,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-070,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-071,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-072,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-073,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-074,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-075,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-076,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-077,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-078,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-079,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-080,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-081,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-082,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-083,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-084,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-085,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-086,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-087,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-088,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-089,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-090,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-091,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-092,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-093,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-094,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-095,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-059-096,08,GYÕR-MOSON-SOPRON,059,Gyõr
08-060-001,08,GYÕR-MOSON-SOPRON,060,Gyõrasszonyfa
08-061-001,08,GYÕR-MOSON-SOPRON,061,Gyõrladamér
08-062-001,08,GYÕR-MOSON-SOPRON,062,Gyõrság
08-063-001,08,GYÕR-MOSON-SOPRON,063,Gyõrsövényház
08-064-001,08,GYÕR-MOSON-SOPRON,064,Gyõrszemere
08-064-002,08,GYÕR-MOSON-SOPRON,064,Gyõrszemere
08-064-003,08,GYÕR-MOSON-SOPRON,064,Gyõrszemere
08-065-001,08,GYÕR-MOSON-SOPRON,065,Gyõrújbarát
08-065-002,08,GYÕR-MOSON-SOPRON,065,Gyõrújbarát
08-065-003,08,GYÕR-MOSON-SOPRON,065,Gyõrújbarát
08-065-004,08,GYÕR-MOSON-SOPRON,065,Gyõrújbarát
08-066-001,08,GYÕR-MOSON-SOPRON,066,Gyõrújfalu
08-067-001,08,GYÕR-MOSON-SOPRON,067,Gyõrzámoly
08-067-002,08,GYÕR-MOSON-SOPRON,067,Gyõrzámoly
08-068-001,08,GYÕR-MOSON-SOPRON,068,Halászi
08-068-002,08,GYÕR-MOSON-SOPRON,068,Halászi
08-068-003,08,GYÕR-MOSON-SOPRON,068,Halászi
08-069-001,08,GYÕR-MOSON-SOPRON,069,Harka
08-069-002,08,GYÕR-MOSON-SOPRON,069,Harka
08-070-001,08,GYÕR-MOSON-SOPRON,070,Hegyeshalom
08-070-002,08,GYÕR-MOSON-SOPRON,070,Hegyeshalom
08-070-003,08,GYÕR-MOSON-SOPRON,070,Hegyeshalom
08-071-001,08,GYÕR-MOSON-SOPRON,071,Hegykõ
08-072-001,08,GYÕR-MOSON-SOPRON,072,Hédervár
08-073-001,08,GYÕR-MOSON-SOPRON,073,Hidegség
08-074-001,08,GYÕR-MOSON-SOPRON,074,Himod
08-075-001,08,GYÕR-MOSON-SOPRON,075,Hövej
08-076-001,08,GYÕR-MOSON-SOPRON,076,Ikrény
08-076-002,08,GYÕR-MOSON-SOPRON,076,Ikrény
08-077-001,08,GYÕR-MOSON-SOPRON,077,Iván
08-078-001,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-078-002,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-078-003,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-078-004,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-078-005,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-078-006,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-078-007,08,GYÕR-MOSON-SOPRON,078,Jánossomorja
08-079-001,08,GYÕR-MOSON-SOPRON,079,Jobaháza
08-080-001,08,GYÕR-MOSON-SOPRON,080,Kajárpéc
08-080-002,08,GYÕR-MOSON-SOPRON,080,Kajárpéc
08-081-001,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-002,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-003,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-004,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-005,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-006,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-007,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-008,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-081-009,08,GYÕR-MOSON-SOPRON,081,Kapuvár
08-082-001,08,GYÕR-MOSON-SOPRON,082,Kimle
08-082-002,08,GYÕR-MOSON-SOPRON,082,Kimle
08-082-003,08,GYÕR-MOSON-SOPRON,082,Kimle
08-083-001,08,GYÕR-MOSON-SOPRON,083,Kisbabot
08-084-001,08,GYÕR-MOSON-SOPRON,084,Kisbajcs
08-085-001,08,GYÕR-MOSON-SOPRON,085,Kisbodak
08-086-001,08,GYÕR-MOSON-SOPRON,086,Kisfalud
08-087-001,08,GYÕR-MOSON-SOPRON,087,Koroncó
08-087-002,08,GYÕR-MOSON-SOPRON,087,Koroncó
08-088-001,08,GYÕR-MOSON-SOPRON,088,Kóny
08-088-002,08,GYÕR-MOSON-SOPRON,088,Kóny
08-089-001,08,GYÕR-MOSON-SOPRON,089,Kópháza
08-089-002,08,GYÕR-MOSON-SOPRON,089,Kópháza
08-090-001,08,GYÕR-MOSON-SOPRON,090,Kunsziget
08-091-001,08,GYÕR-MOSON-SOPRON,091,Lázi
08-092-001,08,GYÕR-MOSON-SOPRON,092,Levél
08-092-002,08,GYÕR-MOSON-SOPRON,092,Levél
08-093-001,08,GYÕR-MOSON-SOPRON,093,Lébény
08-093-002,08,GYÕR-MOSON-SOPRON,093,Lébény
08-093-003,08,GYÕR-MOSON-SOPRON,093,Lébény
08-094-001,08,GYÕR-MOSON-SOPRON,094,Lipót
08-095-001,08,GYÕR-MOSON-SOPRON,095,Lövõ
08-096-001,08,GYÕR-MOSON-SOPRON,096,Maglóca
08-097-001,08,GYÕR-MOSON-SOPRON,097,Magyarkeresztúr
08-098-001,08,GYÕR-MOSON-SOPRON,098,Markotabödöge
08-099-001,08,GYÕR-MOSON-SOPRON,099,Máriakálnok
08-099-002,08,GYÕR-MOSON-SOPRON,099,Máriakálnok
08-100-001,08,GYÕR-MOSON-SOPRON,100,Mecsér
08-101-001,08,GYÕR-MOSON-SOPRON,101,Mezõörs
08-102-001,08,GYÕR-MOSON-SOPRON,102,Mérges
08-103-001,08,GYÕR-MOSON-SOPRON,103,Mihályi
08-104-001,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-002,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-003,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-004,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-005,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-006,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-007,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-008,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-009,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-010,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-011,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-012,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-013,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-014,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-015,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-016,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-017,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-018,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-019,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-020,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-021,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-022,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-023,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-024,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-025,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-026,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-027,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
08-104-028,08,GYÕR-MOSON-SOPRON,104,Mosonmagyaróvár
